frame,num_detected,detected_ids,image,debug_image,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
16,2,1;2,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0016.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0016_debug.png,-2.7903225806451615,0.0,2.2,0.0,0.5387096774193548,-1.0
17,2,1;2,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0017.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0017_debug.png,-2.738709677419355,0.0,2.2,0.0,0.5451612903225806,-1.1
18,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0018.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0018_debug.png,-2.6870967741935483,0.0,2.2,0.0,0.5516129032258065,-1.2000000000000002
19,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0019.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0019_debug.png,-2.635483870967742,0.0,2.2,0.0,0.5580645161290323,-1.3000000000000003
20,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0020.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0020_debug.png,-2.5838709677419356,0.0,2.2,0.0,0.564516129032258,-1.4
21,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0021.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0021_debug.png,-2.532258064516129,0.0,2.2,0.0,0.5709677419354838,-1.5
22,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0022.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0022_debug.png,-2.4806451612903224,0.0,2.2,0.0,0.5774193548387097,-1.6
23,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0023.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0023_debug.png,-2.4290322580645163,0.0,2.2,0.0,0.5838709677419355,-1.7000000000000002
24,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0024.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0024_debug.png,-2.3774193548387097,0.0,2.2,0.0,0.5903225806451613,-1.7999999999999998
25,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0025.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0025_debug.png,-2.325806451612903,0.0,2.2,0.0,0.5967741935483871,-1.9
26,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0026.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0026_debug.png,-2.274193548387097,0.0,2.2,0.0,0.6032258064516128,-2.0
27,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0027.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0027_debug.png,-2.2225806451612904,0.0,2.2,0.0,0.6096774193548387,-2.1
28,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0028.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0028_debug.png,-2.170967741935484,0.0,2.2,0.0,0.6161290322580645,-2.2
29,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0029.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0029_debug.png,-2.1193548387096772,0.0,2.2,0.0,0.6225806451612903,-2.3000000000000003
30,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0030.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0030_debug.png,-2.067741935483871,0.0,2.2,0.0,0.6290322580645161,-2.4
31,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0031.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0031_debug.png,-2.016129032258065,0.0,2.2,0.0,0.635483870967742,-2.5
32,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0032.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0032_debug.png,-1.9645161290322581,0.0,2.2,0.0,0.6419354838709677,-2.6
33,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0033.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0033_debug.png,-1.9129032258064516,0.0,2.2,0.0,0.6483870967741935,-2.7
34,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0034.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0034_debug.png,-1.8612903225806452,0.0,2.2,0.0,0.6548387096774193,-2.8
35,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0035.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0035_debug.png,-1.8096774193548388,0.0,2.2,0.0,0.6612903225806451,-2.9
36,1,1,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0036.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0036_debug.png,-1.7580645161290323,0.0,2.2,0.0,0.667741935483871,-3.0
37,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0037.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0037_debug.png,-1.706451612903226,0.0,2.2,0.0,0.6741935483870968,-3.1
38,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0038.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0038_debug.png,-1.6548387096774193,0.0,2.2,0.0,0.6806451612903226,-3.1999999999999997
39,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0039.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0039_debug.png,-1.603225806451613,0.0,2.2,0.0,0.6870967741935483,-3.3
40,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0040.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0040_debug.png,-1.5516129032258064,0.0,2.2,0.0,0.6935483870967741,-3.4
41,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0041.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0041_debug.png,-1.5,0.0,2.2,0.0,0.7,-3.5
42,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0042.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0042_debug.png,-1.4529411764705882,0.0,2.2,0.0,0.7,-3.6
43,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0043.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0043_debug.png,-1.4058823529411764,0.0,2.2,0.0,0.7,-3.7
44,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0044.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0044_debug.png,-1.3588235294117648,0.0,2.2,0.0,0.7,-3.8
45,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0045.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0045_debug.png,-1.311764705882353,0.0,2.2,0.0,0.7,-3.9
46,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0046.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0046_debug.png,-1.2647058823529411,0.0,2.2,0.0,0.7,-4.0
47,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0047.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0047_debug.png,-1.2176470588235293,0.0,2.2,0.0,0.7,-4.1
48,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0048.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0048_debug.png,-1.1705882352941177,0.0,2.2,0.0,0.7,-4.2
49,1,0,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0049.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0049_debug.png,-1.1235294117647059,0.0,2.2,0.0,0.7,-4.3
50,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0050.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0050_debug.png,-1.076470588235294,0.0,2.2,0.0,0.7,-4.4
51,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0051.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0051_debug.png,-1.0294117647058822,0.0,2.2,0.0,0.7,-4.5
52,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0052.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0052_debug.png,-0.9823529411764705,0.0,2.2,0.0,0.7,-4.6
53,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0053.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0053_debug.png,-0.9352941176470587,0.0,2.2,0.0,0.7,-4.7
54,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0054.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0054_debug.png,-0.888235294117647,0.0,2.2,0.0,0.7,-4.8
55,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0055.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0055_debug.png,-0.8411764705882353,0.0,2.2,0.0,0.7,-4.9
56,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0056.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0056_debug.png,-0.7941176470588235,0.0,2.2,0.0,0.7,-5.0
57,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0057.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0057_debug.png,-0.7470588235294118,0.0,2.2,0.0,0.7,-5.1
58,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0058.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0058_debug.png,-0.7,0.0,2.2,0.0,0.7,-5.2
59,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0059.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0059_debug.png,-0.6222222222222222,0.0,2.2,0.0,0.6444444444444444,-5.2
60,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0060.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0060_debug.png,-0.5444444444444444,0.0,2.2,0.0,0.5888888888888889,-5.2
61,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0061.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0061_debug.png,-0.4666666666666667,0.0,2.2,0.0,0.5333333333333333,-5.2
62,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0062.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0062_debug.png,-0.3888888888888889,0.0,2.2,0.0,0.47777777777777775,-5.2
63,1,3,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0063.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0063_debug.png,-0.31111111111111106,0.0,2.2,0.0,0.4222222222222222,-5.2
64,0,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0064.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0064_debug.png,-0.23333333333333334,0.0,2.2,0.0,0.3666666666666667,-5.2
65,1,4,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0065.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0065_debug.png,-0.15555555555555556,0.0,2.2,0.0,0.3111111111111111,-5.2
66,1,4,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0066.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0066_debug.png,-0.07777777777777783,0.0,2.2,0.0,0.2555555555555556,-5.2
67,1,4,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0067.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0067_debug.png,0.0,0.0,2.2,0.0,0.2,-5.2
68,1,4,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0068.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0068_debug.png,0.08333333333333333,0.0,2.2,0.0,0.23333333333333334,-5.3
69,1,4,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0069.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0069_debug.png,0.16666666666666666,0.0,2.2,0.0,0.26666666666666666,-5.4
70,2,4;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0070.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0070_debug.png,0.25,0.0,2.2,0.0,0.30000000000000004,-5.5
71,2,4;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0071.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0071_debug.png,0.3333333333333333,0.0,2.2,0.0,0.33333333333333337,-5.6
72,3,4;6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0072.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0072_debug.png,0.4166666666666667,0.0,2.2,0.0,0.3666666666666667,-5.7
73,2,6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0073.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0073_debug.png,0.5,0.0,2.2,0.0,0.4,-5.8
74,2,6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0074.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0074_debug.png,0.5125,0.0,2.2,0.0,0.41250000000000003,-5.8999999999999995
75,2,6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0075.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0075_debug.png,0.525,0.0,2.2,0.0,0.42500000000000004,-6.0
76,2,6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0076.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0076_debug.png,0.5375,0.0,2.2,0.0,0.4375,-6.1
77,3,6;7;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0077.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0077_debug.png,0.55,0.0,2.2,0.0,0.45,-6.199999999999999
78,3,6;7;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0078.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0078_debug.png,0.5625,0.0,2.2,0.0,0.4625,-6.3
79,3,6;7;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0079.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0079_debug.png,0.575,0.0,2.2,0.0,0.475,-6.3999999999999995
80,3,5;6;7,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0080.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0080_debug.png,0.5875,0.0,2.2,0.0,0.4875,-6.5
81,3,5;6;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0081.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0081_debug.png,0.6,0.0,2.2,0.0,0.5,-6.6
82,3,5;6;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0082.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0082_debug.png,0.75,0.0,2.2,0.0,0.5,-6.6
83,2,5;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0083.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0083_debug.png,0.8999999999999999,0.0,2.2,0.0,0.5,-6.6
84,2,5;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0084.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0084_debug.png,1.0499999999999998,0.0,2.2,0.0,0.5,-6.6
85,2,5;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0085.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0085_debug.png,1.1999999999999997,0.0,2.2,0.0,0.5,-6.6
86,2,5;8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0086.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0086_debug.png,1.35,0.0,2.2,0.0,0.5,-6.6
87,1,8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0087.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0087_debug.png,1.5,0.0,2.2,0.0,0.5,-6.6
88,1,8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0088.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0088_debug.png,1.65,0.0,2.2,0.0,0.5,-6.6
89,1,8,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0089.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0089_debug.png,1.7999999999999998,0.0,2.2,0.0,0.5,-6.6
90,2,8;11,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0090.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0090_debug.png,1.9499999999999997,0.0,2.2,0.0,0.5,-6.6
91,2,8;11,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0091.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0091_debug.png,2.1,0.0,2.2,0.0,0.5,-6.6
92,3,8;11;12,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/images/frame_0092.png,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/03_moving_camera_sequence/debug_images/frame_0092_debug.png,2.2499999999999996,0.0,2.2,0.0,0.5,-6.6
