camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/F1_front_mid_far_seat_leaned/F1_front_mid_far_seat_leaned_cand_01/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/F1_front_mid_far_seat_leaned/F1_front_mid_far_seat_leaned_cand_01/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,0.805504,-0.00173194,-0.00007994,1.10754793,1.28974468,1.29027691,-1.15469201,results/beintelli_bus_model/station_anchor_search/live_results/F1_front_mid_far_seat_leaned/F1_front_mid_far_seat_leaned_cand_01/debug_images/moving_calib_camera_aruco_board_pose.png
