method,label,from_camera,to_camera,pair,transform_convention,baseline_m,direction_x,direction_y,direction_z,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_back_right,camera_back_left-camera_back_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,11.006157460169558,0.7762481209269874,0.4495250342263249,0.4420023737053261,8.543509047083162,4.947543308983041,4.864747722769527,-164.4372475190224,76.95565660724863,-160.1960712665017,-0.11561383063696881,1.7862409939147539,0.0036669456109446456
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_center_left,camera_back_left-camera_center_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,4.823013636631884,0.7221531123464201,-0.2761058387009744,0.6342400556284744,3.482954308582941,-1.3316622252084827,3.0589484371942968,-62.09331576016296,-46.145306470081664,4.495348588005941,-0.9903624080967678,-0.7608130017842644,-0.3675004476597782
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_center_right,camera_back_left-camera_center_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,13.563363102287381,0.9254873035774378,-0.06812187017092053,0.3726025519523178,12.55272034497766,-0.9239616603350749,5.053743704968184,119.15028460047974,38.64401543344313,-141.56647550528052,-1.250631494054959,2.093612058737301,1.6002683850504118
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_front_left,camera_back_left-camera_front_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,11.059346685279126,0.7262553119623409,0.19872617855277597,0.6580738011836461,8.031909277017073,2.1977817040558305,7.277866311789391,-142.25329280885197,-69.95704182423806,120.44632015690891,-0.5189566080497041,-1.7717607494799767,-0.09110917439705658
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_front_narrow,camera_back_left-camera_front_narrow,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,21.324946576376142,0.8495448789889658,0.12306903500030725,0.5129595609867473,18.11649915867363,2.6244405965877178,10.938835233883747,-10.418880330700391,36.95960194507392,6.113502172401521,-0.20974620280248824,0.6336143980516952,0.1613622107536462
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_front_right,camera_back_left-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,47.993850135758585,0.32216809247653655,-0.4028735812111884,0.8566799856142909,15.462087148842109,-19.33545428030614,41.1153708438761,117.37595294904604,31.599711549612785,160.14174693269558,0.006234815498451213,2.1974567160169443,1.1919420533099676
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_left,camera_front_wide,camera_back_left-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,21.61885395108731,0.8657954970587696,0.10108065082032008,0.49008250254676394,18.717506402422583,2.1852478273653535,10.595022046541864,-34.535069251329496,34.33477251473985,4.977854318963024,-0.6100464211015112,0.5557609897331995,0.2624303823000497
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_center_left,camera_back_right-camera_center_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,8.26429352466153,0.4010034241917093,-0.6934308153720171,-0.5986233858437402,3.314010001914644,-5.730715797279727,-4.947199371339383,118.64420346699484,-31.29367902733632,-176.96660970797132,-0.3156842104267195,-2.270003199234572,-1.3239860795193046
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_center_right,camera_back_right-camera_center_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,7.1122475573604325,-0.08246476518583847,-0.8683210960432354,0.48909920943415863,-0.5865098247612812,-6.175714594338034,3.4785946576050133,-100.36816818240013,29.463150973406393,-27.05226595874368,-1.5556751265125133,0.7550396821546704,0.1024660628018124
ap03_single,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_front_left,camera_back_right-camera_front_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,3.6940580035154773,-0.5500551223457135,-0.7690028403216462,-0.3256900274163808,-2.031935527075868,-2.840741097016312,-1.2031178524426567,148.80268880827242,20.734055829169986,164.42884643741337,0.2238497525611788,2.631683509526841,0.6642487265472651
