observer_id,frame_number,marker_ids,marker_count,frame_score,reference_marker_seen,selection_reasons
moving_frame_000000,0,7;9,2,40.76923130147755,True,reference_marker_7
moving_frame_000001,1,7;9,2,39.85476505185126,True,reference_marker_7
moving_frame_000002,2,7;9,2,40.072234879608544,True,reference_marker_7
moving_frame_000003,3,7;9;17,3,47.32469283274973,True,reference_marker_7;top_pair_7_17;top_pair_9_17
moving_frame_000004,4,7;9,2,43.407919942125744,True,reference_marker_7
moving_frame_000005,5,7;9,2,47.669060587312465,True,reference_marker_7
moving_frame_000006,6,7;9,2,52.745085566097764,True,reference_marker_7;top_marker_9
moving_frame_000007,7,7;9,2,54.422078794595876,True,reference_marker_7;top_marker_9
moving_frame_000008,8,7;9,2,55.045692620208825,True,reference_marker_7;top_marker_9
moving_frame_000009,9,7;9,2,57.897648916110064,True,reference_marker_7;top_marker_7;top_marker_9
moving_frame_000010,10,7;9,2,59.16317292850353,True,reference_marker_7;top_marker_7
moving_frame_000011,11,7;9,2,66.09161598549565,True,reference_marker_7;top_marker_7;top_marker_9;top_pair_7_9
moving_frame_000012,12,7;9,2,62.587028148715845,True,reference_marker_7;top_marker_7;top_marker_9;top_pair_7_9
moving_frame_000013,13,7;9,2,60.4637775104903,True,reference_marker_7;top_marker_7;top_marker_9;top_pair_7_9
moving_frame_000014,14,7;9,2,86.6080320980891,True,reference_marker_7;top_marker_7;top_marker_9;top_pair_7_9
moving_frame_000015,15,7;9,2,54.72600981830785,True,reference_marker_7;top_marker_7
moving_frame_000016,16,7;9,2,54.881313780310414,True,reference_marker_7;top_marker_7
moving_frame_000127,127,10;17,2,19.50630699819846,False,top_marker_10
moving_frame_000132,132,10;17,2,55.8097043328478,False,top_marker_10;top_marker_17;top_pair_10_17
moving_frame_000133,133,10;17,2,38.77645335613492,False,top_marker_10
moving_frame_000135,135,10;17,2,37.18096817845388,False,top_marker_17
moving_frame_000136,136,10;17,2,42.97200459477082,False,top_marker_10;top_marker_17;top_pair_10_17
moving_frame_000137,137,10;17,2,49.348167897997975,False,top_marker_10;top_marker_17;top_pair_10_17
moving_frame_000138,138,10;17,2,30.373720748419878,False,top_marker_17
moving_frame_000139,139,10;17,2,40.03345865310192,False,top_marker_10;top_marker_17;top_pair_10_17
moving_frame_000140,140,10;17,2,35.79289539987219,False,top_marker_10;top_marker_17
moving_frame_000142,142,10;17,2,34.321347751799365,False,top_marker_10
moving_frame_000145,145,10;17,2,30.2318510026262,False,top_marker_17
moving_frame_000231,231,7;9,2,18.69184952278452,True,reference_marker_7
moving_frame_000232,232,7;9,2,12.014892245100596,True,reference_marker_7
moving_frame_000233,233,7;9,2,11.659138323312698,True,reference_marker_7
moving_frame_000234,234,7;9,2,22.936918270355058,True,reference_marker_7
moving_frame_000235,235,7;9,2,28.66513973923812,True,reference_marker_7
moving_frame_000236,236,7;9,2,20.599430279747217,True,reference_marker_7
moving_frame_000237,237,7;9,2,18.778375503293088,True,reference_marker_7
moving_frame_000239,239,7,1,4.700778978296572,True,reference_marker_7
