method,label,anchor_marker_id,parent_frame,child_frame,camera_id,status,source,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,qx,qy,qz,qw,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
ap03_single,multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,evaluation_anchor_marker_14,cam_edge_0_optical_frame,cam_edge_0,available,method_primary_result,0.5620399824240769,-1.67043697424982,1.997831668498221,-1.9667774236163964,-0.02532589679205098,-0.014577424167347485,-0.8323424930628681,-0.0009510564326963128,-0.01457890702905208,0.5540690617634138,0.9995731019230003,0.017738652042713757,0.023215385754689843,0.5620399824240769,-0.014572233313777938,-0.38601314057654457,0.9223781791209513,-1.67043697424982,0.025323189536082265,-0.9223227176677049,-0.38558986053289723,1.997831668498221,0.0,0.0,0.0,1.0
ap03_single,multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,evaluation_anchor_marker_14,cam_edge_1_optical_frame,cam_edge_1,available,method_primary_result,-3.817452658010166,0.4413009558441101,2.0521733013038768,-1.8599976066253672,0.016374045496142037,-1.9974370077048416,-0.42985110381276015,0.6766108898761568,-0.49907658970858193,0.32916301410820553,-0.4137594773883062,-0.25312876665135786,0.8744878057268257,-3.817452658010166,-0.9102389848086418,0.13230117231160676,-0.39237914106066785,0.4413009558441101,-0.01637331383345783,-0.958343480855657,-0.28514853549610636,2.0521733013038768,0.0,0.0,0.0,1.0
ap03_single,multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,evaluation_anchor_marker_14,cam_edge_3_optical_frame,cam_edge_3,available,method_primary_result,-3.0929516061657,-1.5218228861641272,1.967642847928298,-1.9088576458807107,0.0385863907532446,-1.0420551133803628,-0.7020263351786694,0.4157703339696612,-0.27404260531009117,0.5091116818353518,0.5040713597312281,-0.30472686429754114,0.8081173197463961,-3.0929516061657,-0.8628000310333893,-0.1358806496190721,0.4869420453276563,-1.5218228861641272,-0.03857681619176434,-0.9426971874544271,-0.33141189178727415,1.967642847928298,0.0,0.0,0.0,1.0
ap03_single,multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,evaluation_anchor_marker_14,cam_edge_5_optical_frame,cam_edge_5,available,method_primary_result,2.06995675272306,-6.725231952093644,2.9197014208777894,-2.027693703936859,0.03529280733399409,0.9788843592605403,-0.7534784786159606,-0.3907886260785645,0.26169372583725314,0.4594244506419112,0.557601287170089,0.34844464641776673,-0.7534368805208951,2.06995675272306,0.8293586313346265,-0.27242684776001225,0.48779900907063994,-6.725231952093644,-0.035285481107888046,-0.896866735363923,-0.4408911360195895,2.9197014208777894,0.0,0.0,0.0,1.0
