point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
7927,0.21947180658733134,0.6937300678719114,0.4789018316729001,143,143,143,1.0089756544104602
7909,1.2411944788187428,0.7605446808573795,0.8786062087685983,9,9,9,0.6232922095015225
7876,0.6000257343959589,0.7466213486213757,1.7140915009360935,142,142,142,0.9097392600959515
7874,-1.7121798078747568,0.6185207650721132,1.6916834565386298,6,19,42,1.083401816687356
7848,1.2623322895069993,0.77696333975724,0.8900156707328691,124,124,124,0.6283621107942164
7845,1.2618655139127586,0.7722048610308905,0.8888585358321229,124,124,124,0.43802612930319473
7838,0.19143320431301025,0.7090499694845578,0.2680453098382751,143,143,143,0.2541126717194775
7828,0.8222545496713908,-1.5309676051718224,0.6602101705374772,8,8,8,0.055274581302207984
7816,0.9860016526519453,-1.1928329196811711,1.0322460037991332,8,8,8,0.08616790292355103
7813,1.363482949998869,0.7688808548007959,0.9078635220305066,31,84,41,0.30551037483541116
7812,1.2536342148214095,0.7790764291485379,0.8952633681380388,32,84,42,0.41030421746624746
7810,1.1570205982340165,0.7749365021818173,0.8683009046860024,9,9,9,0.9190175716500735
7809,1.1450288152412333,0.7613878010185715,0.8940685752353874,10,24,43,0.474256551014036
7806,-0.9810700568452431,-1.3225673655283576,0.636513537031083,69,73,85,0.5254860417850877
7805,-0.9695063733405163,-0.9104842529533932,1.027993523065997,116,122,140,0.699462014488031
7800,-0.9656101710743226,0.5831678394436697,1.3529854740538898,91,106,96,0.11224568658951557
7798,-0.6020465292732653,0.5929094818184293,1.5202306664280343,76,82,93,0.0739794919243753
7793,1.3672351214131069,-0.666929307720614,1.6106310953139926,0,0,0,0.04788436265204238
7787,0.6624828886147797,0.737661094173913,1.594184388978628,142,142,142,1.3802948106399087
7779,-1.5961876497591878,0.5857809634556754,1.3285994625300106,0,1,2,0.2446329589292115
7777,-0.7695537770014389,0.5796090686764379,1.5233482163362477,79,85,96,0.12882694673362313
7759,-1.0557657920284615,0.5849672354916384,1.3659015249608597,123,123,123,0.9947535041093701
7748,-1.412715817956268,-0.8390724040653914,0.4908509306826929,105,110,127,0.2878596679011466
7745,0.7906189594958178,0.7104010488365122,1.4609683425553026,142,142,142,0.8978951558258209
7740,-1.1091947979523402,-1.3176498478571612,0.9251633451972793,231,231,231,1.602915000387299
7729,-0.4405289654701512,0.580526119094747,1.6916916780195246,2,7,30,0.4750563193470658
7727,1.2437019368053102,0.7712295404786365,0.9094144019051502,27,83,39,0.37808402243786426
7710,1.247566205278078,0.7629938094444317,0.8950075341296564,7,23,43,0.2934123814478357
7696,0.6652593962757949,0.7100220296050397,1.5980136185649614,0,0,0,2.3156681706995186
7692,1.2516921189500296,0.7799953459713125,0.8651493297143832,9,9,9,0.9775510389747283
7672,-0.5109692396567604,0.5882032060156825,1.2737119020150107,104,105,107,0.044496840671534255
7670,0.7486767195990567,0.7055215612694963,1.5945173520552336,142,142,142,0.04469645873212506
7662,0.1832443649499731,-1.4126582446678637,0.7896100141294851,8,8,8,0.09606036189780792
7660,-2.2184872563333005,-2.8924515741918606,-0.014035388827638773,8,8,8,0.6766544171991387
7657,-1.586530768379947,0.5899731648631414,1.2598960396273613,10,11,13,1.4117586985712034
7656,-0.9792453103538019,0.5858730651195052,0.9600126652862181,123,123,123,0.604272464339767
7650,-1.7421410668556123,0.5942161681335811,1.1110953877974326,69,76,72,0.33589149098360094
7648,-1.7135454655866358,0.5962786394199595,1.1387520828292137,18,20,21,0.23393816375228346
7647,-1.7240660538079533,0.5949761249087986,1.119179490958933,14,46,23,0.15482312950254531
7646,-1.7080874613906665,0.5948139259310339,1.1773105718938286,90,90,91,0.1110015087275248
7628,-2.3874258738767553,0.6840734657640388,1.1583226054477085,231,231,231,0.9262885992017752
7621,-0.7351418039274025,0.5792037360464386,1.613404470714998,56,62,79,0.16062985127581325
7614,0.6012902774713978,0.7439538453330528,1.4699244929578574,142,142,142,0.6743701898391169
7596,-0.42657556010650444,0.5874740157523104,1.553801240044155,111,113,115,0.3404125378616803
7570,0.7163763827427149,0.7063847201844016,1.5639978767188505,142,142,142,0.558501107623281
7533,-0.9643514277645133,-0.861098307563251,0.9761740076498693,78,83,95,0.6644088073564515
7518,0.18324436494997065,-1.4126582446678655,0.7896100141294835,8,8,8,0.09606036189782344
7494,-4.36218269407132,0.6112062369658837,1.1808168540844686,231,231,231,1.0056192916360034
7493,-0.7928798232926031,0.5877374144421925,1.0867440173466933,101,102,104,0.3420575732789714
7489,-3.3378155457925565,0.7462745253317675,1.8990210940027328,231,231,231,0.7871422849141188
7459,0.15309651942502311,0.6973534892289217,0.42554951749522507,143,143,143,0.4170192575845545
7443,0.7526907702809452,0.7528376226694886,0.8527921826908789,29,30,30,0.113839496001543
7440,-2.1166363007382163,-1.105400985091789,1.2334500638854595,219,219,219,0.2775643680388943
7439,-2.841689983917972,0.09892264651438498,1.1111552805114844,71,75,87,1.8346973457167888
7422,-0.5512242725949843,0.5839737599073427,1.162370840962624,85,87,92,0.11385020553336656
7401,-1.0975528697158698,-0.8057220614869023,0.4899727379486629,60,64,74,0.23036365623336455
7400,-0.2984023008314749,0.6910882391127833,0.8906431677696814,5,5,5,0.047048863402124996
7395,-0.38984080585140735,0.33629041229568546,1.2507329827895457,101,102,105,0.546563889599395
7389,-1.2120448390642116,0.5990396202689146,1.6905114240234582,7,20,43,0.599574555611986
7380,-1.6319060967724823,0.594448794732908,1.1189368857155968,11,18,35,0.12191237398716966
7377,-0.821781304759011,0.5770212582668535,1.6139933138364855,58,64,79,0.08868779867621335
7376,-0.921367162489255,0.5853934783719794,1.6125281056878111,61,66,79,0.10898976557199225
7373,0.0784846088922233,0.7484883429477553,0.9169653002451749,6,7,9,1.5079011638601396
7365,0.198021523143042,0.6868522699644255,0.5431371129916671,143,143,143,0.2510711272606932
7362,-1.3087711077710904,0.6043542988294304,0.5089057681247546,6,19,42,1.5504768596871599
7354,-0.4258500550596971,0.5657501457806176,1.5880494316360563,19,35,63,0.17239900665960628
7351,0.29902287254012894,0.7435918422074996,0.929576648426351,9,11,14,0.6087685028944109
7350,0.3453193903613514,0.7235576879437722,0.970990794366214,57,57,57,1.0815532533702266
7345,-0.4429566839159833,0.5817278342238004,1.6390414061510805,5,21,51,0.1682932341132102
7336,-0.5470042203870094,0.5856037014807915,1.6573382007746364,95,97,103,0.24205522332707846
7329,-2.9123329506062867,0.542618074601797,1.0406277977303908,69,73,84,0.5126163731350811
7326,0.4985246477588986,0.76273587110558,0.8479948673765462,29,30,30,0.33582540305966213
7322,-0.4893129285093645,-1.1100183206993006,0.9934639593853963,231,231,231,2.225903952233308
7320,-0.5459956000628088,0.5818432169322245,1.1259535287283335,57,78,71,0.06834487269808825
7315,-0.7956267565246131,0.5993899481465341,1.4200754529639685,90,92,97,0.019609446148749005
7314,-0.7956267565246131,0.5993899481465341,1.4200754529639685,90,92,97,0.019609446148749005
7313,-5.331319940243116,-0.818739527426107,1.0186149964793334,111,111,111,0.6463533263271827
7310,-3.1932561302703317,0.09611638037576942,1.3254283207078574,105,110,126,0.824682569521178
7282,-1.036075789437267,0.6032855220283468,1.0766282166383192,103,104,106,0.0925538446968583
7280,-0.8186569467308153,0.5880095508004226,1.5216212284999262,76,82,94,0.09338929121012027
7278,-5.9025659805288875,-0.6065535813396572,1.1244790674233691,0,0,0,1.8754471154122854
7276,-3.2163671004568184,-0.10375263648639893,1.2812476908884762,231,231,231,0.7757367435833411
7275,-4.740457929527224,0.6659000435737819,1.3774864767542483,231,231,231,1.4275561302624844
7272,-1.711217889372803,0.5672564014811619,0.3582637863090321,106,106,106,1.1242342776439607
7271,-1.711217889372803,0.5672564014811619,0.3582637863090321,106,106,106,1.1242342776439607
7259,0.1982985595580733,0.6931973005764109,0.3058598261097849,143,143,143,0.2647777809898918
7248,-1.9561757603085308,-1.5247078625718833,1.0256757464859692,107,107,107,1.7526559788586746
7247,-3.0997192538734697,0.8054012994907966,1.0196927696416793,2,2,2,1.1717953608929166
7246,-1.697349588419895,0.6001139299877494,1.6083755517653215,68,70,76,0.8620030433664908
7245,-1.6621598770410801,0.5868982231414774,1.613099755867032,68,70,76,0.21851418169677966
7242,-0.43058999753695204,0.573554319331943,1.1923126281039367,124,124,124,0.3367395051260483
7237,0.06462530541122646,0.6978098421133205,0.44755851787984,143,143,143,1.033347717930375
7234,-1.581211975161461,0.594471665051133,1.2880893666370425,68,72,69,0.4733066491484701
