image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0045.png,0,0,539.0,340.0,2918.0
moving_frame_0045.png,0,1,591.0,321.0,2918.0
moving_frame_0045.png,0,2,604.0,373.0,2918.0
moving_frame_0045.png,0,3,554.0,392.0,2918.0
moving_frame_0046.png,0,0,487.0,339.0,2962.0
moving_frame_0046.png,0,1,539.0,318.0,2962.0
moving_frame_0046.png,0,2,555.0,369.0,2962.0
moving_frame_0046.png,0,3,507.0,391.0,2962.0
moving_frame_0047.png,0,0,433.0,342.0,3041.0
moving_frame_0047.png,0,1,485.0,319.0,3041.0
moving_frame_0047.png,0,2,505.0,368.0,3041.0
moving_frame_0047.png,0,3,456.0,393.0,3041.0
moving_frame_0048.png,0,0,375.0,350.0,3239.5
moving_frame_0048.png,0,1,428.0,323.0,3239.5
moving_frame_0048.png,0,2,452.0,372.0,3239.5
moving_frame_0048.png,0,3,403.0,400.0,3239.5
moving_frame_0049.png,0,0,312.0,362.0,3558.0
moving_frame_0049.png,0,1,368.0,332.0,3558.0
moving_frame_0049.png,0,2,396.0,380.0,3558.0
moving_frame_0049.png,0,3,346.0,412.0,3558.0
moving_frame_0050.png,0,0,243.0,380.0,4029.5
moving_frame_0050.png,0,1,302.0,345.0,4029.5
moving_frame_0050.png,0,2,336.0,393.0,4029.5
moving_frame_0050.png,0,3,283.0,429.0,4029.5
moving_frame_0051.png,0,0,165.0,404.0,4766.0
moving_frame_0051.png,0,1,229.0,364.0,4766.0
moving_frame_0051.png,0,2,271.0,411.0,4766.0
moving_frame_0051.png,0,3,215.0,453.0,4766.0
moving_frame_0052.png,3,0,1155.0,536.0,2933.0
moving_frame_0052.png,3,1,1230.0,554.0,2933.0
moving_frame_0052.png,3,2,1189.0,585.0,2933.0
moving_frame_0052.png,3,3,1120.0,568.0,2933.0
moving_frame_0052.png,0,0,76.0,437.0,5795.0
moving_frame_0052.png,0,1,148.0,390.0,5795.0
moving_frame_0052.png,0,2,198.0,437.0,5795.0
moving_frame_0052.png,0,3,137.0,485.0,5795.0
moving_frame_0053.png,3,0,1072.0,492.0,2295.0
moving_frame_0053.png,3,1,1137.0,502.0,2295.0
moving_frame_0053.png,3,2,1105.0,534.0,2295.0
moving_frame_0053.png,3,3,1045.0,524.0,2295.0
moving_frame_0054.png,3,0,1000.0,458.0,1909.5
moving_frame_0054.png,3,1,1057.0,462.0,1909.5
moving_frame_0054.png,3,2,1032.0,495.0,1909.5
moving_frame_0054.png,3,3,978.0,490.0,1909.5
moving_frame_0055.png,3,0,934.0,432.0,1650.0
moving_frame_0055.png,3,1,985.0,432.0,1650.0
moving_frame_0055.png,3,2,966.0,465.0,1650.0
moving_frame_0055.png,3,3,917.0,465.0,1650.0
moving_frame_0056.png,3,0,873.0,413.0,1444.5
moving_frame_0056.png,3,1,921.0,410.0,1444.5
moving_frame_0056.png,3,2,905.0,442.0,1444.5
moving_frame_0056.png,3,3,860.0,445.0,1444.5
moving_frame_0057.png,3,0,816.0,400.0,1316.0
moving_frame_0057.png,3,1,860.0,394.0,1316.0
moving_frame_0057.png,3,2,849.0,426.0,1316.0
moving_frame_0057.png,3,3,807.0,432.0,1316.0
moving_frame_0058.png,3,0,762.0,391.0,1269.0
moving_frame_0058.png,3,1,804.0,382.0,1269.0
moving_frame_0058.png,3,2,795.0,415.0,1269.0
moving_frame_0058.png,3,3,756.0,424.0,1269.0
moving_frame_0059.png,3,0,711.0,387.0,1188.0
moving_frame_0059.png,3,1,750.0,376.0,1188.0
moving_frame_0059.png,3,2,743.0,409.0,1188.0
moving_frame_0059.png,3,3,706.0,420.0,1188.0
moving_frame_0059.png,7,0,1219.0,171.0,2922.5
moving_frame_0059.png,7,1,1273.0,188.0,2922.5
moving_frame_0059.png,7,2,1232.0,231.0,2922.5
moving_frame_0059.png,7,3,1181.0,213.0,2922.5
moving_frame_0060.png,3,0,658.0,389.0,1209.5
moving_frame_0060.png,3,1,698.0,374.0,1209.5
moving_frame_0060.png,3,2,695.0,406.0,1209.5
moving_frame_0060.png,3,3,658.0,421.0,1209.5
moving_frame_0060.png,7,0,1118.0,154.0,2306.5
moving_frame_0060.png,7,1,1165.0,167.0,2306.5
moving_frame_0060.png,7,2,1132.0,209.0,2306.5
moving_frame_0060.png,7,3,1088.0,194.0,2306.5
moving_frame_0061.png,3,0,639.0,426.0,1284.5
moving_frame_0061.png,3,1,680.0,411.0,1284.5
moving_frame_0061.png,3,2,678.0,443.0,1284.5
moving_frame_0061.png,3,3,639.0,459.0,1284.5
moving_frame_0061.png,7,0,1098.0,191.0,2273.0
moving_frame_0061.png,7,1,1146.0,204.0,2273.0
moving_frame_0061.png,7,2,1115.0,245.0,2273.0
moving_frame_0061.png,7,3,1070.0,230.0,2273.0
moving_frame_0061.png,4,0,844.0,12.0,3127.0
moving_frame_0061.png,4,1,891.0,10.0,3127.0
moving_frame_0061.png,4,2,875.0,78.0,3127.0
moving_frame_0061.png,4,3,831.0,84.0,3127.0
moving_frame_0062.png,3,0,619.0,464.0,1407.0
moving_frame_0062.png,3,1,662.0,448.0,1407.0
moving_frame_0062.png,3,2,661.0,481.0,1407.0
moving_frame_0062.png,3,3,620.0,498.0,1407.0
moving_frame_0062.png,7,0,1080.0,226.0,2191.0
moving_frame_0062.png,7,1,1127.0,239.0,2191.0
moving_frame_0062.png,7,2,1099.0,280.0,2191.0
moving_frame_0062.png,7,3,1055.0,265.0,2191.0
moving_frame_0062.png,4,0,815.0,55.0,3002.5
moving_frame_0062.png,4,1,862.0,52.0,3002.5
moving_frame_0062.png,4,2,849.0,118.0,3002.5
moving_frame_0062.png,4,3,805.0,123.0,3002.5
moving_frame_0063.png,3,0,598.0,503.0,1522.0
moving_frame_0063.png,3,1,642.0,486.0,1522.0
moving_frame_0063.png,3,2,642.0,521.0,1522.0
moving_frame_0063.png,3,3,600.0,538.0,1522.0
moving_frame_0063.png,6,0,1201.0,300.0,3687.5
moving_frame_0063.png,6,1,1269.0,319.0,3687.5
moving_frame_0063.png,6,2,1232.0,366.0,3687.5
moving_frame_0063.png,6,3,1169.0,344.0,3687.5
moving_frame_0063.png,7,0,1064.0,260.0,2206.5
moving_frame_0063.png,7,1,1112.0,274.0,2206.5
moving_frame_0063.png,7,2,1085.0,314.0,2206.5
moving_frame_0063.png,7,3,1040.0,299.0,2206.5
moving_frame_0063.png,4,0,788.0,94.0,2954.0
moving_frame_0063.png,4,1,835.0,91.0,2954.0
moving_frame_0063.png,4,2,825.0,155.0,2954.0
moving_frame_0063.png,4,3,780.0,160.0,2954.0
moving_frame_0064.png,3,0,575.0,544.0,1688.5
moving_frame_0064.png,3,1,622.0,526.0,1688.5
moving_frame_0064.png,3,2,622.0,562.0,1688.5
moving_frame_0064.png,3,3,578.0,581.0,1688.5
moving_frame_0064.png,6,0,1188.0,334.0,3803.5
moving_frame_0064.png,6,1,1257.0,354.0,3803.5
moving_frame_0064.png,6,2,1223.0,402.0,3803.5
moving_frame_0064.png,6,3,1158.0,379.0,3803.5
moving_frame_0064.png,7,0,1049.0,294.0,2178.0
moving_frame_0064.png,7,1,1097.0,308.0,2178.0
moving_frame_0064.png,7,2,1073.0,348.0,2178.0
moving_frame_0064.png,7,3,1027.0,332.0,2178.0
moving_frame_0064.png,4,0,762.0,131.0,2956.5
moving_frame_0064.png,4,1,810.0,129.0,2956.5
moving_frame_0064.png,4,2,801.0,191.0,2956.5
moving_frame_0064.png,4,3,755.0,196.0,2956.5
moving_frame_0065.png,3,0,550.0,587.0,1925.5
moving_frame_0065.png,3,1,600.0,568.0,1925.5
moving_frame_0065.png,3,2,601.0,606.0,1925.5
moving_frame_0065.png,3,3,553.0,626.0,1925.5
moving_frame_0065.png,6,0,1177.0,369.0,3849.0
moving_frame_0065.png,6,1,1247.0,390.0,3849.0
moving_frame_0065.png,6,2,1216.0,438.0,3849.0
moving_frame_0065.png,6,3,1149.0,414.0,3849.0
moving_frame_0065.png,7,0,1036.0,327.0,2209.5
moving_frame_0065.png,7,1,1084.0,342.0,2209.5
moving_frame_0065.png,7,2,1062.0,382.0,2209.5
moving_frame_0065.png,7,3,1015.0,366.0,2209.5
moving_frame_0065.png,4,0,736.0,167.0,3000.0
moving_frame_0065.png,4,1,785.0,164.0,3000.0
moving_frame_0065.png,4,2,778.0,226.0,3000.0
moving_frame_0065.png,4,3,731.0,231.0,3000.0
moving_frame_0066.png,3,0,522.0,634.0,2229.5
moving_frame_0066.png,3,1,575.0,612.0,2229.5
moving_frame_0066.png,3,2,578.0,653.0,2229.5
moving_frame_0066.png,3,3,526.0,675.0,2229.5
moving_frame_0066.png,6,0,1167.0,404.0,4078.0
moving_frame_0066.png,6,1,1240.0,425.0,4078.0
moving_frame_0066.png,6,2,1211.0,476.0,4078.0
moving_frame_0066.png,6,3,1142.0,450.0,4078.0
moving_frame_0066.png,7,0,1024.0,361.0,2254.0
moving_frame_0066.png,7,1,1073.0,375.0,2254.0
moving_frame_0066.png,7,2,1052.0,417.0,2254.0
moving_frame_0066.png,7,3,1005.0,400.0,2254.0
moving_frame_0066.png,4,0,710.0,201.0,3061.0
