marker_id,tx_m,ty_m,tz_m,baseline_m,relative_rotation_deg
0,-0.011455290238837547,-6.176826716188675,7.7970948693113815,9.947261326945146,179.9999947369858
1,-0.013398337959119808,-6.437135973335085,7.6412928515285605,9.991308998198694,179.99960464103248
2,-0.02153858187051327,-6.246595192009582,7.7700116491629565,9.969628700782906,179.28773264588543
5,0.03484909805702663,-6.224720588671037,7.58053439622409,9.808815555356162,179.02246569229408
