reference_frame,transform_convention,entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_0,ap03_colmap_marker_size_scale_only,1.3325279407329673,-0.2310401985197973,-0.19491905912564428,82.31116371549886,-67.91665182315032,-106.60759710522682,-0.024886194459127296,-1.5541781394532546,-0.6339984422866132
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_1,ap03_colmap_marker_size_scale_only,-0.3169903412336081,1.3758821195420101,-4.742437359084466,4.570317169527711,16.41662298625378,6.340639204006431,0.06328709751543832,0.2904313808499695,0.09842185183992234
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_3,ap03_colmap_marker_size_scale_only,1.6319400683560497,1.092310394787168,-3.78482278328685,3.5985223943913462,-35.23212040826919,-12.66668788543364,-0.007379493501759863,-0.6186741100014046,-0.19468225442774198
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,cam_edge_5,ap03_colmap_marker_size_scale_only,-1.398381155921782,-1.9568155419252828,4.509252290956899,136.01897932080215,27.106125042116002,163.8705102877657,0.10686750486687067,2.4431056403632962,0.8908721985238299
