approach,reference_frame,camera_count,marker_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_mean_translation_error_cm,marker_median_translation_error_cm,marker_mean_rotation_error_deg,marker_median_rotation_error_deg,camera_eval_file,marker_eval_file
AP02_ref_marker_graph_ba,aruco_marker_14,4,15,18.203426257845962,13.409810202347153,2.9162060780086536,2.6730840559687454,13.878876764223277,8.259422943286406,3.1767470702370137,2.752424239644386,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_static_cameras_ref_aruco_vs_gt.csv,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_markers_ref_aruco_vs_gt.csv
