approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,ref14_corner_observation_count,ref14_unique_anchor_images,min_area_px2,estimated_colmap_to_metric_scale,corner_fit_mean_error_cm,corner_fit_median_error_cm,corner_triangulation_mean_reproj_px,corner_triangulation_median_reproj_px,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg
AP03_targetless_colmap_repo_like_aruco_scale,aruco_marker_14,colmap_then_triangulated_ref14_corner_sim3,107,3,104,8649,8,2,100.0,0.5024182755906444,0.25763865843793143,0.2608475814002312,0.49405763133207437,0.4707024643408677,10.387010169314543,11.122836630087741,0.8196980350542068,0.8189715200752803
