approach,reference_frame,final_variant,camera_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_count_including_ref,marker_count_excluding_ref,marker_mean_translation_error_cm_excluding_ref,marker_median_translation_error_cm_excluding_ref,marker_mean_rotation_error_deg_excluding_ref,marker_median_rotation_error_deg_excluding_ref,worst_camera_by_translation,worst_camera_translation_error_cm,worst_marker_by_translation,worst_marker_translation_error_cm
AP02_ref_marker_graph_ba,aruco_marker_14,graph_ba_with_moving_sparse,4,22.704,20.919,3.635,3.188,15,14,17.550,13.985,4.774,3.729,cam_edge_5,36.262,marker_013,34.647
