point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
1604,5.404202409195059,-2.3214525114865587,-0.2585036392065556,68,68,200,0.33592365127587737
1591,3.4990623050748546,-1.655353207713651,1.1216859091528955,228,228,228,1.241154797458255
22137,0.2519047301485061,-0.22978919304067014,0.9429895816661428,2,2,2,2.7502781661285
1579,3.8446045396112054,-0.48993915035724817,0.8013741315520003,93,98,113,0.9209511640058295
1564,3.326911664416974,-0.06897580216184351,1.0024481983473912,0,0,0,1.4665969146755695
42656,0.2519028400860411,-0.22978907725182218,0.9429899534786075,0,0,0,2.1649332256024274
1551,3.6371665986306785,-1.4195682841543444,0.9627923442113295,71,75,86,1.3329070629454436
1513,7.307446480020918,-0.8281146348693034,-0.19619440421538648,67,71,82,0.8956600712178764
1450,2.7565337996603834,-1.3742289071814964,1.3482124574132066,166,166,166,0.6583107558243306
21975,0.2519054061746466,-0.22978959469741161,0.9429895559024716,178,178,178,2.100249426190472
1361,2.957956492781918,-0.02075705844070841,1.0783372918337335,236,236,236,0.7195212510968452
1356,3.6620919777910905,-0.3624836892268029,0.8889899760965351,0,0,0,0.5067185060108663
1320,3.335482250117233,-0.09557602053582129,0.9507146885314345,119,126,144,1.7544045860950213
1306,7.005496967741084,-0.8536789607128566,0.05400902226937099,0,0,0,0.678539325766467
21851,9.430241549229365,-1.8978675692181919,-0.5405002855586525,0,0,0,0.4264253725484698
42397,0.25190274618257846,-0.22978903683239696,0.9429899324274572,0,0,0,1.4393746294092389
21847,0.2519046599862742,-0.22978922240922695,0.9429897096636055,228,228,228,0.6739371651199446
1285,4.224627597217722,-1.4841134829103384,0.6513261036584403,231,231,231,1.6889900447306547
1264,3.5002492635256295,-1.6971065994928445,1.1941355711152253,107,112,129,0.4184943584830224
21798,0.25190504689790605,-0.2297895684693489,0.9429892312956996,6,6,6,1.93697759732208
11514,6.647709056845755,-1.468191125408656,-0.05426176693485785,0,0,0,1.026885373500712
1170,3.6799432745021003,-0.3623698361213332,0.7800712532733881,228,228,228,0.33848748751936086
21716,0.2519046803446921,-0.2297893517333165,0.9429895066373309,53,53,160,0.06544861668043092
1169,3.6799432745021003,-0.3623698361213332,0.7800712532733881,228,228,228,0.33848748751936086
21715,0.2519047017905376,-0.22978935841025439,0.9429894876388519,53,53,160,1.9439809688601348
1149,3.3754378016843987,-1.7605475995674011,1.2657830508675048,8,8,8,0.32225617978522414
21665,0.2519048029386988,-0.2297891897227387,0.9429897133334804,0,0,0,0.11128680850247676
42211,0.25190356001890973,-0.2297888775689783,0.9429898282809764,59,62,72,0.32171105062947963
1073,2.8476650015453595,-0.588815252588526,0.9887339813330425,0,0,0,0.9594282691787436
21619,0.2519047329945191,-0.22978939680591548,0.9429894863754221,117,117,117,2.2011544247278096
21603,0.2519048619247936,-0.2297893401087948,0.9429895770089924,108,106,106,1.662193077830426
21456,0.2519046650664394,-0.2297892170353694,0.9429897164548834,228,228,228,1.102894693935351
11171,0.25190331035834446,-0.22978897361310724,0.9429897806165706,0,0,0,0.5985436661565322
21444,0.2519047875216745,-0.22978925375260464,0.9429895648005246,231,231,231,1.2690980404792944
31717,0.25190358720023986,-0.22978894104722897,0.9429899423955005,0,0,0,1.0264865371603311
11169,0.25190351494946006,-0.2297889975551843,0.9429896946084338,0,0,0,1.3790383689496524
31715,0.25190352210852524,-0.22978894106398334,0.9429899363608326,0,0,0,0.8512761787212565
11166,0.2519032117304993,-0.22978897364005263,0.9429899187882496,122,122,122,2.508140725675755
11165,0.25190317467576206,-0.22978898527624964,0.942989889518271,11,13,16,0.4126116801190065
11154,0.251903190126375,-0.22978896618894068,0.9429898938034769,10,21,35,0.2032269468651009
11152,0.2519032243552911,-0.22978898550603405,0.9429898818459015,9,11,14,1.4884471414384723
11149,0.2519032469788226,-0.22978898644255646,0.9429898784882649,9,11,14,1.4944299166444126
21413,0.25190488597188554,-0.22978929109704543,0.9429895420987114,0,0,0,1.035216320394465
11124,0.2519033299198279,-0.22978898974907264,0.9429898656043931,9,11,14,0.9026168707005423
11110,0.2519033204131139,-0.2297889725588652,0.9429897784597844,0,0,0,0.4102101791500329
837,3.6905536005087773,-0.22998088753063695,0.798746514695862,228,228,228,1.120773774026889
21383,0.251905237823668,-0.22978956229270742,0.9429895387775622,0,0,0,1.5815560123343053
21353,0.25190512924541963,-0.22978948917060216,0.9429895546970507,188,188,188,1.001615914162113
10966,0.25190355020430644,-0.22978899045616202,0.9429898051201165,68,85,76,1.4538478003873163
10965,0.25190355020430644,-0.22978899045616202,0.9429898051201165,68,85,76,1.453847800387316
10958,2.8170536759141074,-0.5572293800098754,0.9711468936555246,0,0,0,0.276566378805716
664,4.169561305475057,-0.5805219971829286,0.847639455862995,106,111,127,0.6185701997827645
657,4.67361689640826,-1.1478334642392842,-0.6856109665840437,117,117,117,0.708169746953124
656,4.843008969524954,-1.5785877221471873,-0.7066717732860983,117,117,117,0.35249708391944623
643,3.4820262519375222,-1.490521496751761,0.7145356244887914,231,231,231,1.6566325128083557
642,3.476170136782674,-1.485196874069129,0.7135485629479088,231,231,231,1.52257279516506
612,3.654625776181524,-0.35656226773803384,0.8508143032187666,0,0,0,1.3513794654768496
41704,0.25190446310531,-0.2297890175871176,0.9429896456137628,0,0,0,1.239343016865337
10880,0.2519035084297828,-0.2297889867377061,0.9429897712828179,58,61,67,0.49698903527499555
601,3.5448386271924273,-1.4069801682602436,1.100270829828451,108,113,130,0.47962324160386666
10873,0.2519036024383272,-0.22978899041773584,0.942989819359892,121,121,121,0.6358172172707678
21146,0.25190467388805804,-0.2297891579063338,0.9429896415299489,0,0,0,1.837481070731581
31419,0.25190274617857106,-0.22978903683392582,0.9429899324267651,141,141,141,0.04039358884590316
10869,0.2519035172036703,-0.2297890003068092,0.9429898253269577,43,70,59,1.2158514194718189
31415,0.25190274617872216,-0.229789036833926,0.9429899324263934,57,57,57,0.5733255719105516
10868,0.25190357594920637,-0.22978899381002976,0.9429898167985958,123,123,123,0.5000410152457391
595,3.8795418395948205,-1.4395280700383026,0.6835200164780634,98,103,118,0.8448379529900687
31414,0.25190274617872216,-0.229789036833926,0.9429899324263934,57,57,57,0.5733255719105516
21131,3.257288161681056,-0.7377851660009052,-0.05042539096977028,0,0,0,1.2162088110040394
10855,0.25190363018667283,-0.22978899674588849,0.9429897468840489,13,31,61,0.5121527097573513
582,3.7027951551280527,-0.24039043727854711,0.7488669350866369,228,228,228,0.8562706661854457
10854,0.2519036378872255,-0.2297889957610682,0.942989745246352,13,31,61,0.9517066671820466
10835,0.2519035653712918,-0.22978899379028966,0.9429897075922795,57,57,57,0.8292831665487259
551,3.7814094879168603,0.21355634643627186,0.5414876236409608,14,15,15,1.4704189152091078
21092,0.2519047416669026,-0.22978919225219696,0.942989579322216,1,1,1,1.0796092444615604
21087,0.2519046742464481,-0.22978927784880826,0.9429894955780235,231,231,231,1.6736566156488557
41633,0.2519027461799019,-0.2297890368337152,0.9429899324272392,0,0,0,0.12930065136706817
10809,0.25190369685244374,-0.22978900256936172,0.9429897493616142,52,63,82,1.177077340459429
10797,0.2519035653712918,-0.22978899379028966,0.9429897075922795,57,57,57,0.8292831665487259
41609,0.2519027461786004,-0.2297890368339626,0.9429899324268014,141,141,141,0.2030240251286142
10781,0.25190341490757656,-0.22978898124644503,0.9429897915060427,5,20,49,0.9540139263415618
508,3.547276423056843,-1.418112467660227,0.9554194952308974,59,62,72,1.0205235316841699
41597,0.25190274618168956,-0.22978903683305618,0.9429899324252167,0,0,0,1.4948266447671905
489,3.600010773145267,-0.46613217158254566,0.9771488280269832,108,114,131,0.2608865534471344
10752,0.25190364493473977,-0.22978899165941796,0.942989805784685,124,124,124,1.1652166099884989
31298,0.25190274618136765,-0.22978903683330643,0.9429899324262165,59,62,72,1.434431705848193
478,4.4537134216831165,-1.8094419448181087,-0.5172238563651959,6,6,6,0.44332390968228735
460,4.638626026404457,-1.2881454834708277,-0.6800470600131117,117,117,117,1.189118848047492
21006,0.25190481731587927,-0.22978928353983788,0.9429895745449381,231,231,231,1.4667365490424777
459,4.565082679939988,-1.239818549345476,-0.6492871182699267,182,182,182,0.9976977287003085
457,3.6861131201680752,-0.2694825163154721,0.8194342062615545,228,228,228,0.3832694962561866
455,3.833683238903933,-0.5228982458400724,0.6615221145690484,90,95,109,0.6581582617993765
20930,0.2519046748770124,-0.22978925648076132,0.9429897257492381,0,0,0,0.4967215996674646
31203,0.25190274618312175,-0.22978903683268795,0.9429899324268569,59,62,72,1.261504007384124
349,2.6451207262275394,-1.4313694971838837,1.253610919668487,166,166,166,0.5832399670117845
20895,0.2519046469748737,-0.22978914841424505,0.9429896319335013,26,80,39,0.026819477018471254
327,7.004006892460872,-1.0927512982062597,-0.17376129728195777,78,82,95,0.8057593094620631
41419,0.25190274618071745,-0.2297890368334359,0.9429899324265824,124,124,124,0.9753043089672572
10599,0.25190340950699847,-0.22978898350114174,0.9429897870617168,77,80,86,1.2557247165508265
31145,0.25190274618072345,-0.22978903683349478,0.9429899324257778,134,134,134,1.9552297851837441
10586,0.2519036161823874,-0.2297889914584444,0.9429898118472855,72,76,82,0.3392583567011971
