marker_id,entity_id,corner_idx,x_colmap,y_colmap,z_colmap,target_x_ref14_m,target_y_ref14_m,target_z_ref14_m,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,used_for_sim3,registered_x_ref14_m,registered_y_ref14_m,registered_z_ref14_m,corner_fit_error_cm
0,marker_000,0,0.3815002604487091,1.1053399456985558,-1.4052884356464312,-2.5831005588238014,-0.10500000028212902,0.8582901844687094,18,7,1.7726130589002014,1.5900239254629822,2.9837747339689633,yes,0.25190481052455477,-0.22978921927943835,0.9429897124256986,283.9014230934411
0,marker_000,1,0.38150028143460574,1.1053401436644172,-1.4052890151103163,-2.583100559368669,0.06499999971787099,0.858290184503577,18,8,1.502777879300796,1.2582732999980162,4.014669242761161,yes,0.25190465636922427,-0.229789223823434,0.9429897025211464,285.1548573657751
0,marker_000,2,0.38150041144463936,1.1053399947073321,-1.4052884917345838,-2.5168994411761982,0.0649999999621676,0.7017098155230865,18,7,2.2931670994419084,2.042713895597632,4.045584996876782,yes,0.25190479068368227,-0.22978918173326424,0.9429897125789151,279.4887032553036
0,marker_000,3,0.3815003193471984,1.1053400151377553,-1.4052883377302605,-2.5168994406313305,-0.10500000003783241,0.701709815488219,18,7,0.9711923674132523,0.7392415582393566,2.6031433929108285,yes,0.25190482570642386,-0.2297891998209039,0.9429897354095353,278.2097304090906
1,marker_001,0,0.38150117902655084,1.1053413327073716,-1.405292287872278,-2.1649999997275664,-0.940000000524711,1.229999999534769,38,9,1267.4926707983127,948.9333681929537,3456.7625153149825,yes,0.2519037682787878,-0.22978905343286105,0.9429896327588251,253.53891937549307
1,marker_001,1,0.3815013053326849,1.1053412076859004,-1.4052921237023728,-2.1650000002724337,-1.110000000524711,1.2299999994999014,38,10,1338.5521635894506,1032.332328191916,3952.606826852034,yes,0.2519038168822758,-0.229789021343348,0.9429896145423525,258.81596531748
1,marker_001,2,0.38150143935966185,1.105341468017171,-1.405292819289383,-2.3350000002724336,-1.1099999999798433,1.230000000044769,38,7,1787.885698735551,1299.4384197848678,4412.342570166082,yes,0.25190362815380973,-0.22978899901771174,0.9429896036698739,274.75838033819633
1,marker_001,3,0.38150130345636074,1.1053416305355201,-1.4052931634594534,-2.3349999997275663,-0.9399999999798434,1.2300000000796367,38,6,8504.642119925928,2178.306015229994,37525.21111575364,yes,0.25190353422019274,-0.22978903726424732,0.9429896138995287,269.7933369690229
2,marker_002,0,0.38150176707022754,1.105342690267481,-1.4052924634311799,-1.066899440631331,-0.9400000002657207,0.7782901842974482,9,6,2.50686866973817,2.50748822968655,3.5067678248974286,yes,0.2519035873099509,-0.22978887031765977,0.9429899064807293,150.69065246711375
2,marker_002,1,0.381501777729377,1.1053427423711228,-1.4052925172793211,-1.0668994411761985,-1.1100000002657207,0.7782901842625807,9,6,1.2913958973832191,1.3080933738896494,2.307244295331264,yes,0.25190356958336135,-0.22978886754048283,0.9429899129967422,159.409504735666
2,marker_002,2,0.3815017398027591,1.1053427856172147,-1.4052925337685827,-1.1331005593686692,-1.110000000021424,0.6217098152820902,9,6,2.5801546906498567,2.697910881073434,4.058452194328773,yes,0.2519035620528824,-0.2297888761053583,0.9429899228821088,167.21928556717813
2,marker_002,3,0.38150172639903407,1.1053427467203,-1.4052924860874447,-1.1331005588238017,-0.9400000000214241,0.6217098153169578,9,6,2.831876602638092,3.055300206909253,3.9368188300480984,yes,0.25190357709761935,-0.22978887932964193,0.9429899189356276,158.92945596883362
3,marker_003,0,0.38150134994831875,1.1053427798399609,-1.405292949561968,0.015,0.7099999999005248,0.4850000001456235,6,6,130.14203427052294,63.10240959330945,350.48538708162346,yes,0.2519034713091325,-0.2297889846609311,0.9429898973703137,107.1952114686683
3,marker_003,1,0.3815013527341883,1.1053429223493727,-1.405293228458145,0.185,0.7099999999005248,0.4850000001456235,6,6,218.17662467795347,89.64266417432222,688.5235769124355,yes,0.2519033926120192,-0.22978898722223906,0.9429899037788906,104.7584915932946
3,marker_003,2,0.3815013043044747,1.1053429560409038,-1.4052932867039425,0.185,0.7099999999353924,0.31500000014562346,6,6,242.646183956885,100.39980621933161,785.172506278838,yes,0.2519033764558072,-0.22978899983410678,0.9429899079224596,113.22767992582479
3,marker_003,3,0.38150129950439143,1.1053428310944615,-1.405293036386266,0.015,0.7099999999353924,0.31500000014562346,6,6,149.54652698632626,76.70008829244607,414.58696015651105,yes,0.2519034468315263,-0.22978899801693423,0.9429899029423394,115.48583990288701
4,marker_004,0,0.3815012664012818,1.1053439378664398,-1.4052955102168876,0.615,0.7099999996544007,1.6850000001456236,12,8,1186.3690249429696,544.790439328969,4891.171502922265,yes,0.2519027648865573,-0.2297890399401016,0.9429899257495628,125.1248173462895
4,marker_004,1,0.38150126464894285,1.1053439132474505,-1.4052954654586094,0.7849999999999999,0.7099999996544007,1.6850000001456236,12,8,707.1656898953752,506.1525155243282,1583.9145882685782,yes,0.2519027777041287,-0.2297890399074244,0.9429899243683951,131.07154686868694
4,marker_004,2,0.381501263142156,1.105343929536296,-1.4052954913461324,0.7849999999999999,0.7099999996892684,1.5150000001456236,12,8,789.3516896487431,450.87254514531924,2607.304975664069,yes,0.2519027701250106,-0.22978904049078672,0.9429899257375867,122.25349163795791
4,marker_004,3,0.38150126581908994,1.105343947251833,-1.405295525027004,0.615,0.7099999996892684,1.5150000001456236,12,8,3556.649377366978,500.38252219251683,23960.493655607777,yes,0.25190276054031285,-0.2297890402021593,0.9429899265373947,115.85502013778206
5,marker_005,0,0.3815017259705964,1.1053451983582812,-1.4052971738827493,1.933100559368669,-1.3950000002657206,0.778290184204126,4,1,238.60986914599815,238.60986914599815,238.60986914599815,yes,0.2519022494811052,-0.22978893241771525,0.942990041465186,205.21380637730257
