camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.1639987140822114
cam_edge_0,cam_edge_3,3.658941371693368
cam_edge_0,cam_edge_5,5.501427058980959
cam_edge_1,cam_edge_3,1.7610503653174643
cam_edge_1,cam_edge_5,10.038548476575501
cam_edge_3,cam_edge_5,8.909727730117579
