initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_bottleneck,pnp_reprojection_rmse_px,area_px2,distance_m
observer,moving_frame_000214,marker,14,14,moving_frame_000214,214,29.007708269728035,29.007708269728035,0.10094221955105817,3102.0,2.5093246269946583
observer,moving_frame_000211,marker,14,14,moving_frame_000211,211,26.88683289052892,26.88683289052892,0.053009194856477815,2423.5,2.7266856616691317
observer,moving_frame_000216,marker,14,14,moving_frame_000216,216,25.434468704256084,25.434468704256084,0.23185149351546608,3615.0,2.426775175579217
observer,moving_frame_000212,marker,14,14,moving_frame_000212,212,24.68107195202762,24.68107195202762,0.13375547624851766,2664.0,2.6468455085921563
observer,moving_frame_000207,marker,14,14,moving_frame_000207,207,20.510771162620546,20.510771162620546,0.08837172117853623,1794.0,3.0391313025966333
observer,moving_frame_000206,marker,14,14,moving_frame_000206,206,20.417421645185232,20.417421645185232,0.06664969021088134,1697.0,3.1447983349822626
observer,moving_frame_000213,marker,14,14,moving_frame_000213,213,19.12542631888255,19.12542631888255,0.329459227379296,2920.0,2.555409537816627
observer,moving_frame_000210,marker,14,14,moving_frame_000210,210,18.02674139050521,18.02674139050521,0.24720822428612382,2230.5,2.8366901895673693
observer,moving_frame_000205,marker,14,14,moving_frame_000205,205,16.149766273944735,16.149766273944735,0.1650443922925006,1581.0,3.29025450006897
marker,3,observer,moving_frame_000214,3,moving_frame_000214,214,24.155827421281884,24.155827421281884,0.15192372697677728,2490.5,2.424084833505853
marker,0,observer,moving_frame_000211,0,moving_frame_000211,211,14.117957503328189,14.117957503328189,0.0796417766974978,1287.0,4.752433859918117
marker,4,observer,moving_frame_000207,4,moving_frame_000207,207,45.25404350485764,20.510771162620546,0.02131400184258696,5780.0,2.1011687515514255
observer,moving_frame_000068,marker,3,3,moving_frame_000068,68,45.89171991466952,24.155827421281884,0.016913047926621055,4787.0,2.1254920246386475
observer,moving_frame_000070,marker,3,3,moving_frame_000070,70,40.325567009398455,24.155827421281884,0.045079200629896996,4085.0,2.1058831903554673
observer,moving_frame_000071,marker,3,3,moving_frame_000071,71,35.27026985722827,24.155827421281884,0.10717081816801934,3894.0,2.083146724204241
observer,moving_frame_000217,marker,3,3,moving_frame_000217,217,34.767312677616985,24.155827421281884,0.08990060319228318,3940.0,2.3099703383099883
observer,moving_frame_000072,marker,3,3,moving_frame_000072,72,33.190203159660676,24.155827421281884,0.12644658401747935,3709.0,2.0911953397449037
observer,moving_frame_000073,marker,3,3,moving_frame_000073,73,32.72260317797039,24.155827421281884,0.1453707602271905,3761.5,2.0411786013828435
observer,moving_frame_000075,marker,3,3,moving_frame_000075,75,31.921710243106915,24.155827421281884,0.17842114828822211,3921.0,1.9953653600407344
observer,moving_frame_000069,marker,3,3,moving_frame_000069,69,27.846083634162955,24.155827421281884,0.2799602757311089,4388.0,2.1083970863298003
observer,moving_frame_000215,marker,3,3,moving_frame_000215,215,24.440968435636147,24.155827421281884,0.18267839949458275,2805.0,2.4001002692328544
observer,moving_frame_000074,marker,3,3,moving_frame_000074,74,23.23975446022965,23.23975446022965,0.3585458201355689,3724.5,2.0244532201983785
observer,moving_frame_000209,marker,3,3,moving_frame_000209,209,22.009527553817264,22.009527553817264,0.04564084432270158,1627.5,2.81040817598794
observer,moving_frame_000076,marker,3,3,moving_frame_000076,76,21.950358190206927,21.950358190206927,0.44187168011156436,4153.5,1.9944563874756018
observer,moving_frame_000077,marker,3,3,moving_frame_000077,77,21.811578856167984,21.811578856167984,0.4829586072627806,4513.5,1.9616572303272621
observer,moving_frame_000078,marker,3,3,moving_frame_000078,78,7.849508515178285,7.849508515178285,0.1338381347562789,4936.0,1.9388578699586025
observer,moving_frame_000053,marker,0,0,moving_frame_000053,53,66.4090928113296,14.117957503328189,0.06669775223894268,9015.0,1.5788654315797626
observer,moving_frame_000058,marker,0,0,moving_frame_000058,58,66.29303799479113,14.117957503328189,0.0658681103106153,9698.0,1.709749404735513
observer,moving_frame_000239,marker,0,0,moving_frame_000239,239,60.461103571336764,14.117957503328189,0.02729144187491064,7875.0,1.934299600628999
observer,moving_frame_000051,marker,0,0,moving_frame_000051,51,59.64826887986874,14.117957503328189,0.15810913621349568,9737.0,1.5213583798715629
observer,moving_frame_000057,marker,0,0,moving_frame_000057,57,59.48800437412981,14.117957503328189,0.1162749222063934,9250.0,1.6834423950065385
observer,moving_frame_000054,marker,0,0,moving_frame_000054,54,58.25680937195696,14.117957503328189,0.12552151418564592,8781.0,1.6122611268496934
observer,moving_frame_000050,marker,0,0,moving_frame_000050,50,54.63340886334671,14.117957503328189,0.23122571506756057,10287.5,1.4998317390029532
observer,moving_frame_000047,marker,0,0,moving_frame_000047,47,53.88865098256423,14.117957503328189,0.3580631086867021,13951.5,1.4123634563653982
observer,moving_frame_000055,marker,0,0,moving_frame_000055,55,52.67431835233768,14.117957503328189,0.18163721096731117,8835.0,1.6333229703997365
observer,moving_frame_000049,marker,0,0,moving_frame_000049,49,50.77488489293363,14.117957503328189,0.3135874329096682,11259.0,1.466783393889127
observer,moving_frame_000059,marker,0,0,moving_frame_000059,59,48.78659998664258,14.117957503328189,0.2557225937742116,10259.5,1.7336054238106218
observer,moving_frame_000060,marker,0,0,moving_frame_000060,60,45.50958795642576,14.117957503328189,0.31914770074603777,11097.0,1.7694002319162423
observer,moving_frame_000048,marker,0,0,moving_frame_000048,48,44.4173534480362,14.117957503328189,0.4447472329360796,12385.0,1.4408645928001327
observer,moving_frame_000237,marker,0,0,moving_frame_000237,237,40.05665329588576,14.117957503328189,0.1498461407439824,6045.0,2.1552023629414494
observer,moving_frame_000236,marker,0,0,moving_frame_000236,236,37.84015088006168,14.117957503328189,0.13946803910720432,5439.0,2.253225965687615
observer,moving_frame_000052,marker,0,0,moving_frame_000052,52,37.402916333863644,14.117957503328189,0.4402465206809006,9318.5,1.5480598212901928
observer,moving_frame_000046,marker,0,0,moving_frame_000046,46,36.778633482707264,14.117957503328189,0.5720227046064532,15889.5,1.389701889589151
observer,moving_frame_000056,marker,0,0,moving_frame_000056,56,31.66648492511979,14.117957503328189,0.5240315104523022,8956.5,1.6556282506415565
observer,moving_frame_000235,marker,0,0,moving_frame_000235,235,24.027091560941695,14.117957503328189,0.37391558880255166,4865.0,2.365049490700161
observer,moving_frame_000230,marker,0,0,moving_frame_000230,230,23.424711369030756,14.117957503328189,0.17863691757768477,3080.0,2.908587005527965
observer,moving_frame_000224,marker,0,0,moving_frame_000224,224,23.14402549217285,14.117957503328189,0.015328313376229481,2025.0,3.557306134733238
observer,moving_frame_000223,marker,0,0,moving_frame_000223,223,22.880298728618175,14.117957503328189,0.0032999602429357668,1936.0,3.649713652145068
observer,moving_frame_000228,marker,0,0,moving_frame_000228,228,20.073202983806055,14.117957503328189,0.2002615288870535,2626.5,3.1408016310415614
observer,moving_frame_000222,marker,0,0,moving_frame_000222,222,19.34123215527074,14.117957503328189,0.0713444589943466,1849.0,3.7519075142825367
observer,moving_frame_000219,marker,0,0,moving_frame_000219,219,18.53888452816331,14.117957503328189,0.0392662224212337,1640.0,4.090434096416439
observer,moving_frame_000220,marker,0,0,moving_frame_000220,220,17.62597250534996,14.117957503328189,0.0854801499095614,1722.0,3.99244945520731
observer,moving_frame_000225,marker,0,0,moving_frame_000225,225,16.935742780358684,14.117957503328189,0.21300271234673596,2139.0,3.4447300899117903
observer,moving_frame_000218,marker,0,0,moving_frame_000218,218,16.126859613457423,14.117957503328189,0.09749441582758529,1599.0,4.23779140955151
observer,moving_frame_000221,marker,0,0,moving_frame_000221,221,15.683310658425002,14.117957503328189,0.15995835424846405,1743.0,3.9142837813900364
observer,moving_frame_000189,marker,0,0,moving_frame_000189,189,8.64570577420826,8.64570577420826,0.00015899751542115473,530.0,7.085961380139364
