approach,reference_frame,final_variant,camera_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_count_including_ref,marker_count_excluding_ref,marker_mean_translation_error_cm_excluding_ref,marker_median_translation_error_cm_excluding_ref,marker_mean_rotation_error_deg_excluding_ref,marker_median_rotation_error_deg_excluding_ref,worst_camera_by_translation,worst_camera_translation_error_cm,worst_marker_by_translation,worst_marker_translation_error_cm
AP02_ref_marker_graph_ba,aruco_marker_14,graph_ba_with_moving_sparse,4,22.676,18.330,3.479,3.282,15,14,17.484,10.816,4.748,3.952,cam_edge_5,42.684,marker_013,38.868
