approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,corner_observation_count,unique_anchor_images,detected_marker_ids,used_marker_ids,estimated_colmap_to_metric_scale,corner_fit_mean_error_cm,corner_fit_median_error_cm,corner_triangulation_mean_reproj_px,corner_triangulation_median_reproj_px,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg
AP03_targetless_colmap_multi_aruco_scale,aruco_marker_14,colmap_then_multi_aruco_sim3,208,4,204,8990,1080,159,0;1;2;3;4;5;6;7;8;9;10;11;12;13,0;1;2;3;4;5;6;7;8;9;10;11;12;13,0.15866738130477942,198.10600089188893,210.36135837975579,0.6803655620290883,0.5264189225071995,371.5125517656571,423.3179989413105,22.79315852598189,22.79787942893404
