approach,reference_frame,camera_count,marker_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_mean_translation_error_cm,marker_median_translation_error_cm,marker_mean_rotation_error_deg,marker_median_rotation_error_deg,camera_eval_file,marker_eval_file
AP02_ref_marker_graph_ba,aruco_marker_14,4,15,28.983653097721398,11.879315252984425,2.961506624688894,1.9586652908121014,25.253137600324692,6.549978021427361,3.1359810787956093,2.640331766932477,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_static_cameras_ref_aruco_vs_gt.csv,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_markers_ref_aruco_vs_gt.csv
