frame,camera,status,num_used_markers,rmse,used_ids,out_dir
moving_0001.jpg,moving_calib_camera,failed_not_enough_markers,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0001
moving_0002.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0002
moving_0003.jpg,moving_calib_camera,failed_not_enough_markers,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0003
moving_0004.jpg,moving_calib_camera,failed_not_enough_markers,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0004
moving_0005.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0005
moving_0006.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0006
moving_0007.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0007
moving_0008.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0008
moving_0009.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0009
moving_0010.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0010
moving_0011.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0011
moving_0012.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0012
moving_0013.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0013
moving_0014.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0014
moving_0015.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0015
moving_0016.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0016
moving_0017.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0017
moving_0018.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0018
