camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,4.997780233540066
cam_edge_0,cam_edge_3,3.7752643916826285
cam_edge_0,cam_edge_5,2.0447708602684758
cam_edge_1,cam_edge_3,2.119725828102094
cam_edge_1,cam_edge_5,3.712845058582513
cam_edge_3,cam_edge_5,3.418172495182945
