reference_frame,transform_convention,entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_back_left,ap03_colmap_marker_size_scale_only,-0.3325732896941462,0.3805076067633052,-5.228353369752025,-13.64224355960653,-22.072401069708167,-2.849849964846952,-0.24467755463462307,-0.37754980099660884,-0.09475931596376488
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_back_right,ap03_colmap_marker_size_scale_only,5.90560490352881,5.486426469674878,0.6853166232509313,-62.725124032863434,70.1207041558692,-66.2636032924095,-0.19383662536635293,1.4071782013367764,-0.2878677912323855
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_center_left,ap03_colmap_marker_size_scale_only,1.4493824459603608,-0.22899641946558721,-1.2726385257229862,-96.13406325627761,-63.776529622680656,27.436789945781676,-1.2065547937205665,-1.121919593952157,-0.5628874884826355
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_center_right,ap03_colmap_marker_size_scale_only,8.485989778658636,0.20898102310581748,3.3742531959645548,152.96257437729744,43.32795064375692,-124.52297289577591,-1.376940824896854,2.1046837243812546,0.9956591078543302
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_front_left,ap03_colmap_marker_size_scale_only,4.35988355213224,3.6506458645216475,3.030718269812251,-160.04064086353645,-45.7401141838556,130.35672426197465,-0.8036613939116568,-2.1407275908536216,-0.039595758045001234
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_front_narrow,ap03_colmap_marker_size_scale_only,11.71780721462065,4.446805295576356,9.38328800338493,-25.8825494534059,15.159388621278069,-6.3610635966216655,-0.43393698165940264,0.28455694839574064,-0.04876123283169486
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_front_right,ap03_colmap_marker_size_scale_only,-2.919930874277593,-7.760449802053339,37.523526633267764,125.54355838007481,56.73551522345459,160.45442042783415,-0.19824603460064383,1.9671209944690382,0.7913641099453359
COLMAP gauge with metric marker scale,T_reference_camera (camera pose expressed in reference frame),static_camera,camera_front_wide,ap03_colmap_marker_size_scale_only,12.278770053432524,3.956945978180147,9.3943836275356,-49.38684031620937,12.38464743920992,-6.571608450882669,-0.8451725528375535,0.2513590431356763,-0.014016175879811894
