approach,entity_type,entity_id,reference_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref_aruco_x_m,est_ref_aruco_y_m,est_ref_aruco_z_m,est_ref_aruco_roll_deg,est_ref_aruco_pitch_deg,est_ref_aruco_yaw_deg,est_ref_aruco_rvec_x,est_ref_aruco_rvec_y,est_ref_aruco_rvec_z,gt_ref_aruco_x_m,gt_ref_aruco_y_m,gt_ref_aruco_z_m,gt_ref_aruco_roll_deg,gt_ref_aruco_pitch_deg,gt_ref_aruco_yaw_deg,gt_ref_aruco_rvec_x,gt_ref_aruco_rvec_y,gt_ref_aruco_rvec_z
AP03_targetless_colmap_multi_aruco_scale,static_camera,cam_edge_0,aruco_marker_14,0.9334050483295353,0.18534012048435822,-0.47085607384941275,-0.22377232473458353,0.7742515667721328,0.5830993692615059,-1.7367929836754639,2.095070815311958,-112.94388544344409,-1.541738350901306,-0.8050473269940074,-1.9712576112494924,-0.0037248149490152877,-0.03569729702144475,0.58780793,-1.734555260428118,2.087328299644237,-112.76486178785166,-1.4967437175878098,-0.8270999106551793,-1.9681387135817818,-0.0028859165367631696,-0.0351508608183076
AP03_targetless_colmap_multi_aruco_scale,static_camera,cam_edge_1,aruco_marker_14,2.8611459397437615,0.13679037539853034,-2.0162980374215156,2.0069552696061477,0.3046782870550935,-3.994330300374215,0.4951560522588747,2.134589462967993,-106.30371419330314,0.6553092372797118,-114.60733733981219,-1.1242528515593193,1.7680731783650405,-1.3148987233950635,-3.97416732,0.47508649956281324,2.131542680097442,-106.3641137615459,0.7680855332147687,-114.5596564761897,-1.1237817095292493,1.7685660170970312,-1.312074204648489
AP03_targetless_colmap_multi_aruco_scale,static_camera,cam_edge_3,aruco_marker_14,0.579655920013466,0.07681116342840075,0.042638860902100006,0.03975884463656154,-0.5767166959788739,-3.226929441390979,-1.56281667197496,2.048443732719591,-109.3457446050395,1.9201669474016865,-59.85757010385474,-1.6922236750454127,1.001148129301735,-0.6666670507351733,-3.22735583,-1.5632142604213257,2.0542108996793798,-109.39044885636157,1.9674295392793395,-59.899952456623105,-1.6921873383095052,1.0026170436150015,-0.66608239645876
AP03_targetless_colmap_multi_aruco_scale,static_camera,cam_edge_5,aruco_marker_14,189.1605490020771,13.06603410598487,-144.51233177127446,-106.71986180678854,-59.23487453127794,4.413735552287255,-0.7187790785065528,1.5464128247586828,-109.76775500526647,-0.4266587130178668,101.60112786156061,-1.324706371509385,-1.6329943860740905,1.1409790516375564,5.85885887,0.34841953956133265,2.138761570071462,-109.27065188628556,4.0731791005917914,113.8768191914187,-1.2313021610937283,-1.7910646822527359,1.3345656692738168
