residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.024042889999691397,721110.1967601336,237.01795300252468,114.58501974368693,786.8699226933346,
2,solver_residual_call,,,0.04673460799676832,721110.1967601336,237.01795300252468,114.58501974368693,786.8699226933346,0.0
3,solver_residual_call,,,0.06889755198790226,721110.19642988,237.0179528475265,114.58501970970002,786.8699226933346,2.970228929477514e-08
4,solver_residual_call,,,0.09000784599629696,721110.1966092443,237.01795298349904,114.58501971542795,786.8699226933346,3.323056716752733e-08
5,solver_residual_call,,,0.11208549699222203,721110.1969118138,237.01795300007478,114.58501974899089,786.8699226933346,2.1073424255447017e-08
6,solver_residual_call,,,0.13334678098908626,721110.1968315302,237.01795299973494,114.58501974989441,786.8699226933346,2.1073424255447017e-08
7,solver_residual_call,,,0.1548937099869363,721110.1967088268,237.01795298153104,114.58501973753677,786.8699226933346,2.1073424255447017e-08
8,solver_residual_call,,,0.17883622299996205,721110.1968173179,237.0179530410929,114.58501974032637,786.8699226933346,5.09227808126963e-08
9,solver_residual_call,,,0.19992973099579103,721110.1970935917,237.017953094427,114.5850198067067,786.8699226933346,5.146412004043194e-08
10,solver_residual_call,,,0.22368504099722486,721110.1986029232,237.0179534448158,114.58502000302889,786.8699226933346,3.045167537743134e-08
11,solver_residual_call,,,0.24514587099838536,721110.1970611485,237.01795309384983,114.58501976842189,786.8699226933346,3.206341242652363e-08
12,solver_residual_call,,,0.2673666249902453,721110.1966247715,237.01795297400045,114.58501972075985,786.8699226933346,6.473871858557932e-08
13,solver_residual_call,,,0.28848712699254975,721110.196647284,237.0179529725188,114.58501973178217,786.8699226933346,6.352100247259848e-08
14,solver_residual_call,,,0.31033949498669244,721110.1964424651,237.0179529255237,114.58501969343578,786.8699226933346,3.3403619064990204e-08
15,solver_residual_call,,,0.33239104399399366,721110.1971863664,237.01795321497477,114.58501985283448,786.8699226933346,3.9100773546635595e-08
16,solver_residual_call,,,0.35438536798756104,721110.1978146017,237.0179532065624,114.58501991094528,786.8699226933346,2.927725969342697e-08
17,solver_residual_call,,,0.37538806498923805,721110.197473748,237.01795301110565,114.58501985723689,786.8699226933346,2.1073424255447017e-08
18,solver_residual_call,,,0.39779413100040983,721110.1962298552,237.01795295354208,114.58501964081121,786.8699226933346,5.115332508069221e-08
19,solver_residual_call,,,0.41906329098856077,721110.1973050653,237.01795303853314,114.58501983701575,786.8699226933346,5.4575945165014695e-08
20,solver_residual_call,,,0.4402803889970528,721110.1965472737,237.0179529274333,114.58501970990903,786.8699226933346,3.807200690725314e-08
21,solver_residual_call,,,0.46132581699930597,721110.1965397802,237.01795298271153,114.58501971501978,786.8699226933346,3.297888091039802e-08
22,solver_residual_call,,,0.48302359398803674,721110.197187308,237.01795302649492,114.58501983990719,786.8699226933346,3.0909823654688093e-08
23,solver_residual_call,,,0.5047833399876254,721110.1969455993,237.0179530143394,114.58501975614209,786.8699226933346,3.625362566722256e-08
24,solver_residual_call,,,0.5273625859990716,721110.1970543641,237.01795300669158,114.58501978558837,786.8699226933346,9.007486727770736e-08
