observer_type,observer_id,frame_id,marker_id,num_corners,mean_reproj_px,median_reproj_px,max_reproj_px
static,cam_edge_0,static,3,4,0.43779411087667625,0.4524293985832304,0.4612243532796475
static,cam_edge_0,static,7,4,0.5258531702074496,0.4417482804741143,0.9608009003544302
static,cam_edge_0,static,4,4,0.45013726144614147,0.4447598713720682,0.7191764218485922
static,cam_edge_1,static,14,4,0.37636187045511177,0.4043910457317224,0.5839801513056986
static,cam_edge_1,static,2,4,0.2609399694690191,0.13513448213847185,0.677725215659237
static,cam_edge_1,static,5,4,0.40130115793539545,0.39120183315648255,0.5303324607207628
static,cam_edge_1,static,7,4,0.48143706064384917,0.5546414949555083,0.7425245800656612
static,cam_edge_1,static,6,4,0.49572991416597295,0.5217917850310789,0.7223803931011641
static,cam_edge_1,static,8,4,0.6004441136293397,0.5733682589122029,0.7862510619602894
static,cam_edge_3,static,1,4,0.5762487288618416,0.46418169614704685,1.0983130452693148
static,cam_edge_3,static,2,4,0.430894548111257,0.4709401693252625,0.5066625379467216
static,cam_edge_3,static,14,4,0.2902832335750681,0.2872024874412187,0.43804853704749264
static,cam_edge_3,static,19,4,0.33309888648255415,0.3333195630553799,0.5840104801572499
static,cam_edge_3,static,5,4,0.4111341956774586,0.4262927007330637,0.464521585502602
static,cam_edge_3,static,6,4,0.5131931417026334,0.492274208332377,0.6437853166532697
static,cam_edge_3,static,7,4,0.35493263244295725,0.2813197637799996,0.664462072212534
static,cam_edge_3,static,8,4,0.33443598279166437,0.3134040272350806,0.4581657485244368
static,cam_edge_3,static,20,4,0.37981626916371397,0.28867648697592985,0.7796486312190646
static,cam_edge_5,static,13,4,0.5324749862793138,0.5727422457038212,0.7386327291964441
static,cam_edge_5,static,11,4,0.22029801602412544,0.1933509527688072,0.3799164655673909
static,cam_edge_5,static,12,4,0.3392190164721105,0.3624253386160894,0.5525844793364775
static,cam_edge_5,static,9,4,0.3156511841351842,0.33953119784674696,0.39065193476215493
static,cam_edge_5,static,10,4,0.46504166470340697,0.47149001178415006,0.7035994668411738
static,cam_edge_5,static,16,4,0.45086154055662503,0.4802411555439795,0.5892776505414462
static,cam_edge_5,static,0,4,0.41932132053568005,0.35746319053232145,0.6657209183053437
moving,moving_frame_000000,0,13,4,0.7492680787703031,0.7396150923975865,1.2091046534563177
moving,moving_frame_000000,0,11,4,0.3738167762077794,0.3755073283439526,0.5452177123921338
moving,moving_frame_000000,0,12,4,0.5445751664204888,0.60626192392027,0.7085053746358839
moving,moving_frame_000000,0,9,4,0.19489612531251171,0.17230607323376268,0.3210099353172865
moving,moving_frame_000000,0,10,4,0.38809158135845834,0.3713006135372815,0.5788360015321887
moving,moving_frame_000000,0,16,4,0.3768814514690325,0.38012513118201174,0.5313883504519562
moving,moving_frame_000000,0,0,4,0.41829513068716184,0.3934153021844523,0.6317548281417746
moving,moving_frame_000004,4,13,4,0.5438328163887984,0.5181842219953772,0.726475613239824
moving,moving_frame_000004,4,11,4,0.2108395947198809,0.18828013137171395,0.32320386534510603
moving,moving_frame_000004,4,9,4,0.28190332555568093,0.29072773616486813,0.3521205512375807
