marker_id,entity_id,corner_idx,x_colmap,y_colmap,z_colmap,target_x_ref14_m,target_y_ref14_m,target_z_ref14_m,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,used_for_sim3,registered_x_ref14_m,registered_y_ref14_m,registered_z_ref14_m,corner_fit_error_cm
0,marker_000,0,-0.7726289186253055,1.227816325978627,4.3707357360834385,-2.5831005588238014,-0.10500000028212902,0.8582901844687094,31,18,1.2068537436393105,1.053514857343432,2.5671339709176837,no,-2.304613701252598,-0.07299404335996573,0.9073878647668763,28.458723325027798
0,marker_000,1,-0.5263916437899628,1.2737589831941099,4.400913071547563,-2.583100559368669,0.06499999971787099,0.858290184503577,31,20,1.8033897077395928,1.729141011301783,4.508045596322668,no,-2.2690275419234283,0.10741720331660554,0.8868671250657045,31.821018365254506
0,marker_000,2,-0.5390855759164392,1.4406828628099608,4.344453663482739,-2.5168994411761982,0.0649999999621676,0.7017098155230865,31,17,1.1320791845010372,0.9058794733010492,4.289492462808147,no,-2.2308976949908663,0.09435476656439246,0.7637301420530773,29.411770100797536
0,marker_000,3,-0.7879500485938654,1.3811569850082797,4.2913571689944705,-2.5168994406313305,-0.10500000003783241,0.701709815488219,31,17,1.957494126288329,1.5048091759550664,4.840611421048786,no,-2.251246084741239,-0.09381568067374924,0.7938982101819823,28.141694087513375
1,marker_001,0,-1.7965872811169805,0.7101206073090468,3.803908290816174,-2.1649999997275664,-0.940000000524711,1.229999999534769,26,21,1.0585551406820244,0.6224908654213481,4.638346815518377,yes,-2.148289374179128,-0.9408410721841287,1.2287486701893817,1.6778505084989908
1,marker_001,1,-2.017156811742161,0.6907226580720012,3.735376254048165,-2.1650000002724337,-1.110000000524711,1.2299999994999014,26,21,0.7351583752167915,0.6171242927915287,2.8283370457686567,yes,-2.1510242847761782,-1.1107894965824687,1.2309432244853151,1.4029739877510123
1,marker_001,2,-2.088056781688387,0.6873213210545501,3.9592607304355067,-2.3350000002724336,-1.1099999999798433,1.230000000044769,26,21,1.3152529859902071,1.0729575022812068,4.164587557717335,yes,-2.323262128105662,-1.1091572414089064,1.2311955964877934,1.1828665853211695
1,marker_001,3,-1.8667851536318176,0.7067392690783759,4.030660988548648,-2.3349999997275663,-0.9399999999798434,1.2300000000796367,26,20,0.8746457654330382,0.6997387651475631,2.347484761439705,yes,-2.3223658781505607,-0.9380653057992668,1.2290420506087876,1.281724372802576
2,marker_002,0,-1.377063889581471,1.3546270734691528,2.383082148718276,-1.066899440631331,-0.9400000002657207,0.7782901842974482,14,14,0.3670279984012038,0.38896162900603926,0.6717734201145638,yes,-1.055910092621757,-0.9400907591336708,0.7699034563117733,1.3824297926236346
2,marker_002,1,-1.5955111758539833,1.3342048188477975,2.3191284875710423,-1.0668994411761985,-1.1100000002657207,0.7782901842625807,14,14,0.4282060793119598,0.42724324994112817,0.9181058304237689,yes,-1.0613621477933082,-1.1075724490487904,0.7729884884149902,0.8041305974739326
2,marker_002,2,-1.6373206017452273,1.5459736362019518,2.4012781981341207,-1.1331005593686692,-1.110000000021424,0.6217098152820902,14,14,0.8876362405389137,0.6093660986550853,3.952965514905336,yes,-1.1260245039992907,-1.1069207897921176,0.6164378835583282,0.9345873919906292
2,marker_002,3,-1.4206312164748534,1.5640512654316585,2.46833083766019,-1.1331005588238017,-0.9400000000214241,0.6217098153169578,14,14,0.43857673003921377,0.3394126216087476,0.812736604885687,yes,-1.1231567002970662,-0.9400751900205662,0.6149963051075511,1.1998216336918979
3,marker_003,0,1.2329697897393634,2.045519040360634,2.071354347002787,0.015,0.7099999999005248,0.4850000001456235,22,11,0.8411496970587248,0.7267285962932917,1.7326525250004174,no,-0.23647493549030507,0.8386466767722177,0.39907099914875,29.52514248268814
3,marker_003,1,1.3082237147024043,2.049595231243868,1.8511387258522118,0.185,0.7099999999005248,0.4850000001456235,22,11,0.7759340069051471,0.540222024154136,2.0365476489468572,no,-0.06579433234421506,0.8409127441760519,0.3985770127950994,29.58122318166019
3,marker_003,2,1.2933939610615142,2.3136909674890935,1.8275311509053964,0.185,0.7099999999353924,0.31500000014562346,22,11,2.326195801489791,2.015966735871939,4.498576525057848,no,-0.05007175516494933,0.8388938555348772,0.20446581669664998,28.998303708727864
3,marker_003,3,1.2201548476721071,2.309171029284582,2.0533411860446407,0.015,0.7099999999353924,0.31500000014562346,22,11,1.0302090231555612,0.7788488463779406,2.9077281633891583,no,-0.22419629395662888,0.8392817591843619,0.20542668747217285,29.31466376531177
4,marker_004,0,1.5407353428950181,0.29361251064508465,0.936088729911042,0.615,0.7099999996544007,1.6850000001456236,9,9,0.6351602417867876,0.5985692859808853,0.9938375345479161,yes,0.6073377929512753,0.7027900900334138,1.6891759228478807,1.131947631366191
4,marker_004,1,1.6053421752714914,0.2958426905024641,0.7208699274018954,0.7849999999999999,0.7099999996544007,1.6850000001456236,9,9,0.8532322657995044,0.8076224755042446,2.2710576934619096,yes,0.7720892045790556,0.6987005486129184,1.689507967019431,1.7739447499166328
4,marker_004,2,1.592762131079773,0.5256903249107643,0.718317520949808,0.7849999999999999,0.7099999996892684,1.5150000001456236,9,9,0.6435625826156164,0.6118072446128735,1.2053244124519775,yes,0.7733067819298278,0.701276358387506,1.5207048552243623,1.566456631598283
4,marker_004,3,1.52325086030661,0.5228001525019208,0.9344287294624412,0.615,0.7099999996892684,1.5150000001456236,9,9,0.6349564722628678,0.6327344775185558,1.0761647200594555,yes,0.6068082864103956,0.7021265477845716,1.52060479273219,1.2669219248561099
5,marker_005,0,-0.7041817126401652,1.3528852531894653,-1.6655497480853168,1.933100559368669,-1.3950000002657206,0.778290184204126,14,14,0.39551810731161374,0.43166089620842524,0.574821237635193,yes,1.9191874394168709,-1.3963347439574583,0.7797219378348168,1.4050137578499104
5,marker_005,1,-0.9196911787779547,1.333342752652618,-1.7304906119698182,1.9331005588238015,-1.5650000002657205,0.7782901841692584,14,14,0.5233394539675638,0.5252398263247755,1.1987601630203004,yes,1.9151022366093415,-1.5619542235212485,0.7823106939973608,1.8691732337869513
5,marker_005,2,-0.9626807689016301,1.5426098037086262,-1.6452476688879778,1.8668994406313308,-1.565000000021424,0.621709815188768,14,14,0.6932287953531148,0.7050962540568383,1.1748238084234734,yes,1.8479898140237778,-1.5615465489569136,0.6275486845504039,2.008961667415024
5,marker_005,3,-0.7473945306672782,1.5606757636338504,-1.57916640996738,1.8668994411761983,-1.395000000021424,0.6217098152236356,14,14,0.5694531754805546,0.537854159283311,1.0348986030448686,yes,1.8512144948141216,-1.3958984598251218,0.6260358117926106,1.6295368014097402
6,marker_006,0,1.267737398751883,1.1335808087461474,-1.1260049507394927,2.003100559368669,0.0849999996789014,1.0482901845076793,16,16,0.3772427852919221,0.3828466498629214,0.8084158102013329,yes,1.9906692626811646,0.08599985320066061,1.0468889717378524,1.254991002454036
6,marker_006,1,1.0540492403236095,1.1185651449786123,-1.201726596924246,2.0031005588238013,-0.08500000032109861,1.0482901844728116,16,16,0.4453447283144816,0.4113943260639284,0.9554185517966273,yes,1.9945584463218526,-0.08057934055529448,1.046190755360558,0.9844669692697949
6,marker_006,2,1.0070140322978438,1.3245201217524336,-1.111252307202972,1.936899440631331,-0.085000000076802,0.8917098154923212,16,16,0.8499083904801905,0.7987481700632191,1.3099955261773417,yes,1.922844188650785,-0.08196134603036953,0.893674187764289,1.4513520767664065
6,marker_006,3,1.2221658177906987,1.3414173690672175,-1.0397402805241651,1.9368994411761984,0.08499999992319801,0.8917098155271888,16,16,0.4769739064151732,0.4912228974226017,1.0177233569422093,yes,1.922241547001675,0.08477199491990273,0.8930449378105254,1.4720339650446876
7,marker_007,0,1.831339175441697,1.1779226823690465,-0.9419157578281065,2.003100559368669,0.5199999996789014,1.0482901845968993,17,17,0.44480240644077723,0.414072155791755,1.0541047262740986,yes,1.9913497962599787,0.5220315373459318,1.0451617647066649,1.2328608597028954
7,marker_007,1,1.6162158189709883,1.162267405725373,-1.0155165813589841,2.0031005588238013,0.34999999967890144,1.0482901845620316,17,17,0.4582610511363157,0.40861121733182415,1.1528655903471017,yes,1.9934271593077544,0.35490563492743954,1.0448702715308822,1.13725863606034
7,marker_007,2,1.5708968836058497,1.3699720447543071,-0.9298696898532924,1.936899440631331,0.3499999999231981,0.8917098155815412,17,17,0.6738723356027305,0.7904987706620927,1.0381837258354019,yes,1.925486292685138,0.35370557786914547,0.8911318870638464,1.2013544661204094
7,marker_007,3,1.7866226719144993,1.3855257623297406,-0.8574152865906469,1.9368994411761984,0.5199999999231981,0.8917098156164087,17,17,0.5157913892508585,0.4666440495228181,1.0502409508677344,yes,1.9243442875864387,0.5209833430701202,0.8915216435898883,1.259500909561476
8,marker_008,0,0.23357538223938212,0.9925252201529887,-2.446768222459551,2.683100559368669,-0.940000000329303,1.0882901842974482,15,15,0.37533346301175513,0.3502771149591684,0.7749961481982376,yes,2.6738969216307265,-0.9414730450615226,1.0872462712896183,0.9379049139562097
8,marker_008,1,0.01571991934195178,0.9740384775621608,-2.5158170493560044,2.6831005588238015,-1.110000000329303,1.0882901842625805,15,15,0.40013849598236745,0.41769284783455546,0.841004619662653,yes,2.6721503004766367,-1.1096058074566466,1.0889129319359854,1.0975033510437966
8,marker_008,2,-0.027634582227786413,1.1810714472443409,-2.4250523292333837,2.6168994406313306,-1.1100000000850063,0.9317098152820901,15,15,0.3331225848308442,0.3091850885894046,0.755430370506459,yes,2.601083872651084,-1.1083074602870517,0.9358023754288955,1.6423943803504895
