point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
10532,-2.450960178594592,0.24866430946397478,0.9918434305795597,108,106,106,0.7039585013809306
10519,-1.5901487682411808,0.6429352224259847,1.073289934881763,1,1,5,0.6682118197343527
244,3.060711916845685,-0.06978140366642804,0.9767108798671551,126,126,126,1.1294468694963868
10512,-1.465144917812865,0.6331353083742987,1.2337028302752553,35,44,43,0.8726853525660875
214,3.048390292579559,-0.02221297880245332,0.9848059718536861,228,228,228,0.6544361519109911
212,3.037644717186173,0.0228095989432322,1.0350801208657283,228,228,228,0.8608166844626082
10475,-2.2852724668399738,-0.07347164261618677,0.7782102654802696,0,0,0,1.3562112683853693
10474,-2.316851540688165,-0.19393090068949603,0.7974570802579322,110,116,133,0.47079565432918774
10464,-2.3035724957356187,0.11904385195531386,0.8614776254690208,0,0,0,1.2218191092686856
10463,-2.304232551548944,0.11883635927939151,0.861232222483343,0,0,0,1.213241296334395
186,2.8244777605944202,-1.1684760049583507,1.3668224742531434,231,231,231,1.2189848396692309
10420,-1.6433832343810517,0.6808806855080102,1.224231546645815,32,36,47,0.08068996119168399
10265,-1.4748095995839956,0.6366099198681522,1.2136861438783326,52,60,60,0.2848775327519207
10248,-2.2212401970389397,0.08134723044503422,0.775880694276015,0,0,0,1.2206610480216138
10234,-1.5883752978233188,0.6467795559359367,1.1029688538522153,76,79,80,0.277771240843171
10084,-2.285582729450155,-0.07320574702439198,0.77791112255468,0,0,0,1.2939750904955327
10063,-3.726318114057939,0.8548634333864377,-0.43370718732609426,0,0,0,1.0112542037869876
10062,-3.7261360511570336,0.8548005475740282,-0.4334741234675028,0,0,0,1.0241912285843089
10043,-2.2397816507343364,-0.11688842176583791,0.7541553012745608,228,228,228,0.6585302519380555
9951,-2.2468473066339536,0.060794188110144365,0.8156101373657201,228,228,228,0.42013295615672624
20224,-1.8718254147573263,0.5675194657363677,0.2791628232310075,0,0,0,1.8643231510352412
9944,-1.556989514862641,-0.020983887474302576,1.4106093756532607,5,5,5,1.7703117822883903
9933,-1.613767271002007,0.6547898389000532,1.087935925956064,69,72,73,0.39162772554557623
20206,-3.645219487562443,0.09776741777374753,0.5603308283868549,0,0,0,0.8204534892043988
9931,-1.6114768181691475,0.6577303037305032,1.1002062505858978,2,69,20,0.39183619061393604
20204,-1.9325482794357869,0.07844049775586937,1.224078519453629,0,0,0,0.4090783170341563
9796,-2.3251562695078603,-0.9858684191799607,1.2844444579838639,67,67,67,0.24119653712660521
9725,-1.5506096060175405,0.4539809755958383,1.228187441876179,84,90,87,0.4702399248334517
19998,-1.070824488734833,-0.6127895764814693,1.8201102785225434,105,103,103,0.5027134054867954
9709,-1.495415345838398,0.016384199591014448,1.4057090750612427,69,75,85,2.200626081893301
19982,-1.670249760879104,-0.0341223965108568,1.4126251013352034,5,5,5,0.9079811686817576
9596,-1.5361240773159854,-0.024175243544513614,1.4242465268988806,231,231,231,1.3426620590389355
9588,-1.597648571144992,0.06309864044533797,1.2341621466765373,5,5,5,1.565457280088932
9586,-1.5315455373411122,-0.0313391546930204,1.4086551994761005,5,5,5,0.6849064353152461
19859,-1.9566038585302128,-0.2657121724724826,1.5417907286076218,231,231,231,0.9551508478420967
9577,-1.6778158254841118,-0.04642918170397281,1.4420025975173694,231,231,231,2.2392728786035287
9525,2.6428495276476345,-1.0811878998261804,1.0017391687229067,0,0,0,0.1638813782884586
19798,2.8651178270525337,0.2814833029192333,1.2084121919027906,89,94,108,2.578533933348387
