frame_index,time_s,sharpness,center_x,center_y,area_fraction,angle_deg,top_bottom_log_ratio,left_right_log_ratio,selected_for_calibration,view_reprojection_rmse_px
0,0.0,55.32515342976965,2134.513257344564,888.6385517120361,0.10439649147318253,-154.76784110157718,-0.008713642648376943,0.30805291922953787,True,1.3283923864364624
1,0.033329439252336446,47.58554852874848,2132.7059631347656,890.4495697021484,0.10434611726233678,-154.75662805566662,-0.00879519211620957,0.3074139630257684,False,
2,0.06665887850467289,56.55587288066818,2131.7659479777017,892.2951577504476,0.10426051138785242,-154.78221253157847,-0.00914656575409997,0.3071647416754063,False,
3,0.09998831775700934,53.23841875211524,2131.19854482015,894.5025520324707,0.10433359982131847,-154.73207791849805,-0.008478744973569378,0.30747573019755475,False,
4,0.13331775700934578,63.2001953885055,2130.662310282389,896.8653697967529,0.10435599498836651,-154.7240606667901,-0.008224755449425532,0.3075633955298484,False,
5,0.16664719626168223,51.80216465556569,2130.08819325765,899.1748383839926,0.10426571722382393,-154.71881612748504,-0.008817743957309582,0.30678925371572574,False,
6,0.19997663551401867,55.364369584068115,2129.575714111328,901.020123799642,0.10418685422625626,-154.7198527386439,-0.007794613926570534,0.3069508783095971,False,
7,0.23330607476635515,55.248056387922674,2128.913159688314,902.528309504191,0.10413928411886288,-154.7033124980392,-0.008214738885947813,0.3072445022716151,False,
8,0.26663551401869157,58.4844865681681,2128.2364298502603,904.650307337443,0.10411071458450386,-154.6959096400068,-0.007472829638196736,0.3068360889143916,False,
9,0.299964953271028,55.860665426880814,2127.394182840983,906.9351043701172,0.1041328367805253,-154.6916698245649,-0.00804461504620445,0.305934743690279,False,
10,0.33329439252336446,60.31857830955355,2126.1456731160483,908.5910587310791,0.1039782018765883,-154.6869585160405,-0.007938574527591545,0.3059727972776204,False,
11,0.3666238317757009,60.36643237949115,2124.741221110026,909.9281317392985,0.10399908319667736,-154.68444264494005,-0.0082607018047355,0.30534194271480875,False,
12,0.39995327102803735,62.144928471366114,2122.7497049967446,911.2135111490885,0.10396369147689054,-154.67545250054062,-0.007994194112812396,0.30562276194954113,False,
13,0.43328271028037385,60.68366162040412,2120.7217966715493,912.6782550811768,0.1039185129394413,-154.67401938065962,-0.007687236673195759,0.3051293886068903,False,
14,0.4666121495327103,62.98979350009422,2118.889689127604,914.542937596639,0.10387151217239506,-154.64336601334992,-0.007380164303651987,0.30490955423881944,False,
15,0.49994158878504674,62.010798731569544,2117.0516306559243,916.2273108164469,0.10383105020917557,-154.62569741841793,-0.006812260769182465,0.3053734320656193,False,
16,0.5332710280373831,68.6817751212942,2114.979891459147,917.51691309611,0.10372663061731663,-154.62194616597094,-0.00693826632280209,0.30499735634681674,False,
