corner_idx,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,ideal_x_ref_m,ideal_y_ref_m,ideal_z_ref_m,registered_x_ref_m,registered_y_ref_m,registered_z_ref_m,corner_fit_error_cm
0,-0.5960894816226457,-0.7935689611766916,0.3909801190210776,2,2,744.7100332995086,744.7100332995086,1305.29975470468,-0.085,0.085,0.0,0.01351760552135206,0.04610026923087468,-0.0008386612193091447,10.59226652053844
1,-0.6419046793387373,-0.7169022630557988,0.41676190669943547,2,2,325.896860302415,325.896860302415,507.857188268284,0.085,0.085,0.0,0.04000977813000495,0.1078485993751949,0.0008386612193092002,5.0466641556183545
2,-0.5110109989056835,-0.9053598319976508,0.3539322745331901,2,1,268.42595305389716,268.42595305389716,268.42595305389716,0.085,-0.085,0.0,-0.017306933282841497,-0.05432121572383772,-0.0008386612193092002,10.68110469710126
3,-0.47633976693360514,-0.9618387612062796,0.3389572641282002,2,1,345.0367945799842,345.0367945799842,345.0367945799842,-0.085,-0.085,0.0,-0.036220450368515844,-0.09962765288223174,0.0008386612193092557,5.09324655179215
