entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
moving_frame,frame_0000,ap03_repo_like_triangulated_ref14,0.3149184942578573,0.834561259439359,-0.19961347768165055,64.81618432761519,48.12822162389376,39.24585894662239,0.7408848765755573,1.0482451483672315,0.11378808427090585
moving_frame,frame_0001,ap03_repo_like_triangulated_ref14,0.3149173132645608,0.8345625970729855,-0.19961483677454728,64.81707292785195,48.12922730550239,39.245053322304855,0.7408978076823518,1.0482545416147235,0.11375719627987203
moving_frame,frame_0002,ap03_repo_like_triangulated_ref14,0.2812843325239196,-0.06656667814443336,-0.16154510411585318,-84.98989163496856,43.396369622847786,-18.24814599833503,-1.2762438883536338,0.8162046992006932,0.3054094864242594
moving_frame,frame_0003,ap03_repo_like_triangulated_ref14,0.253537511646502,-0.1335406708127625,-0.21455372740206075,-89.09191192797809,45.9605075460565,-24.838355486582003,-1.2717865610633095,0.914801894694484,0.28149039254896113
moving_frame,frame_0004,ap03_repo_like_triangulated_ref14,0.21147745501459347,-0.19974730877707353,-0.2624755140844782,-93.73697263645859,48.26943010191192,-32.040954932534035,-1.262886281569014,1.0150304199965932,0.2571193433578159
moving_frame,frame_0005,ap03_repo_like_triangulated_ref14,0.16387687596930567,-0.259357768324427,-0.3024054679327502,-99.17451565174079,50.14440940086046,-39.7175956875285,-1.2556234618853257,1.1139488163869724,0.2351228658896589
moving_frame,frame_0006,ap03_repo_like_triangulated_ref14,0.11385611542396346,-0.31466891744425873,-0.3381677908159618,-105.10208264877322,51.51386037105854,-47.63062392918954,-1.2485086060733293,1.2097593659972357,0.21548058063556538
moving_frame,frame_0007,ap03_repo_like_triangulated_ref14,0.05786010033244848,-0.36687492565196067,-0.3710385293333938,-111.32529097512092,52.44221297464107,-55.73709992155787,-1.2389452047836265,1.303923245638586,0.19789213387200585
moving_frame,frame_0008,ap03_repo_like_triangulated_ref14,-0.004583737024829948,-0.41050947481378386,-0.4069981979845219,-117.77372961898364,53.25065157415331,-64.0424934278283,-1.222139178547919,1.3987685460141754,0.18670807270046494
moving_frame,frame_0009,ap03_repo_like_triangulated_ref14,-0.06454850101753806,-0.4653938358322406,-0.4995247517936111,-124.6731137142735,54.552746926902614,-72.65364360315996,-1.1913443583751504,1.4951321599896283,0.19355146117806016
moving_frame,frame_0010,ap03_repo_like_triangulated_ref14,-0.1557318645539374,-0.49382442707195295,-0.42352736218768117,-129.7957428663375,52.55219777511741,-79.56143426549653,-1.1931909999771462,1.5721916796764042,0.15318071310242065
moving_frame,frame_0011,ap03_repo_like_triangulated_ref14,-0.19414065615203702,-0.4863954770687519,-0.251680882986491,-133.04910158330446,47.55524761000684,-82.8918939334087,-1.2546486220104938,1.6220632882954233,0.08617215058796823
moving_frame,frame_0012,ap03_repo_like_triangulated_ref14,-0.21652442737318767,-0.47127653286664845,-0.10432911328359173,-133.63775533056858,43.14842278636346,-83.1732966043966,-1.3150298518860604,1.635373936471031,0.02383661443718224
moving_frame,frame_0013,ap03_repo_like_triangulated_ref14,-0.2697789126951752,-0.47886636428247764,-0.0007435966507821634,-138.05646086091127,37.46719269790923,-90.16353874955863,-1.3415693606313972,1.74761687508245,-0.06982059440051716
moving_frame,frame_0014,ap03_repo_like_triangulated_ref14,-0.2675696952367578,-0.4401075487413062,0.08017953682425621,-140.91666308371126,32.34530117518066,-95.31992150196112,-1.3613884972592312,1.8422984922528287,-0.1527311648417549
moving_frame,frame_0015,ap03_repo_like_triangulated_ref14,-0.19947297711745993,-0.3660001023001911,0.12824170705166948,-142.91934046688763,27.349544084695292,-99.3161272182662,-1.3824817314535962,1.9255619226998673,-0.23181601313749228
moving_frame,frame_0016,ap03_repo_like_triangulated_ref14,-0.1699062707947957,-0.3223081386363497,0.1728571487230356,-144.0367630212556,23.886200110476807,-102.77322968626304,-1.3800847866650403,1.9941290643974876,-0.29421613365609134
moving_frame,frame_0017,ap03_repo_like_triangulated_ref14,-0.13696346501226542,-0.29594669011487496,0.21295419002941385,-144.67463415765513,21.466301667265736,-105.44072186485727,-1.3710519928846974,2.046074981733762,-0.34063278315123924
moving_frame,frame_0018,ap03_repo_like_triangulated_ref14,-0.0835404102937598,-0.2455984301528199,0.22435669111573364,-145.2073681763119,19.645304837530414,-108.43871016102719,-1.3465925549051667,2.0994964135398186,-0.380923228983108
moving_frame,frame_0019,ap03_repo_like_triangulated_ref14,-0.014209505124565092,-0.20837469869492364,0.23425475444260413,-145.97289486522496,18.7508904642517,-111.50897838064499,-1.3104695418225283,2.150833723248053,-0.4025350570521344
moving_frame,frame_0020,ap03_repo_like_triangulated_ref14,0.02757383609086783,-0.16108117196053726,0.13542281765686137,-147.42877353289228,19.289748611449753,-117.566182866098,-1.2067940105180768,2.234286403325325,-0.4102886963064053
moving_frame,frame_0021,ap03_repo_like_triangulated_ref14,0.017407037587199192,-0.17351178510143817,0.11378808567198512,-149.0493846227324,20.334321037690778,-122.25743946671139,-1.1198944316256367,2.2931968790178123,-0.3972641372554725
moving_frame,frame_0022,ap03_repo_like_triangulated_ref14,0.07370911805755842,-0.08241145051343778,0.06826824495358641,-151.20880694991897,20.784060739183733,-127.66611652514358,-1.026550289494603,2.3640714055442036,-0.3848735596944593
moving_frame,frame_0030,ap03_repo_like_triangulated_ref14,-1.245688164919384,2.2503549927421114,-0.16775052996371573,110.81382851033418,-35.03018199172016,150.7307735921446,-1.0732015764893803,-2.114139304720898,-1.7306546830345138
moving_frame,frame_0031,ap03_repo_like_triangulated_ref14,-1.2151659091143772,2.20531732184814,-0.1714409032648093,107.76972241616285,-39.50589228931145,154.79735766554793,-1.0377069094904934,-2.011992189201171,-1.7308774901411237
moving_frame,frame_0032,ap03_repo_like_triangulated_ref14,-1.172277100707822,2.168928024589933,-0.1741581181575634,104.40857359068205,-44.135503852722394,159.54655271636062,-1.0015138885445374,-1.9091741425600441,-1.7177494121870132
moving_frame,frame_0033,ap03_repo_like_triangulated_ref14,-1.1409416617934942,2.1225352665049564,-0.17693151493946285,100.01578420120782,-48.32456602197761,164.90737612997867,-0.9680651646362007,-1.8077437239845053,-1.709097738981112
moving_frame,frame_0034,ap03_repo_like_triangulated_ref14,-1.1024917243881465,2.0801772865215136,-0.17936919929581818,94.75857946086337,-52.30281051919584,171.34449551865472,-0.9327401518707295,-1.7077330120797098,-1.6928205625767776
moving_frame,frame_0035,ap03_repo_like_triangulated_ref14,-1.0653394914548089,2.038644245087774,-0.18241211498357768,88.19273137551313,-55.88492623587816,178.97094928792563,-0.8988118666245318,-1.6074560234386992,-1.6748672233404112
moving_frame,frame_0036,ap03_repo_like_triangulated_ref14,-1.029162650599702,1.9969826201223775,-0.1859526929935751,80.15293926189702,-58.893125252092254,-171.99632185854267,-0.8655876134387217,-1.507813033647794,-1.6548481118344207
moving_frame,frame_0037,ap03_repo_like_triangulated_ref14,-0.9912999427746412,1.9513129568320535,-0.1883579414267441,70.71891216061317,-61.18323608040608,-161.48435042965085,-0.832133444925591,-1.410345690428543,-1.63022609965866
moving_frame,frame_0038,ap03_repo_like_triangulated_ref14,-0.9544668475942837,1.914209672497633,-0.19083662066529816,59.88490322480984,-62.52268475424897,-149.64566214164935,-0.799075602989146,-1.3128361526112198,-1.6043100293439474
moving_frame,frame_0039,ap03_repo_like_triangulated_ref14,-0.9165352894907111,1.8704629815813048,-0.19362261329822814,48.466542089406175,-62.80351724033802,-137.18569037173893,-0.7661491345626132,-1.2171253257919745,-1.575225865995189
moving_frame,frame_0040,ap03_repo_like_triangulated_ref14,-0.8785799263759795,1.8287105482787487,-0.1962878751955726,37.19018186398666,-61.99806669483014,-124.84851968293073,-0.7334848271722288,-1.1218472281528136,-1.5431700825049643
moving_frame,frame_0041,ap03_repo_like_triangulated_ref14,-0.8434561416267068,1.785948948850552,-0.20057315298182565,26.914716371677567,-60.12077124101102,-113.64406032010527,-0.7017953924084996,-1.0265226949661677,-1.5113620357287936
