point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
31714,3.391947115498116,-1.1394761497819506,-1.1188115146767101,0,0,0,0.2085305148128514
31713,3.1727716550646687,-1.206635798177646,-1.3487343299963463,59,62,72,0.6754354882264898
31712,3.893777745515891,-2.3211139484779495,-1.5304149969271315,231,231,231,1.0845442648534112
31711,4.417178801615256,-1.1867464453900378,-1.0862934833856885,231,231,231,0.6070006430819492
31710,4.420494062673399,-1.184351166963245,-1.087161535167977,231,231,231,0.41397426162260526
31708,4.482790808058322,-2.148991700451595,-1.0791590600226835,0,0,0,0.8256128349827585
31707,4.152925720997627,-1.701983270765635,-1.0649338943024227,86,90,104,0.09752989125255089
31699,4.213492451290966,-2.0259381882085417,-1.1315173499457185,165,165,165,0.0496007007907478
31696,4.260254256244517,-1.9473467841436374,-1.1961638374089456,0,0,0,0.16551518278100089
31694,4.162512095601317,-1.9934662166212955,-1.1476318498254832,0,0,0,0.324677020535184
31693,4.543444322094869,-1.8505844425527171,-1.328805909589635,0,0,0,0.3148415887408536
31690,2.981721135217301,-1.852384069219357,0.19321538570131402,0,0,0,0.19734345010206936
31688,0.6285686169241961,0.5278257044728367,0.15832909365396575,0,0,0,0.03673797068874265
31686,3.976610797096335,-2.3376189231331654,-1.5496553468579162,231,231,231,0.33288024999388366
31678,4.387156601526227,-1.16925125271662,-1.090739496879225,230,230,230,1.1966109646857304
31676,3.7830115513716156,-2.1245691051399396,-1.5492900365444426,88,93,107,0.7037442208928827
31675,3.76652108531399,-2.138933093238352,-1.5308358295591484,104,110,126,0.0912256703212732
31634,4.066048582707301,-1.4561691519043216,-1.3125712037976682,231,231,231,0.19236919953451811
31628,4.172443349299035,-2.091456853579154,-1.221937811734542,0,0,0,1.5178744500272523
31627,4.184808699014905,-2.0418489587404323,-1.1718522980835262,166,166,166,1.6871002008343223
31626,7.162410605221734,-0.09062627723418466,-2.989995329980964,59,62,72,0.21404485745443447
31624,4.176246084197389,-1.998163606203756,-1.1385738805007994,0,0,0,0.4710050450542794
31623,3.27388783556559,-1.1179965352691106,-1.3507144404039677,231,231,231,0.2087466021571446
31621,3.5088574096253384,-1.0944234541705036,-1.1204006593047318,0,0,0,0.24620959572358006
31615,4.00809407546217,-1.9731407290992693,-1.2637038296260283,165,165,165,0.3873670905149653
31614,4.153035831178437,-2.1339882865322357,-1.2805154621106416,165,165,165,1.1698800095742434
31613,4.136979522404621,-1.7769159688100158,-1.0463126875966688,59,62,72,0.08028705737755798
31610,3.8619344624647542,-1.248622147209315,-1.227745703523289,117,123,141,0.19724877745085462
31609,3.831440393101622,-1.1181928216265464,-1.2758273853760826,8,8,8,0.6646941741511633
31608,-0.02401883653339032,0.5684005208659022,0.3394652833714441,0,0,0,0.838213033958505
31601,4.280391126165711,-2.161373356422291,-1.21043558690199,8,8,8,0.4536253277543668
31600,4.280391126165711,-2.161373356422291,-1.21043558690199,8,8,8,0.4536253277543668
31592,3.777114193549178,-1.1776064456853963,-1.2697161814936417,0,0,0,0.28628919166986605
31590,3.771802288634342,-1.0068787839369604,-1.3263750169505748,8,8,8,1.0604225752786547
31587,4.049945929881222,-1.9623738056762723,-1.2117049095702943,0,0,0,0.164081161857847
31586,4.125491348142095,-2.494465734735929,-1.5948852775366031,87,92,106,0.06667099996602434
31580,4.312314874598298,-2.024147282515689,-1.046313347295078,59,62,72,0.37197115515189677
31577,3.2959404518040136,-1.203425776504638,-1.0327250960960286,0,0,0,0.3610855808182543
31573,-0.9416726685263206,3.002115582691473,0.821084003854315,0,0,0,0.5031415318698973
31569,3.641227411540612,-2.1967752599365724,-0.3110638785996562,0,0,0,0.4593620529695265
31567,-0.9527481052578428,2.9919850417151403,0.8502742945269794,0,0,0,0.5322099351964157
31565,3.4970525259985195,-2.224780287179391,-0.8399509057719011,0,0,0,0.10689582323029471
31564,2.9671927941150598,-1.7111332308279834,0.48368001389331605,0,0,0,0.5734110689698662
