t_dev_median_m,t_dev_mad_scaled_m,t_inlier_threshold_m,r_dev_median_deg,r_dev_mad_scaled_deg,r_inlier_threshold_deg,num_inliers,num_outliers
1.826044976,2.140138161,8.246459459,15.492810750,21.242333711,79.219811882,6,0
