marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
0,side_01,0,1,0.22908778151494416,0.17,0.7420736229396431,yes,0.014368813719229157
0,side_12,1,2,0.23162198488462257,0.17,0.733954508181431,yes,0.006249698961017125
0,side_23,2,3,0.2299809111800383,0.17,0.7391917839081747,yes,0.011486974687760831
0,side_30,3,0,0.2314441898724417,0.17,0.7345183307202221,yes,0.006813521499808184
0,diag_02,0,2,0.3258948449703728,0.2404163056034262,0.7377112872874148,yes,0.010006478067000835
0,diag_13,1,3,0.32615126295153624,0.2404163056034262,0.7371313035177496,yes,0.009426494297335664
1,side_01,0,1,0.23649591445509197,0.17,0.7188284854378792,yes,0.008876323782534667
1,side_12,1,2,0.23666301822284497,0.17,0.7183209327615597,yes,0.00938387645885419
1,side_23,2,3,0.23705518332928543,0.17,0.717132600150146,yes,0.010572209070267902
1,side_30,3,0,0.23718029047511185,0.17,0.7167543292044273,yes,0.010950480015986641
1,diag_02,0,2,0.3352705829755786,0.2404163056034262,0.7170814196393076,yes,0.010623389581106313
1,diag_13,1,3,0.3346364021789517,0.2404163056034262,0.7184403849610482,yes,0.009264424259365689
2,side_01,0,1,0.23359069861858275,0.17,0.7277687039995695,yes,6.389477915558217e-05
2,side_12,1,2,0.2335288722058493,0.17,0.7279613796539456,yes,0.00025657043353166653
2,side_23,2,3,0.2329641467318272,0.17,0.7297260217285396,yes,0.0020212125081257026
2,side_30,3,0,0.23390115387849209,0.17,0.7268027420177341,yes,0.0009020672026798238
2,diag_02,0,2,0.32959347710499404,0.2404163056034262,0.7294328386445588,yes,0.0017280294241448502
2,diag_13,1,3,0.3308252610022094,0.2404163056034262,0.726716892401456,yes,0.0009879168189579346
3,side_01,0,1,0.23339941976491754,0.17,0.7283651354884509,yes,0.0006603262680370259
3,side_12,1,2,0.23599513793086885,0.17,0.7203538237715681,yes,0.007350985448845826
3,side_23,2,3,0.23272894427811353,0.17,0.7304635034860478,yes,0.0027586942656339097
3,side_30,3,0,0.23414500839827176,0.17,0.72604580026253,yes,0.0016590089578839562
3,diag_02,0,2,0.3318155424108899,0.2404163056034262,0.7245480541888443,yes,0.003156755031569647
3,diag_13,1,3,0.3302265612123624,0.2404163056034262,0.7280344280023529,yes,0.000329618781938934
4,side_01,0,1,0.2363001464592183,0.17,0.7194240145311943,yes,0.008280794689219606
4,side_12,1,2,0.23374787347443032,0.17,0.7272793436497137,yes,0.00042546557070022306
4,side_23,2,3,0.2353805680197829,0.17,0.7222346408209539,yes,0.005470168399460018
4,side_30,3,0,0.23325773949309414,0.17,0.7288075429755807,yes,0.0011027337551667848
4,diag_02,0,2,0.33197909178025153,0.2404163056034262,0.7241911058741196,yes,0.0035137033462943057
4,diag_13,1,3,0.3317796928016377,0.2404163056034262,0.724626343382519,yes,0.0030784658378949503
5,side_01,0,1,0.2295177150988639,0.17,0.7406835673959771,yes,0.012978758175563154
5,side_12,1,2,0.23116395221443725,0.17,0.7354087796625876,yes,0.0077039704421736355
5,side_23,2,3,0.22948528280823333,0.17,0.7407882454146679,yes,0.013083436194254006
5,side_30,3,0,0.2322541257047628,0.17,0.7319568575332905,yes,0.004252048312876622
5,diag_02,0,2,0.32444369414559177,0.2404163056034262,0.7410108747422322,yes,0.013306065521818233
5,diag_13,1,3,0.3278013379434291,0.2404163056034262,0.7334207575593132,yes,0.005715948338899324
6,side_01,0,1,0.23115458285690724,0.17,0.7354385878874655,yes,0.007733778667051605
6,side_12,1,2,0.2330345181467303,0.17,0.7295056601570049,yes,0.001800850936590992
6,side_23,2,3,0.23112943085242912,0.17,0.7355186199049707,yes,0.007813810684556777
6,side_30,3,0,0.23300997046677605,0.17,0.7295825138274057,yes,0.0018777046069917702
6,diag_02,0,2,0.32880837660799694,0.2404163056034262,0.7311745159401728,yes,0.0034697067197588805
6,diag_13,1,3,0.3276027154021903,0.2404163056034262,0.7338654238817057,yes,0.006160614661291808
7,side_01,0,1,0.2327579611083285,0.17,0.730372440068247,yes,0.002667630847833058
7,side_12,1,2,0.23155655817992224,0.17,0.7341618882930017,yes,0.006457079072587746
7,side_23,2,3,0.2335061214368696,0.17,0.7280323057653157,yes,0.00032749654490182856
7,side_30,3,0,0.23071432859325494,0.17,0.7368419683187811,yes,0.009137159098367209
7,diag_02,0,2,0.32834279991090926,0.2404163056034262,0.7322112915789822,yes,0.00450648235856832
7,diag_13,1,3,0.3282288674667088,0.2404163056034262,0.7324654514972265,yes,0.00476064227681261
8,side_01,0,1,0.2306182259743594,0.17,0.7371490231604719,yes,0.00944421394005801
8,side_12,1,2,0.23139455429553354,0.17,0.7346758894890787,yes,0.0069710802686647755
8,side_23,2,3,0.22863007046896033,0.17,0.743559233705786,yes,0.01585442448537211
8,side_30,3,0,0.23247100497948536,0.17,0.7312739927071844,yes,0.0035691834867704886
8,diag_02,0,2,0.3246813209920317,0.2404163056034262,0.7404685458001031,yes,0.012763736579689211
8,diag_13,1,3,0.3279715496067999,0.2404163056034262,0.7330401246439139,yes,0.0053353154234999645
9,side_01,0,1,0.23348444307582958,0.17,0.7280999014773267,yes,0.00039509225691281014
9,side_12,1,2,0.2344924947309653,0.17,0.7249698980559786,yes,0.0027349111644353608
9,side_23,2,3,0.23201722866125699,0.17,0.7327042089973346,yes,0.004999399776920654
9,side_30,3,0,0.23457131852511517,0.17,0.7247262839672293,yes,0.0029785252531846496
9,diag_02,0,2,0.3304622227366736,0.2404163056034262,0.7275152470150883,yes,0.00018956220532562185
9,diag_13,1,3,0.3303014529713541,0.2404163056034262,0.7278693552228384,yes,0.00016454600242443718
10,side_01,0,1,0.23458706669982538,0.17,0.7246776320261928,yes,0.0030271771942210757
10,side_12,1,2,0.2330430683343487,0.17,0.7294788951031991,yes,0.001774085882785159
10,side_23,2,3,0.23334302135319335,0.17,0.7285411794796474,yes,0.0008363702592334432
10,side_30,3,0,0.23302723538513265,0.17,0.7295284592765939,yes,0.001823650056180015
10,diag_02,0,2,0.33269717810617105,0.2404163056034262,0.7226280276014364,yes,0.005076781618977511
10,diag_13,1,3,0.32771709509943125,0.2404163056034262,0.7336092904475505,yes,0.005904481227136604
11,side_01,0,1,0.23615916732514458,0.17,0.7198534866357467,yes,0.007851322584667253
11,side_12,1,2,0.2381355814943626,0.17,0.7138790387106617,yes,0.0138257705097522
11,side_23,2,3,0.23567970435105737,0.17,0.721317944912117,yes,0.006386864308296936
11,side_30,3,0,0.23798052459322427,0.17,0.714344168669171,yes,0.013360640551242864
11,diag_02,0,2,0.3366589372325062,0.2404163056034262,0.7141242338010112,yes,0.013580575419402718
11,diag_13,1,3,0.3336461975496584,0.2404163056034262,0.7205725926717439,yes,0.007132216548670023
12,side_01,0,1,0.23616398243885176,0.17,0.7198388096458227,yes,0.00786599957459122
12,side_12,1,2,0.23400348247289052,0.17,0.726484914683672,yes,0.0012198945367418723
12,side_23,2,3,0.23585590307064747,0.17,0.7207790764901008,yes,0.006925732730313161
12,side_30,3,0,0.23381267459205077,0.17,0.7270777783822491,yes,0.0006270308381648437
12,diag_02,0,2,0.3325566001136781,0.2404163056034262,0.7229334961965707,yes,0.00477131302384326
12,diag_13,1,3,0.3320138917475599,0.2404163056034262,0.7241151999333266,yes,0.003589609287087292
13,side_01,0,1,0.23452710346269973,0.17,0.7248629155863753,yes,0.002841893634038639
13,side_12,1,2,0.23814902108080405,0.17,0.7138387520069585,yes,0.013866057213455463
13,side_23,2,3,0.23500826849757553,0.17,0.7233788031664674,yes,0.004326006053946507
13,side_30,3,0,0.23686022192133416,0.17,0.7177228773198578,yes,0.009981931900556074
13,diag_02,0,2,0.3342590723945857,0.2404163056034262,0.7192513994642452,yes,0.008453409756168706
13,diag_13,1,3,0.3336442822930616,0.2404163056034262,0.7205767290573643,yes,0.007128080163049666
14,side_01,0,1,0.2338773816388147,0.17,0.726876617177702,yes,0.000828192042711895
14,side_12,1,2,0.2326995491318264,0.17,0.7305557773285305,yes,0.0028509681081165805
14,side_23,2,3,0.23482046371245702,0.17,0.7239573472956295,yes,0.0037474619247843677
14,side_30,3,0,0.23198996539033948,0.17,0.7327903157964744,yes,0.005085506576060439
14,diag_02,0,2,0.32960283512794586,0.2404163056034262,0.7294121287218326,yes,0.0017073195014186693
14,diag_13,1,3,0.33040515016673755,0.2404163056034262,0.7276409144412583,yes,6.389477915558217e-05
16,side_01,0,1,0.23054929835111138,0.17,0.7373694095615994,yes,0.009664600341185436
16,side_12,1,2,0.22718090389483703,0.17,0.7483023312500495,yes,0.020597522029635607
16,side_23,2,3,0.2301768055509229,0.17,0.7385626870314275,yes,0.01085787781101355
16,side_30,3,0,0.22750491750093677,0.17,0.7472365954432613,yes,0.019531786222847347
16,diag_02,0,2,0.32509328161409173,0.2404163056034262,0.7395302185568295,yes,0.011825409336415627
16,diag_13,1,3,0.3222069601605222,0.2404163056034262,0.7461549107556577,yes,0.018450101535243735
17,side_01,0,1,0.23726143470070873,0.17,0.716509196761981,yes,0.011195612458432924
17,side_12,1,2,0.2336663003669735,0.17,0.7275332374972967,yes,0.00017157172311721425
17,side_23,2,3,0.23609996286878915,0.17,0.7200339971865065,yes,0.007670812033907404
17,side_30,3,0,0.23378767402604775,0.17,0.7271555299406386,yes,0.0005492792797753276
17,diag_02,0,2,0.33273556494758477,0.2404163056034262,0.722544659875173,yes,0.005160149345240894
17,diag_13,1,3,0.3325330525494495,0.2404163056034262,0.7229846890713968,yes,0.004720120149017126
18,side_01,0,1,0.2360753733425551,0.17,0.7201089956694594,yes,0.007595813550954511
18,side_12,1,2,0.23402187252865642,0.17,0.7264278255836244,yes,0.0012769836367895193
18,side_23,2,3,0.23414481862675424,0.17,0.7260463887137889,yes,0.0016584205066250135
18,side_30,3,0,0.23402552623121667,0.17,0.7264164842942834,yes,0.001288324926130513
18,diag_02,0,2,0.33145748837931494,0.2404163056034262,0.725330740840881,yes,0.002374068379532912
18,diag_13,1,3,0.33199609262142993,0.2404163056034262,0.7241540215281065,yes,0.0035507876923074333
19,side_01,0,1,0.23574367748306435,0.17,0.7211222027882919,yes,0.006582606432122051
19,side_12,1,2,0.23503723043178926,0.17,0.7232896664400414,yes,0.004415142780372472
19,side_23,2,3,0.2351084707064563,0.17,0.7230705022629865,yes,0.004634306957427392
19,side_30,3,0,0.23481955556603515,0.17,0.7239601471445303,yes,0.0037446620758836424
19,diag_02,0,2,0.33260432779890425,0.2404163056034262,0.7228297574912621,yes,0.004875051729151814
