camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/F2_front_mid_high_left_seat/F2_front_mid_high_left_seat_cand_04/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/F2_front_mid_high_left_seat/F2_front_mid_high_left_seat_cand_04/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,0.879378,-0.00593849,-0.00034045,0.81978523,0.83389446,1.82163846,-1.31018312,results/beintelli_bus_model/station_anchor_search/live_results/F2_front_mid_high_left_seat/F2_front_mid_high_left_seat_cand_04/debug_images/moving_calib_camera_aruco_board_pose.png
