marker_id,corner_idx,status,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,note
0,0,OK,0.5670565709948199,0.7420337272090322,0.02984712366320439,18,7,2.7732750359230183,2.504984274560985,4.864717807703928,
0,1,OK,0.5478636275146496,0.7448632992984509,0.03723737207667994,18,8,1.970907881747346,1.389307871938552,4.568668166405353,
0,2,OK,0.5601110040213545,0.7561385819282337,0.06594696774140274,18,8,2.097245584090267,1.9144557887297444,4.502265395582512,
0,3,OK,0.5803015690325443,0.7543410080406407,0.05932761357997646,18,7,1.8498485827321678,1.4885686903023445,3.6838286956147686,
2,0,OK,0.003911503526996253,0.5761068862129963,-0.34731081232158106,13,12,3.0050282292401502,3.0822290989368204,3.8498420104104936,
2,1,OK,0.0159029900021107,0.576004428832703,-0.33312009388622177,13,10,1.9739208309456633,1.8664420931196655,4.750269991605146,
2,2,OK,0.03149789400755952,0.5684615217781407,-0.3485674907879,13,11,1.9883591726224479,1.8858455440733335,3.6356451305124495,
2,3,OK,0.019806902092314668,0.567722602245759,-0.36486716878735426,13,11,1.8708477635203062,1.2563234155402447,4.96727323217293,
3,0,OK,4.550943084564032,3.2594407906512948,-0.1777284105901601,26,15,2.7366528065992086,2.8519435524085988,4.312316238889774,
3,1,OK,4.7367490242661,3.221638294924076,-0.20513935839927525,26,13,1.9522588735844133,1.7042171667665462,4.599593974533529,
3,2,OK,4.750580357015501,3.26718400584914,-0.38923371040728943,26,9,1.4692263809914392,1.0676775262703175,3.0942825638150127,
3,3,OK,4.5213399140741135,3.274756822027921,-0.34494208495951784,26,9,2.480829820910459,2.7769385050495736,4.493038593599518,
4,0,OK,2.0540820668212403,2.336177437330142,1.5277627454310072,20,13,2.2066243741038583,1.458398157715149,4.665874723191743,
4,1,OK,1.9301931349342734,2.363398218605358,1.5058212439441883,20,14,1.6528028755870403,1.0694000880897763,4.2673790835905905,
4,2,OK,1.872858923626767,2.2979685592233605,1.687769859373828,20,14,1.590447730529169,1.4492781457232478,3.2996443638323183,
4,3,OK,1.9688686687474501,2.207895795771192,1.779149809287156,20,12,1.809456909807398,1.8280642744973417,3.364751450948802,
5,0,OK,0.5367221437307419,1.2218685423377198,-0.5056636189034114,24,10,1.513697501602203,1.0499356496982077,4.254917224666222,
5,1,OK,2.3480241563841244,2.911594267212567,0.09533095313854989,24,10,1.207821447597953,1.169194989170324,2.116034618317781,
5,2,OK,2.279796437997494,2.828348067984775,0.30182561006765324,24,11,2.0258345956555917,1.7464338409703446,4.0287163832074855,
5,3,OK,0.605206305248222,1.2500201249885834,-0.41116058073895584,24,10,1.7474884364329135,1.804578987284843,4.484206045095317,
6,0,OK,0.07195918771193252,0.5840355005134373,-0.2681709785775038,12,9,2.255288316368646,2.614950489003562,3.333352626869485,
6,1,OK,0.08569052310253504,0.5759830262455574,-0.28562874953339945,12,10,2.193320868684367,2.159535599821308,4.291430097474761,
6,2,OK,0.07586670094495568,0.570733590631078,-0.3043154758867143,12,9,1.8563067932389232,1.2623099938930595,3.8315288162425083,
6,3,OK,0.06036885888614807,0.5791949585384588,-0.2857181329731714,12,9,1.239196186479812,1.3875882674191207,2.3621007803358456,
7,0,OK,3.3300293103130443,1.0661828980698487,7.299745254178754,27,27,487.15077774093476,263.89839124311436,1345.7317780196859,
7,1,OK,3.777670021499911,1.016739763316472,7.244887063742085,27,27,456.2175440516192,259.4862899108993,1229.7703842912656,
7,2,OK,3.795320165012405,1.3968536895991992,7.122297422556665,27,27,442.7645737930609,258.1483069225774,1242.6032602371442,
7,3,OK,3.325382919901691,1.4403409137879786,7.1452841437738375,27,27,475.81414567192076,261.11835656723616,1359.5096832507697,
8,0,OK,0.11255926567921831,0.5615586687271861,-0.3132843859552819,13,10,2.983428776364694,2.9149529692958858,4.533435831701259,
8,1,OK,0.12564474735207626,0.5557843300115295,-0.3289437905890262,13,9,2.7989088198062664,2.904932777463375,4.800261078905701,
8,2,OK,0.11445194180426746,0.5489602863999191,-0.34787328988920213,13,10,2.9738778195641684,3.353398587621389,4.384928533510875,
8,3,OK,0.10071472857342993,0.5586551659822868,-0.32868105250883306,13,10,1.9359298525945448,1.8702019375413175,3.684547612229183,
9,0,OK,1.9342266175252534,0.6991318972077601,2.0615355468293055,27,27,437.1901983233249,207.89283533395596,3430.0974509069756,
