observer_type,observer_id,frame_id,marker_id,num_corners,mean_reproj_px,median_reproj_px,max_reproj_px
static,cam_edge_0,static,3,4,0.24988473055731167,0.2500019430633829,0.25829708179513716
static,cam_edge_0,static,7,4,0.2746182885517792,0.27447896282686557,0.29532555975083014
static,cam_edge_0,static,4,4,0.168193072771208,0.17021108770223406,0.19712623675969476
static,cam_edge_1,static,14,4,0.19763739528730004,0.1343969990816027,0.445769354274962
static,cam_edge_1,static,2,4,0.22965240782683277,0.16380268020857108,0.4982327433953822
static,cam_edge_1,static,5,4,0.255102840618002,0.2136765050917832,0.38662622376324024
static,cam_edge_1,static,7,4,0.36210074628460565,0.32518594911336285,0.6603102014341405
static,cam_edge_1,static,6,4,0.3800836831403903,0.3716870440004221,0.5184961668942552
static,cam_edge_1,static,8,4,0.42270483253480007,0.40300669705233527,0.5807522586701508
static,cam_edge_3,static,1,4,0.35735005409906656,0.358103927711113,0.37929409750773774
static,cam_edge_3,static,2,4,0.31721083277914724,0.26236755730037886,0.6364829337586486
static,cam_edge_3,static,14,4,0.18989907715258791,0.11547316285105454,0.4520868120638876
static,cam_edge_3,static,19,4,0.01661442735439061,0.016601316067606744,0.016958717315178676
static,cam_edge_3,static,5,4,0.3179852669023713,0.28286186819071857,0.5548480537276403
static,cam_edge_3,static,6,4,0.21532546337049982,0.1767742803654128,0.36841574568535757
static,cam_edge_3,static,7,4,0.3790236041969469,0.33973051147260175,0.5426175691833163
static,cam_edge_3,static,8,4,0.35641088896393713,0.34271900051287624,0.5568450183012882
static,cam_edge_3,static,20,4,0.2046150753394363,0.20465534296341395,0.21546759109833075
