image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0000.png,6,0,453.0,408.0,2888.5
moving_frame_0000.png,6,1,506.0,408.0,2888.5
moving_frame_0000.png,6,2,502.0,461.0,2888.5
moving_frame_0000.png,6,3,446.0,461.0,2888.5
moving_frame_0000.png,7,0,313.0,408.0,2892.5
moving_frame_0000.png,7,1,367.0,408.0,2892.5
moving_frame_0000.png,7,2,358.0,461.0,2892.5
moving_frame_0000.png,7,3,302.0,460.0,2892.5
moving_frame_0001.png,6,0,453.0,408.0,2888.5
moving_frame_0001.png,6,1,506.0,408.0,2888.5
moving_frame_0001.png,6,2,502.0,461.0,2888.5
moving_frame_0001.png,6,3,446.0,461.0,2888.5
moving_frame_0001.png,7,0,313.0,408.0,2892.5
moving_frame_0001.png,7,1,367.0,408.0,2892.5
moving_frame_0001.png,7,2,358.0,461.0,2892.5
moving_frame_0001.png,7,3,302.0,460.0,2892.5
moving_frame_0006.png,1,0,691.0,309.0,1066.5
moving_frame_0006.png,1,1,745.0,306.0,1066.5
moving_frame_0006.png,1,2,764.0,324.0,1066.5
moving_frame_0006.png,1,3,705.0,327.0,1066.5
moving_frame_0007.png,2,0,616.0,330.0,1250.0
moving_frame_0007.png,2,1,651.0,328.0,1250.0
moving_frame_0007.png,2,2,654.0,363.0,1250.0
moving_frame_0007.png,2,3,619.0,366.0,1250.0
moving_frame_0008.png,2,0,597.0,329.0,1361.0
moving_frame_0008.png,2,1,634.0,326.0,1361.0
moving_frame_0008.png,2,2,637.0,363.0,1361.0
moving_frame_0008.png,2,3,601.0,366.0,1361.0
moving_frame_0008.png,1,0,668.0,314.0,1625.0
moving_frame_0008.png,1,1,730.0,309.0,1625.0
moving_frame_0008.png,1,2,754.0,332.0,1625.0
moving_frame_0008.png,1,3,688.0,338.0,1625.0
moving_frame_0009.png,2,0,579.0,329.0,1524.0
moving_frame_0009.png,2,1,618.0,324.0,1524.0
moving_frame_0009.png,2,2,622.0,363.0,1524.0
moving_frame_0009.png,2,3,584.0,368.0,1524.0
moving_frame_0009.png,1,0,660.0,320.0,2082.5
moving_frame_0009.png,1,1,726.0,313.0,2082.5
moving_frame_0009.png,1,2,755.0,340.0,2082.5
moving_frame_0009.png,1,3,684.0,348.0,2082.5
moving_frame_0010.png,2,0,562.0,330.0,1693.5
moving_frame_0010.png,2,1,603.0,324.0,1693.5
moving_frame_0010.png,2,2,608.0,365.0,1693.5
moving_frame_0010.png,2,3,568.0,371.0,1693.5
moving_frame_0010.png,1,0,656.0,329.0,2667.0
moving_frame_0010.png,1,1,726.0,320.0,2667.0
moving_frame_0010.png,1,2,761.0,351.0,2667.0
moving_frame_0010.png,1,3,684.0,362.0,2667.0
moving_frame_0011.png,1,0,657.0,342.0,3438.0
moving_frame_0011.png,1,1,731.0,330.0,3438.0
moving_frame_0011.png,1,2,773.0,366.0,3438.0
moving_frame_0011.png,1,3,691.0,381.0,3438.0
moving_frame_0011.png,2,0,546.0,332.0,1873.0
moving_frame_0011.png,2,1,589.0,326.0,1873.0
moving_frame_0011.png,2,2,595.0,368.0,1873.0
moving_frame_0011.png,2,3,553.0,376.0,1873.0
moving_frame_0012.png,1,0,663.0,360.0,4563.0
moving_frame_0012.png,1,1,742.0,344.0,4563.0
moving_frame_0012.png,1,2,793.0,386.0,4563.0
