method,status,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,note
AP03,OK,6.414516585561535,5.438210478538101,11.246122897338266,0.26554272651018745,0.24464061105913554,0.4424934712879797,6.175420724758696,0.1292830364909459,cam3-cam5,11.246122897338266,0.4424934712879797,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,
