camera_id,status,legacy_role,wizard_role,frame_from_equal,frame_to_equal,selected_candidate_identity_equal,inversion_history_equal,composition_history_equal,rotation_max_abs_delta,relative_rotation_angle_deg,translation_x_abs_delta_m,translation_y_abs_delta_m,translation_z_abs_delta_m,translation_norm_delta_m,homogeneous_max_abs_delta,legacy_rotation_determinant,wizard_rotation_determinant,legacy_so3_valid,wizard_so3_valid,quaternion_export_applicable,quaternion_raw_max_abs_delta,quaternion_sign_equivalent
cam_edge_3,EXACT,anchor,anchor,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,False,0.0,True
cam_edge_0,DIFFERENT,target,target,True,True,True,True,True,5.25199328471615e-12,1.2074182697257333e-06,6.63482602192289e-11,2.1862067711708733e-10,1.167088647946457e-10,2.565502898437403e-10,2.1862067711708733e-10,0.9999999999999999,1.0,True,True,False,2.428370005080893e-12,False
cam_edge_1,WITHIN_TOLERANCE,target,target,True,True,True,True,True,3.823448502249249e-12,0.0,3.8018344028500906e-10,1.1165790514411356e-12,3.3113467523548934e-10,5.041734504702088e-10,3.8018344028500906e-10,1.0,1.0,True,True,False,1.4459822228474195e-12,False
cam_edge_5,DIFFERENT,target,target,True,True,True,True,True,5.1568055381423505e-12,1.2074182697257333e-06,3.8957193027044923e-10,1.5502354955287956e-10,2.3035084950606688e-10,4.783932520832464e-10,3.8957193027044923e-10,1.0,0.9999999999999998,True,True,False,2.760534856260932e-12,False
