frame_id,selected,selection_reasons,marker_ids,marker_count,selection_score,score_area,score_reprojection,score_border,score_distance,tie_breaker
moving_frame_000000,True,"top_marker_7,top_marker_9","7,9",2,0.7132073173621551,0.8612371099574735,0.5892325339664293,0.799074074074074,0.32127898374422065,stable ascending frame ID
moving_frame_000001,False,,"7,9",2,0.6702774185296407,0.8025566785107593,0.5120026206674804,0.8226851851851852,0.31116923888055836,stable ascending frame ID
moving_frame_000002,False,,"7,9",2,0.6976191246857727,0.8698176559656797,0.5054194312542452,0.8282407407407407,0.32418084775079176,stable ascending frame ID
moving_frame_000003,False,,"7,9",2,0.6967378145333633,0.7988828040256601,0.6163114421757172,0.8064814814814815,0.30994963974087764,stable ascending frame ID
moving_frame_000004,False,,"7,9",2,0.6957205930277821,0.8578426995797203,0.5125522193224349,0.8342592592592593,0.31965995547311704,stable ascending frame ID
moving_frame_000005,True,"top_marker_7,top_marker_9","7,9",2,0.7236858849053234,0.7719274017550141,0.7310109228323246,0.8277777777777777,0.3005609179806473,stable ascending frame ID
moving_frame_000006,False,,"7,9",2,0.6833522622232326,0.7531761451052175,0.61522895704568,0.8402777777777778,0.294575615118861,stable ascending frame ID
moving_frame_000007,True,"top_marker_7,top_marker_9,top_marker_pair_7_9","7,9",2,0.7247687552746653,0.7961919882156347,0.6913898092722365,0.8439814814814814,0.30078720910444046,stable ascending frame ID
moving_frame_000008,True,"top_marker_7,top_marker_9,top_marker_pair_7_9","7,9",2,0.743975778347495,0.7734876721786493,0.7731468321270876,0.8657407407407407,0.2948851168976083,stable ascending frame ID
moving_frame_000009,True,"top_marker_7,top_marker_9","7,9",2,0.7070242214749545,0.7572310874185544,0.6384400685788021,0.9185185185185185,0.28896062230188374,stable ascending frame ID
moving_frame_000010,True,"top_marker_7,top_marker_9,top_marker_pair_7_9","7,9",2,0.727324982086474,0.7341430714668061,0.6896198714029371,0.9925925925925926,0.2826327356035182,stable ascending frame ID
moving_frame_000011,True,"top_marker_7,top_marker_9,top_marker_pair_7_9","7,9",2,0.7298408620608197,0.7112379172963151,0.7670019753469101,0.9384259259259259,0.2755991735303542,stable ascending frame ID
moving_frame_000012,True,"top_marker_7,top_marker_9","7,9",2,0.7094064846838437,0.6969918554796306,0.755118993888074,0.8847222222222222,0.27129599881124833,stable ascending frame ID
moving_frame_000013,False,,"7,9",2,0.6763822895906866,0.6980289434287074,0.692240453923172,0.8143518518518519,0.2662820567188166,stable ascending frame ID
moving_frame_000014,False,,"7,9",2,0.6924108797109002,0.7172471540119707,0.7668319414577218,0.7430555555555556,0.268513245576842,stable ascending frame ID
moving_frame_000015,False,,"7,9",2,0.6405973519888793,0.7299929181121054,0.6376890251034699,0.6532407407407408,0.26645329064848006,stable ascending frame ID
moving_frame_000016,False,,"7,9",2,0.6579488967722341,0.7841996785273947,0.7117846999994679,0.5175925925925926,0.272150968429173,stable ascending frame ID
moving_frame_000035,False,,12,1,0.42692545887739575,0.22561430201032234,0.6786942440003949,0.5930555555555556,0.14460353762037273,stable ascending frame ID
moving_frame_000036,False,,12,1,0.4611580814182263,0.2421610524189263,0.679442978111834,0.7282407407407407,0.14812618868957386,stable ascending frame ID
moving_frame_000037,False,,"12,18",2,0.4826394114376062,0.2553441154284755,0.6754244825777933,0.812037037037037,0.15467013085470532,stable ascending frame ID
moving_frame_000038,False,,12,1,0.5019972576314533,0.2795084971874737,0.6778887134269947,0.8518518518518519,0.1645687435799507,stable ascending frame ID
moving_frame_000039,False,,12,1,0.5060946247629694,0.3057922063375555,0.6484973255499732,0.8601851851851852,0.17191507525918176,stable ascending frame ID
moving_frame_000040,False,,"12,18",2,0.5498452402137176,0.33556831745415466,0.7497798307511366,0.8634259259259259,0.17998778821529554,stable ascending frame ID
moving_frame_000041,False,,"12,18",2,0.5529577102553146,0.3724838425528857,0.7005355021585864,0.8740740740740741,0.18988707771769528,stable ascending frame ID
moving_frame_000042,True,top_marker_12,"12,18",2,0.5707027525219258,0.4140543107156623,0.7079938332715331,0.8629629629629629,0.20090285661608326,stable ascending frame ID
moving_frame_000043,True,top_marker_12,"12,18",2,0.5653872433031053,0.4665457432616394,0.6333051614330419,0.8375,0.21277397568537024,stable ascending frame ID
moving_frame_000044,True,top_marker_12,"12,18",2,0.5660049800357125,0.5255343400697927,0.5754916540278803,0.8027777777777778,0.22588192243875702,stable ascending frame ID
moving_frame_000045,False,,"12,18",2,0.5641509034560561,0.600061885954531,0.4684587117613899,0.7972222222222223,0.2414409110138224,stable ascending frame ID
moving_frame_000046,True,top_marker_12,"12,18",2,0.5736011848093533,0.6847060230222625,0.38943721738613746,0.7851851851851852,0.2585057334757002,stable ascending frame ID
moving_frame_000047,True,"top_marker_12,top_marker_18,top_marker_pair_12_18","12,18",2,0.5901689870258435,0.7527918715367826,0.38110495850211557,0.737037037037037,0.27313343453088496,stable ascending frame ID
moving_frame_000048,True,"top_marker_12,top_marker_18,top_marker_4,top_marker_pair_12_18,top_marker_pair_4_12,top_marker_pair_4_18","4,12,18",3,0.6019052757868465,0.8324213760002936,0.35918863510867516,0.6597222222222222,0.2923569040968197,stable ascending frame ID
moving_frame_000049,True,"graph_preservation,top_marker_12,top_marker_18,top_marker_4,top_marker_pair_12_18,top_marker_pair_4_12,top_marker_pair_4_18","4,12,18",3,0.6104933765904488,0.9177707996775343,0.31672366311253514,0.586574074074074,0.31053142970859715,stable ascending frame ID
moving_frame_000050,True,"top_marker_12,top_marker_18,top_marker_pair_12_18","12,18",2,0.5949043279226359,1.0,0.30390453448582333,0.3537037037037037,0.3299222683614806,stable ascending frame ID
moving_frame_000051,False,,"4,18",2,0.5532931613532643,0.40205874517028134,0.6925379429771142,0.8240740740740741,0.19893465577202762,stable ascending frame ID
moving_frame_000052,True,top_marker_4,"4,18",2,0.557104927353137,0.4284502740641894,0.6801229185730935,0.8046296296296296,0.20762016229607277,stable ascending frame ID
moving_frame_000053,False,,"4,18",2,0.5278100868350428,0.4798204075034639,0.5336983359742429,0.7694444444444445,0.2188353415249543,stable ascending frame ID
moving_frame_000054,False,,"4,5,18",3,0.5242544733309076,0.5265427802018712,0.4780858758427238,0.736574074074074,0.22896783682527075,stable ascending frame ID
moving_frame_000055,True,"top_marker_18,top_marker_4,top_marker_5,top_marker_pair_4_18,top_marker_pair_4_5,top_marker_pair_5_18","4,5,18",3,0.5927755511448379,0.5833333333333333,0.6444342474562889,0.7097222222222223,0.24167499130173586,stable ascending frame ID
moving_frame_000056,True,"top_marker_4,top_marker_5","4,5,18",3,0.5660520993467493,0.6605258263565102,0.4661555406529725,0.6814814814814815,0.2569881031195713,stable ascending frame ID
moving_frame_000057,True,"top_marker_18,top_marker_4,top_marker_5,top_marker_pair_4_5,top_marker_pair_5_18","4,5,18",3,0.5742546752219598,0.3411977360149513,0.7691771575089926,0.9439814814814815,0.18226137266985232,stable ascending frame ID
moving_frame_000058,True,"top_marker_18,top_marker_4,top_marker_5,top_marker_pair_4_5,top_marker_pair_5_18","4,5,18",3,0.5874512276558433,0.21160623590545263,0.9869403446988829,0.9643518518518519,0.1385625951362702,stable ascending frame ID
moving_frame_000059,True,"top_marker_18,top_marker_4,top_marker_5,top_marker_pair_4_18,top_marker_pair_4_5,top_marker_pair_5_18","4,5,18",3,0.6067546996644496,0.9469686447805602,0.4430280292317972,0.31666666666666665,0.31725499649353,stable ascending frame ID
moving_frame_000060,False,,"5,20",2,0.4487733071981387,0.23905436775081257,0.6842361446398623,0.6662037037037037,0.1463997596511424,stable ascending frame ID
moving_frame_000061,True,"top_marker_5,top_marker_pair_3_4,top_marker_pair_3_5,top_marker_pair_4_20,top_marker_pair_5_20","3,4,5,20",4,0.5242670889026687,0.48511803323813835,0.6806539426392684,0.5203703703703704,0.21949618741558807,stable ascending frame ID
