initialization_algorithm,initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_length,path_bottleneck_score,pnp_reprojection_rmse_px,area_px2,distance_m
maximum_bottleneck_v2,observer,moving_frame_000184,marker,8,8,moving_frame_000184,184,2.826463539188604,1,2.826463539188604,1.4196268731044335,1484.3729858398438,5.4207910827393855
maximum_bottleneck_v2,observer,moving_frame_000187,marker,8,8,moving_frame_000187,187,4.826198234094122,1,4.826198234094122,1.1411922275938344,2284.572324100882,4.666292576000344
maximum_bottleneck_v2,observer,moving_frame_000188,marker,8,8,moving_frame_000188,188,6.387680352756758,1,6.387680352756758,0.9259982735770929,2533.69370097667,4.512780259459374
maximum_bottleneck_v2,observer,moving_frame_000190,marker,8,8,moving_frame_000190,190,6.596169044865758,1,6.596169044865758,0.9499582928524425,2744.1966282520443,4.362449196768022
maximum_bottleneck_v2,observer,moving_frame_000191,marker,8,8,moving_frame_000191,191,7.541875808283135,1,7.541875808283135,0.7439784390226205,2390.3885872252285,4.543026893885441
maximum_bottleneck_v2,marker,2,observer,moving_frame_000188,2,moving_frame_000188,188,7.169681913511324,2,6.387680352756758,0.9303161513634244,3016.601671305485,4.2267290858464674
maximum_bottleneck_v2,observer,camera_back_left,marker,2,2,camera_back_left,static,1.5001483600425238,3,1.5001483600425238,1.1589545389222642,383.8304619565606,7.409364219981579
maximum_bottleneck_v2,observer,camera_center_left,marker,2,2,camera_center_left,static,11.13158051738139,3,6.387680352756758,0.11954717126931697,944.5823593810201,4.852399828643446
maximum_bottleneck_v2,observer,moving_frame_000182,marker,2,2,moving_frame_000182,182,4.247492126813773,3,4.247492126813773,1.0374439744871313,1663.1346104741096,5.349578132614313
maximum_bottleneck_v2,observer,moving_frame_000183,marker,2,2,moving_frame_000183,183,9.04210893781621,3,6.387680352756758,0.47670931889620327,1925.2017232831568,4.951727188015035
maximum_bottleneck_v2,observer,moving_frame_000185,marker,2,2,moving_frame_000185,185,3.44424127014809,3,3.44424127014809,1.596418959098752,2396.056528136134,4.4443764776563
maximum_bottleneck_v2,observer,moving_frame_000186,marker,2,2,moving_frame_000186,186,5.671636104360237,3,5.671636104360237,1.114077653387011,2766.062843034044,4.304885289617161
maximum_bottleneck_v2,observer,moving_frame_000189,marker,2,2,moving_frame_000189,189,13.914120907081456,3,6.387680352756758,0.36517128406619853,2834.3304967749864,4.214929997713137
maximum_bottleneck_v2,marker,15,observer,camera_center_left,15,camera_center_left,static,23.15838545199387,4,6.387680352756758,0.1386749185773539,3279.808459099382,3.6377504820260165
maximum_bottleneck_v2,marker,37,observer,camera_center_left,37,camera_center_left,static,12.56457816982507,4,6.387680352756758,0.8407632956490936,3750.0,2.0689198117630796
maximum_bottleneck_v2,marker,6,observer,moving_frame_000186,6,moving_frame_000186,186,9.491448339023776,4,5.671636104360237,0.3272026379645485,1496.8804321289062,5.355169107711302
maximum_bottleneck_v2,observer,moving_frame_000178,marker,15,15,moving_frame_000178,178,9.583896699306516,5,6.387680352756758,0.23676846812184857,1241.176351055503,5.77558031139574
maximum_bottleneck_v2,observer,moving_frame_000193,marker,15,15,moving_frame_000193,193,11.282232688956977,5,6.387680352756758,1.4653605617864693,12072.716575868428,2.5673975517460166
maximum_bottleneck_v2,observer,moving_frame_000176,marker,15,15,moving_frame_000176,176,7.144455476861797,5,6.387680352756758,0.22298316464529241,765.2267656326294,6.701468325227296
maximum_bottleneck_v2,observer,moving_frame_000180,marker,15,15,moving_frame_000180,180,9.263969397316544,5,6.387680352756758,0.47354837344365525,2004.8079474940896,4.9547410552104845
maximum_bottleneck_v2,observer,moving_frame_000192,marker,15,15,moving_frame_000192,192,8.704228397286471,5,6.387680352756758,1.1745120045002064,14527.725339643657,2.374334924519641
maximum_bottleneck_v2,observer,moving_frame_000194,marker,15,15,moving_frame_000194,194,13.588399450921235,5,6.387680352756758,1.0494602387649763,9433.085832335055,2.895737482480871
maximum_bottleneck_v2,observer,moving_frame_000195,marker,15,15,moving_frame_000195,195,16.593052646270944,5,6.387680352756758,0.7747493407099512,8184.132245123386,2.996208019688916
maximum_bottleneck_v2,observer,moving_frame_000196,marker,15,15,moving_frame_000196,196,14.546818589374968,5,6.387680352756758,0.83892028145061,7624.673811100423,3.1508926897887126
maximum_bottleneck_v2,observer,moving_frame_000197,marker,15,15,moving_frame_000197,197,15.540619264055177,5,6.387680352756758,0.8603790602630917,8549.704258257523,2.9553483616492744
