method,marker_id,is_scale_anchor,reconstructed_mean_edge_length_cm,absolute_edge_length_error_cm,relative_edge_length_error_percent,cross_camera_reprojection_rmse_px,static_validation_cameras,static_validation_camera_count,cross_camera_reprojection_corner_count,moving_inlier_frame_count,max_triangulation_angle_deg
AP01,0,False,15.435052280562573,1.5649477194374288,9.20557482022017,126.51321499227423,cam_edge_1,1,4,10,95.43015785523343
AP01,2,False,15.689911940569528,1.3100880594304725,7.706400349591014,2303.0189008475954,cam_edge_1,1,4,14,26.35185978735335
AP01,3,True,17.0,0,0,5341.778178645124,cam_edge_1,1,4,9,125.1056744856152
AP01,4,False,15.658159276139921,1.3418407238600798,7.893180728588704,598.7479274743839,cam_edge_1,1,4,17,120.73230925536019
AP01,5,False,15.441653885751869,1.5583461142481325,9.166741848518425,273.9430620030865,cam_edge_5,1,4,20,34.09330421698927
AP01,7,False,15.225114546075263,1.7748854539247376,10.440502670145515,187.8070296121612,cam_edge_5,1,4,4,13.140863082851643
AP01,9,False,15.745135295492032,1.2548647045079686,7.381557085340991,300.46394955160184,cam_edge_5,1,4,5,32.79409232096234
AP01,10,False,15.744015113022755,1.255984886977246,7.3881463939838,112.65955191179164,cam_edge_1;cam_edge_5,2,8,5,48.24406460906946
AP01,12,False,15.831550088760249,1.1684499112397524,6.873234771998543,580.9608900019651,cam_edge_5,1,4,11,59.979871116470434
AP01,15,False,15.65130407192524,1.3486959280747612,7.9335054592633005,773.6799431728688,cam_edge_0;cam_edge_3,2,8,9,72.13333661426313
AP01,16,False,15.577372668270192,1.4226273317298088,8.368396068998875,603.6528654132853,cam_edge_0;cam_edge_3,2,8,10,72.71926950288395
AP01,17,False,15.693655427937456,1.3063445720625455,7.684379835662032,552.4185357551728,cam_edge_5,1,4,6,21.171477734106457
AP01,18,False,15.974051247686047,1.0259487523139543,6.034992660670319,,,0,0,4,107.09896552727493
AP01,19,False,15.714290927218402,1.285709072781599,7.562994545774111,5891.069401508272,cam_edge_0;cam_edge_3,2,8,9,82.81099984260395
AP01,20,False,15.855233451346429,1.1447665486535725,6.733920874432779,,,0,0,12,139.212149245261
AP02,0,False,17.073240707211863,0.07324070721186071,0.43082768948153355,1.7048739271896154,cam_edge_1,1,4,10,95.55191218684269
AP02,2,False,17.045392134294048,0.04539213429404498,0.26701255467085283,1.541879900560167,cam_edge_1;cam_edge_3,2,8,13,17.39969331548472
AP02,3,True,17.000000000000004,0,0,0.9023461037679096,cam_edge_1;cam_edge_3,2,8,14,37.569550969959785
AP02,4,False,17.120616191192504,0.12061619119250189,0.7095070070147169,1.3894344022566232,cam_edge_1,1,4,20,137.71099682922414
AP02,5,False,16.97059039266963,0.029409607330369014,0.17299769017864125,0.7133216226576743,cam_edge_5,1,4,17,34.27162688808859
AP02,7,False,17.1573167128291,0.15731671282909754,0.9253924284064561,1.0381712191270054,cam_edge_5,1,4,4,12.397455523249805
AP02,9,False,17.110306706497273,0.1103067064972707,0.6488629793957099,1.000742816158807,cam_edge_5,1,4,5,32.94930666802715
AP02,10,False,17.13918629424322,0.13918629424322093,0.8187429073130642,2.234224584007358,cam_edge_1;cam_edge_5,2,8,5,48.44121400287022
AP02,12,False,17.13634299694474,0.13634299694473828,0.8020176290866957,0.740989147300758,cam_edge_5,1,4,10,58.115422677970685
AP02,15,False,17.131906337986706,0.13190633798670637,0.7759196352159198,0.6895171355027016,cam_edge_0;cam_edge_3,2,8,9,72.35629389893991
AP02,16,False,17.026360775565422,0.02636077556542049,0.15506338567894407,0.828393942250105,cam_edge_0;cam_edge_3,2,8,10,72.91646729021281
AP02,17,False,16.94171852056791,0.058281479432090166,0.34283223195347157,1.4785047710653307,cam_edge_5,1,4,6,21.292424584195967
AP02,18,False,17.020601319783466,0.02060131978346702,0.12118423402039423,,,0,0,6,102.59608839944772
AP02,19,False,17.143941733360634,0.14394173336063354,0.846716078591962,0.3845977179938704,cam_edge_0;cam_edge_3,2,8,9,83.1084900010606
AP02,20,False,17.144737516609148,0.14473751660914747,0.8513971565243968,0.6887761715852102,cam_edge_1,1,4,16,35.864188543522005
AP03,0,False,15.455024156391312,1.5449758436086896,9.088093197698173,,,0,0,10,95.42218429600612
AP03,2,False,15.67737210933424,1.3226278906657618,7.780164062739774,1830.5507379316778,cam_edge_1;cam_edge_3,2,8,14,26.356436350697326
AP03,3,True,17.0,0,0,2.8562443494118397,cam_edge_1,1,4,9,126.42337658184928
AP03,4,False,15.677993122207715,1.3220068777922866,7.77651104583698,512.5549316597467,cam_edge_1,1,4,17,119.96780772206665
AP03,5,False,15.469261721135933,1.5307382788640689,9.004342816847464,0.7124835568147173,cam_edge_5,1,4,20,34.099781476741235
AP03,7,False,15.222162022395533,1.7778379776044684,10.457870456496872,1.5494415777727535,cam_edge_5,1,4,4,13.166662369826602
AP03,9,False,15.722969126460049,1.2770308735399527,7.511946314940897,1.1088988496535597,cam_edge_5,1,4,5,32.784320496359825
AP03,10,False,15.744795343443595,1.2552046565564052,7.383556803272971,3.3700890104395054,cam_edge_5,1,4,5,48.26498294854003
