camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,4.949296479421337
cam_edge_0,cam_edge_3,3.782229432920677
cam_edge_0,cam_edge_5,5.661876204658686
cam_edge_1,cam_edge_3,2.0522668543057287
cam_edge_1,cam_edge_5,9.806650993878941
cam_edge_3,cam_edge_5,9.268577244244712
