method,marker_id,is_scale_anchor,reconstructed_mean_edge_length_cm,absolute_edge_length_error_cm,relative_edge_length_error_percent,cross_camera_reprojection_rmse_px,static_validation_cameras,static_validation_camera_count,cross_camera_reprojection_corner_count,moving_inlier_frame_count,max_triangulation_angle_deg
AP02,6,False,17.127633525380276,0.12763352538027462,0.75078544341338,1.4750290125953247,cam_edge_1,1,4,9,6.342152882264228
AP02,7,False,16.991736189297125,0.008263810702877072,0.04861065119339454,0.6851876500305824,cam_edge_5,1,4,12,18.46620067412165
AP02,8,False,17.108081470561164,0.10808147056116102,0.6357733562421236,1.2967873467890716,cam_edge_5,1,4,7,33.48695500975645
AP02,9,False,17.083083735993466,0.08308373599346386,0.48872785878508146,1.1754345546615739,cam_edge_5,1,4,12,32.87704444088514
AP02,10,False,17.098669786573833,0.0986697865738323,0.580410509257837,2.3774485880403016,cam_edge_1;cam_edge_5,2,8,11,53.669896331630376
AP02,12,False,17.090847822945175,0.09084782294517257,0.5343989585010152,0.6576534783447497,cam_edge_5,1,4,19,58.315188782285
AP02,15,False,17.10432297217455,0.10432297217455033,0.6136645422032372,0.6047435229372453,cam_edge_0;cam_edge_3,2,8,21,72.67969234799303
AP02,16,False,16.958616767204028,0.041383232795974556,0.2434307811527915,0.7861651836926463,cam_edge_0;cam_edge_3,2,8,25,73.12546721470926
AP02,17,False,16.92219855811462,0.07780144188538063,0.45765554050223894,1.3344498549596007,cam_edge_5,1,4,11,21.154384001495643
AP02,18,False,17.04118391986644,0.04118391986643877,0.24225835215552213,,,0,0,13,105.87721838137459
AP02,19,False,17.12082621221761,0.12082621221760903,0.7107424248094648,0.3655846358972065,cam_edge_0;cam_edge_3,2,8,22,83.28579202028943
AP02,20,False,17.045348231493197,0.04534823149319467,0.2667543029011451,0.7254558762906563,cam_edge_1,1,4,39,36.515550494182534
AP03,0,False,16.982730937646867,0.01726906235313408,0.10158271972431811,1.3645554894535494,cam_edge_1,1,4,29,118.76301274629657
AP03,2,False,17.156493181014746,0.15649318101474408,0.9205481236161416,1.6225809620320213,cam_edge_1;cam_edge_3,2,8,41,28.535785321612806
AP03,3,True,17.0,0,0,1.3127448049892367,cam_edge_1;cam_edge_3,2,8,43,39.26910114083977
AP03,4,False,17.186053412202703,0.18605341220270244,1.094431836486485,1.3652669607794647,cam_edge_1,1,4,77,140.28372116158488
AP03,5,False,16.896799373394128,0.10320062660587326,0.6070625094463132,0.7544287152340623,cam_edge_5,1,4,59,36.92699007689255
AP03,6,False,17.110470163038226,0.11047016303822599,0.6498244884601528,2.2120900518929143,cam_edge_1,1,4,10,6.868118325413133
AP03,7,False,16.935430595601648,0.06456940439835135,0.37982002587265495,1.3473985430430695,cam_edge_5,1,4,14,18.62078275580626
AP03,8,False,17.4207052167082,0.4207052167081976,2.4747365688717506,1.9930842754172993,cam_edge_5,1,4,7,33.924761037123616
AP03,9,False,17.373772932596445,0.3737729325964445,2.19866430939085,1.05042134567147,cam_edge_5,1,4,14,35.192494692003265
AP03,10,False,17.42150186671069,0.4215018667106857,2.4794227453569744,2.602707770146379,cam_edge_1;cam_edge_5,2,8,11,52.710116387424044
AP03,12,False,17.476886037585384,0.4768860375853834,2.805211985796373,1.9374251253013057,cam_edge_5,1,4,30,60.76736758293174
AP03,15,False,17.285666228775,0.28566622877499726,1.6803895810293954,0.8286259473912422,cam_edge_0;cam_edge_3,2,8,25,72.19272066492914
AP03,16,False,17.15910013567319,0.15910013567318748,0.9358831510187499,1.1540877044109104,cam_edge_0;cam_edge_3,2,8,29,72.73403217994787
AP03,17,False,17.297594750869653,0.2975947508696508,1.7505573580567693,3.967195031494048,cam_edge_5,1,4,12,21.12453954405565
AP03,18,False,17.14003202825755,0.14003202825755012,0.8237178132797065,,,0,0,21,106.07292649137479
AP03,19,False,17.372384562635233,0.37238456263523345,2.190497427266079,0.9005015935800201,cam_edge_0;cam_edge_3,2,8,25,82.78193668905313
AP03,20,False,17.057094965725643,0.05709496572564032,0.3358527395625901,0.558280636600639,cam_edge_1,1,4,43,35.90206504021301
