method,marker_id,is_scale_anchor,reconstructed_mean_edge_length_cm,absolute_edge_length_error_cm,relative_edge_length_error_percent,cross_camera_reprojection_rmse_px,static_validation_cameras,static_validation_camera_count,cross_camera_reprojection_corner_count,moving_inlier_frame_count,max_triangulation_angle_deg
AP01,0,False,16.977000169863082,0.022999830136918864,0.1352931184524639,49.353635623284305,cam_edge_1,1,4,29,118.76075135962424
AP01,2,False,17.138550216979077,0.13855021697907477,0.8150012763474986,372.0745572745279,cam_edge_1;cam_edge_3,2,8,41,28.520768698285018
AP01,3,True,17.0,0,0,12.055536990336543,cam_edge_1;cam_edge_3,2,8,43,39.281530409792744
AP01,4,False,17.208638960164198,0.20863896016419525,1.2272880009658544,153.367319726089,cam_edge_1,1,4,79,140.29763851126623
AP01,5,False,16.88831947057217,0.11168052942783224,0.6569442907519544,235.40492281233435,cam_edge_5,1,4,59,36.92373310181007
AP01,6,False,17.160749117672815,0.16074911767281486,0.945583045134205,51.3549695488668,cam_edge_1,1,4,10,6.853588971648702
AP01,7,False,16.92350001601107,0.0764999839889341,0.44999990581725935,333.8474682001803,cam_edge_5,1,4,14,18.607391488157315
AP01,8,False,17.421405920100074,0.4214059201000736,2.4788583535298447,147.3674510375798,cam_edge_5,1,4,7,33.92537251541561
AP01,9,False,17.371504912977546,0.37150491297754384,2.1853230175149636,391.4871607099019,cam_edge_5,1,4,14,35.19820316498689
AP01,10,False,17.420957531179518,0.4209575311795166,2.4762207716442153,169.77272396108006,cam_edge_1;cam_edge_5,2,8,11,52.71886085251683
AP01,12,False,17.501338069327957,0.5013380693279557,2.949047466635033,952.9475081630699,cam_edge_5,1,4,30,60.732719015588145
AP01,15,False,17.285610362918387,0.28561036291838704,1.6800609583434531,72.55187227157062,cam_edge_0;cam_edge_3,2,8,25,72.18000018014773
AP01,16,False,17.157554915255883,0.15755491525588083,0.9267936191522401,76.18431954317566,cam_edge_0;cam_edge_3,2,8,29,72.72180726745219
AP01,17,False,17.297062892689016,0.2970628926890151,1.747428780523618,604.888516645773,cam_edge_5,1,4,12,21.130387988424236
AP01,18,False,17.15927097634274,0.15927097634273746,0.9368880961337497,,,0,0,21,106.06941554775705
AP01,19,False,17.361773716431046,0.3617737164310436,2.128080684888492,269.93683604781575,cam_edge_0;cam_edge_3,2,8,25,82.76619004497088
AP01,20,False,17.052189066814456,0.05218906681445645,0.3069945106732732,60.398833558499305,cam_edge_1,1,4,43,35.90729028862554
AP02,0,False,17.014770008248032,0.014770008248030098,0.08688240145900057,1.6652045442561074,cam_edge_1,1,4,28,118.812791665457
AP02,2,False,17.011804958058114,0.011804958058111992,0.06944092975359994,1.5239590794912408,cam_edge_1;cam_edge_3,2,8,32,17.459707809707005
AP02,3,True,17.0,0,0,0.8079481238140737,cam_edge_1;cam_edge_3,2,8,43,39.28111745633664
AP02,4,False,17.08279213608888,0.08279213608887726,0.4870125652286897,1.4687988222965687,cam_edge_1,1,4,40,140.20393958857588
AP02,5,False,16.849780872727845,0.15021912727215814,0.8836419251303419,0.5378525878512634,cam_edge_5,1,4,36,33.45523592956405
