method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP01,0,0,cam_edge_1,52.902365298482984
AP01,0,1,cam_edge_1,57.391057806040386
AP01,0,2,cam_edge_1,45.03416452743333
AP01,0,3,cam_edge_1,40.282200188039994
AP01,2,0,cam_edge_1,131.15213993796493
AP01,2,1,cam_edge_1,105.45797659496681
AP01,2,2,cam_edge_1,108.99112327890043
AP01,2,3,cam_edge_1,133.38047640488793
AP01,2,0,cam_edge_3,524.7389108219216
AP01,2,1,cam_edge_3,503.07816290409306
AP01,2,2,cam_edge_3,501.1824669649475
AP01,2,3,cam_edge_3,519.5206411455463
AP01,3,0,cam_edge_1,13.206132186149484
AP01,3,1,cam_edge_1,19.017217670489472
AP01,3,2,cam_edge_1,19.819236368530795
AP01,3,3,cam_edge_1,14.832310387465952
AP01,3,0,cam_edge_3,2.838776061199426
AP01,3,1,cam_edge_3,1.245950532671133
AP01,3,2,cam_edge_3,1.2600275764413964
AP01,3,3,cam_edge_3,1.6226547221858236
AP01,4,0,cam_edge_1,171.66123537680224
AP01,4,1,cam_edge_1,127.70328272357612
AP01,4,2,cam_edge_1,131.81854781363367
AP01,4,3,cam_edge_1,175.88149801128847
AP01,5,0,cam_edge_5,237.3872330050856
AP01,5,1,cam_edge_5,239.16225633686625
AP01,5,2,cam_edge_5,233.51011356638486
AP01,5,3,cam_edge_5,231.48143413541118
AP01,6,0,cam_edge_1,55.992319473255066
AP01,6,1,cam_edge_1,55.3103707938669
AP01,6,2,cam_edge_1,45.86320175028546
AP01,6,3,cam_edge_1,47.450198706882716
AP01,7,0,cam_edge_5,325.8811371692124
AP01,7,1,cam_edge_5,323.2232365945761
AP01,7,2,cam_edge_5,340.7742630011165
AP01,7,3,cam_edge_5,344.989352782597
AP01,8,0,cam_edge_5,145.65080947471213
AP01,8,1,cam_edge_5,146.09850791964763
AP01,8,2,cam_edge_5,149.2186909812796
AP01,8,3,cam_edge_5,148.47057771188568
AP01,9,0,cam_edge_5,405.6708428600973
AP01,9,1,cam_edge_5,357.64985820995014
AP01,9,2,cam_edge_5,374.7488227052812
AP01,9,3,cam_edge_5,424.41707559827114
AP01,10,0,cam_edge_1,132.54357357711075
AP01,10,1,cam_edge_1,124.72521575071791
AP01,10,2,cam_edge_1,127.89456519292982
AP01,10,3,cam_edge_1,134.24240386838696
AP01,10,0,cam_edge_5,207.10490972876266
AP01,10,1,cam_edge_5,185.61657407817083
AP01,10,2,cam_edge_5,194.16735717582432
AP01,10,3,cam_edge_5,219.16451005464987
AP01,12,0,cam_edge_5,1039.0737148913597
AP01,12,1,cam_edge_5,1014.6500079962075
AP01,12,2,cam_edge_5,862.5691421332215
AP01,12,3,cam_edge_5,882.7352177134094
AP01,15,0,cam_edge_0,25.442445017343637
AP01,15,1,cam_edge_0,27.674706699673287
AP01,15,2,cam_edge_0,34.277829073055265
AP01,15,3,cam_edge_0,33.83884155131453
AP01,15,0,cam_edge_3,113.761586836906
AP01,15,1,cam_edge_3,89.42391718770075
AP01,15,2,cam_edge_3,80.31412716125006
AP01,15,3,cam_edge_3,104.82487572849874
AP01,16,0,cam_edge_0,95.64279581556143
AP01,16,1,cam_edge_0,86.67926173336933
AP01,16,2,cam_edge_0,93.48622654645074
AP01,16,3,cam_edge_0,101.43162624486615
AP01,16,0,cam_edge_3,65.40364500292922
AP01,16,1,cam_edge_3,44.41277718187787
AP01,16,2,cam_edge_3,35.62880603720999
AP01,16,3,cam_edge_3,56.780038879068066
AP01,17,0,cam_edge_5,622.0655579572095
