approach,method,evaluation,entity_type,entity_id,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref14_x_m,est_ref14_y_m,est_ref14_z_m,gt_ref14_x_m,gt_ref14_y_m,gt_ref14_z_m
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_0,1.0193671735093046,0.21450595610226075,-0.5823140713381414,-0.2639544382772474,0.7939444635890247,0.5819847892866186,-1.7371948048108905,2.095267744280127,0.58780793,-1.734555260428118,2.087328299644237
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_1,3.167868605847039,0.177649101768335,-2.2218030577918935,1.940937689696487,1.1540119414518824,-3.9963853505779188,0.4944958764597781,2.143082799511961,-3.97416732,0.47508649956281324,2.131542680097442
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_3,0.5066078456201782,0.12908068253765032,0.4085780782308479,-0.24928567623314635,0.1660485316349547,-3.2232700492176916,-1.5657071171836572,2.0558713849957293,-3.22735583,-1.5632142604213257,2.0542108996793798
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_5,0.4557596807152922,0.12796003414417492,-0.42869261029876427,-0.15459780728304118,-0.0062490338600618145,5.854571943897012,0.34687356148850224,2.1386990797328616,5.85885887,0.34841953956133265,2.138761570071462
