frame,image,marker_id,center_u,center_v,corner0_u,corner0_v,corner1_u,corner1_v,corner2_u,corner2_v,corner3_u,corner3_v,pnp_success,tvec_x_m,tvec_y_m,tvec_z_m,distance_m,rvec_x,rvec_y,rvec_z,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
0,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0000.png,11,271.5,480.5,146.0,452.0,337.0,379.0,405.0,499.0,198.0,592.0,True,-0.31446524939227816,0.09832939672463045,0.7983494510923717,0.8636659709604567,2.2449366886565505,-0.659465486017251,0.31148191959476806,-4.5,0.0,2.2,0.0,0.3,0.0
0,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0000.png,13,870.25,383.0,776.0,368.0,878.0,323.0,966.0,394.0,861.0,447.0,True,0.2966041061568629,0.026670306234326518,1.201618502320712,1.2379710522234415,2.215301501331093,-0.6147173368555513,0.20272603201155423,-4.5,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0001.png,11,271.5,480.5,146.0,452.0,337.0,379.0,405.0,499.0,198.0,592.0,True,-0.31446524939227816,0.09832939672463045,0.7983494510923717,0.8636659709604567,2.2449366886565505,-0.659465486017251,0.31148191959476806,-4.36,0.0,2.2,0.0,0.32,-0.04000000000000001
1,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0001.png,13,870.25,383.0,776.0,368.0,878.0,323.0,966.0,394.0,861.0,447.0,True,0.2966041061568629,0.026670306234326518,1.201618502320712,1.2379710522234415,2.215301501331093,-0.6147173368555513,0.20272603201155423,-4.36,0.0,2.2,0.0,0.32,-0.04000000000000001
5,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0005.png,1,782.75,297.0,729.0,287.0,811.0,284.0,840.0,307.0,751.0,310.0,True,0.2747159159192272,-0.12248301106668079,1.79226199941144,1.8173260568741079,1.9004482693747682,-0.13613382471603103,0.10387051093240111,-3.8,0.0,2.2,0.0,0.4,-0.2
6,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0006.png,1,765.5,297.25,708.0,286.0,795.0,282.0,827.0,308.0,732.0,313.0,True,0.2257568132903417,-0.11428366304453179,1.6757289933879311,1.694725509829487,1.9211666121405906,-0.16592503979410106,0.11786956295685622,-3.66,0.0,2.2,0.0,0.42,-0.24
7,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0007.png,1,751.5,300.0,691.0,288.0,782.0,283.0,817.0,311.0,716.0,318.0,True,0.18945526427237927,-0.10347147808402891,1.5833045025022479,1.597952687529046,1.9285647633064293,-0.18828777594791252,0.12447020017672691,-3.52,0.0,2.2,0.0,0.43999999999999995,-0.27999999999999997
8,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0008.png,1,741.25,306.5,676.0,293.0,772.0,286.0,811.0,319.0,706.0,328.0,True,0.16270856666177483,-0.0876833506654455,1.497714767306035,1.5090765294893493,1.954996427496279,-0.22723884204698291,0.15241464446829786,-3.38,0.0,2.2,0.0,0.46,-0.32000000000000006
9,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0009.png,1,736.25,317.0,665.0,302.0,766.0,292.0,813.0,331.0,701.0,343.0,True,0.14356725670409967,-0.06606395549130284,1.3905756223584609,1.3995272647970523,1.9756250422638122,-0.27388989044811535,0.1841608340197828,-3.24,0.0,2.2,0.0,0.48,-0.36000000000000004
10,results/bus_real_data/03_moving_camera_sequence_motion_blur_15/images/frame_0010.png,1,737.0,332.0,658.0,315.0,768.0,303.0,821.0,347.0,701.0,363.0,True,0.13278790209506808,-0.040468354281465994,1.276918615889239,1.2844420836478183,1.9824453643133348,-0.3002383759179575,0.19841033196691485,-3.1,0.0,2.2,0.0,0.5,-0.4
