approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,ref14_corner_observation_count,ref14_unique_anchor_images,min_area_px2,estimated_colmap_to_metric_scale,corner_fit_mean_error_cm,corner_fit_median_error_cm,corner_triangulation_mean_reproj_px,corner_triangulation_median_reproj_px,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg
AP03_targetless_colmap_repo_like_aruco_scale,aruco_marker_14,colmap_then_triangulated_ref14_corner_sim3,201,4,197,11422,8,2,500.0,0.7230267392727101,7.85332048126255,7.842756536165295,421.01741030895124,335.4668274411996,619.39675314226,525.3600019846881,97.27088241237522,94.6963022753961
