method,status,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,note
AP02,OK,47.61859966326901,44.37599069754439,86.42787422342775,8.467738879716705,8.655970937672446,15.651295357627312,25.854842240630635,4.473387890616954,cam0-cam3,86.42787422342775,12.889490552987757,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,
