entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z,estimate_status,quality_status,deployment_eligible,evaluation_status
static_camera,cam_edge_0,moving_relay_multichain_colmap_motion_aruco_metric_scale,2.040023894,-1.17975728,3.024815223,10.527071302,-51.652848981000005,-29.97866335500001,-0.06768946708890575,-0.9190726713880615,-0.40322491205424804,available,accepted_legacy_available_aggregate,True,available
static_camera,cam_edge_1,direct_static_aruco_multimarker,-2.176313822,-0.078476837,0.376815068,17.469363489000003,50.431172035,25.658836266999998,0.08412922910664297,0.9172038000833286,0.28172372313168026,available,accepted_legacy_available_aggregate,True,available
static_camera,cam_edge_3,gauge_identity,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,available,gauge_identity,True,available
static_camera,cam_edge_5,moving_relay_multichain_colmap_motion_aruco_metric_scale,3.225749817,-2.871391449,8.118698227,141.165106587,-8.125362132,177.973660516,-0.12156710609058696,-2.8443061128470437,-1.0066303447856175,available,accepted_legacy_available_aggregate,True,available
