group,variant,parameter,method,camera,status,alignment,source_file,translation_error_cm,rotation_error_deg,aligned_est_x_m,aligned_est_y_m,aligned_est_z_m,gt_x_m,gt_y_m,gt_z_m
world/route,route2,Route 2,AP01,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,31.31361147064232,3.4284726196002393,-3.9820665478693806,0.17873235541552002,2.0307158320758587,-3.97416732,0.4750864931681852,2.131542681522701
world/route,route2,Route 2,AP01,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,16.293915214317796,2.083712408768474,-3.189687646484236,-1.40655509020139,2.0784632702733177,-3.22735583,-1.5632142665839586,2.0542108949897364
world/route,route2,Route 2,AP01,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,9.563067309602213,2.1383329197208374,5.811779283786041,0.3579363301134797,2.2214547919645167,5.85885887,0.3484195331450478,2.1387615711167207
world/route,route2,Route 2,AP02,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,5.934378458796434,0.7258212139892394,0.5574583740420227,-1.7411104584121218,2.036755389799213,0.58780793,-1.7345552666901032,2.087328294440571
world/route,route2,Route 2,AP02,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,6.644303731400249,0.5528153333828796,-4.023716070835601,0.45384012041415217,2.0927072577070898,-3.97416732,0.4750864931681852,2.131542681522701
world/route,route2,Route 2,AP02,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,7.252819127006234,0.45367509970538716,-3.2667700103226607,-1.582861118097255,1.9965839729479162,-3.22735583,-1.5632142665839586,2.0542108949897364
world/route,route2,Route 2,AP02,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,19.520805990276823,1.2688296563732042,5.9781713571162385,0.3958679491343956,2.2857968216155107,5.85885887,0.3484195331450478,2.1387615711167207
world/route,route2,Route 2,AP03,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,0.8320949393418156,0.11286716686429918,0.5924821540150464,-1.7404029508869248,2.0836958822669276,0.58780793,-1.7345552666901032,2.087328294440571
world/route,route2,Route 2,AP03,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,1.9354642333079128,0.09232096833370361,-3.99172971335608,0.4832037047501546,2.1310179000622083,-3.97416732,0.4750864931681852,2.131542681522701
world/route,route2,Route 2,AP03,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,1.8668595037019478,0.026584113176671476,-3.2444414267038844,-1.5704217788316472,2.0520543716006068,-3.22735583,-1.5632142665839586,2.0542108949897364
world/route,route2,Route 2,AP03,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,3.102697806857755,0.04572227940933673,5.888832636044917,0.3533575180075884,2.1450752881399864,5.85885887,0.3484195331450478,2.1387615711167207
