group,variant,parameter,approach,evaluation,entity_type,entity_id,marker_id,used_for_alignment,alignment_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_local_x_m,est_local_y_m,est_local_z_m,est_local_roll_deg,est_local_pitch_deg,est_local_yaw_deg,est_local_rvec_x,est_local_rvec_y,est_local_rvec_z,est_gt_aligned_x_m,est_gt_aligned_y_m,est_gt_aligned_z_m,est_gt_aligned_roll_deg,est_gt_aligned_pitch_deg,est_gt_aligned_yaw_deg,est_gt_aligned_rvec_x,est_gt_aligned_rvec_y,est_gt_aligned_rvec_z,gt_world_x_m,gt_world_y_m,gt_world_z_m,gt_world_roll_deg,gt_world_pitch_deg,gt_world_yaw_deg,gt_world_rvec_x,gt_world_rvec_y,gt_world_rvec_z
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_006,6,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,354.16056948826906,126.13180614800926,-240.57288575890158,-12.500819078515734,-259.6114888448811,1.9638565539655448,0.013168638952058269,0.9942774214725287,66.21668295376983,-0.4414008244396645,-88.94036068636944,0.8986750493191048,-0.8926916128343967,-1.3572805121582066,-0.4357288575890157,0.37499180921484265,-1.2261148884488102,-44.202208996772576,-19.108383025686425,-137.90954870317634,-0.7459147716315229,0.7844217824474736,-2.358655842764637,1.97,0.5,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_007,7,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,346.3775273443159,126.39030906079826,-209.93034593881768,-28.12338581763595,-274.07246573365063,1.9572250130576905,0.4518715706539533,0.9898730119632095,65.84247613933302,-0.38106344129018105,-88.72778327273444,0.8957061997613069,-0.8850817286223874,-1.3568817286936663,-0.12930345938817678,0.6537661418236406,-1.370724657336506,-44.52985925325342,-18.930164975886097,-138.04772807725422,-0.7440201922357108,0.7941717887577657,-2.3587785172513733,1.97,0.935,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_008,8,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,505.16640692468854,125.92880798197348,-411.7827415689124,23.590718770141304,-291.670276886587,2.6726283571355216,-1.0259949707422356,1.0466882993339026,67.48073991875523,-1.2395946008493763,-91.64381052632223,0.8882441128282123,-0.944224370275243,-1.381970935093845,-1.4678274156891242,-0.28909281229858697,-1.50670276886587,-43.60598152292268,-21.353597857823726,-136.09350725002253,-0.7947271381896407,0.7362486363282033,-2.3411714779263395,2.65,-0.525,1.41,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_009,9,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,144.95123829270304,48.44198392634253,-37.76306929134585,23.08387798620759,138.02878923399592,-3.0229936517160607,0.9747507409975444,1.0722885702563565,-74.72291017314828,5.762326215943415,72.23416605843815,-1.1783526576540764,-0.7462395365839944,1.1310534838162958,2.6423693070865415,0.7108387798620759,2.8002878923399592,43.06029439575048,34.20266755126897,56.034733365393194,0.38358637326901773,0.8601869586705136,0.682578745262541,3.02,0.48,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_010,10,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,253.8296838140862,48.93318585381521,-107.88104147318325,68.17239053323215,219.41675971722114,-3.4479488450223985,-0.4295457787188768,1.2127534221540766,-75.61462458741039,5.474446837342476,72.67328210050826,-1.1863521615843131,-0.764860584404519,1.1301862416032582,1.9411895852681675,-0.29827609466767857,3.6141675971722114,41.81604195896198,33.94881622455128,55.4822592457414,0.37035397936040926,0.8463579201152955,0.6844284730390785,3.02,-0.98,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_011,11,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,211.1694840254353,48.76689132533643,-72.51576343260177,13.44210107444599,197.87199133798572,-3.9700077436453713,0.8079848277831233,1.6286238852465331,-141.83813878494132,5.381935170569317,73.11424549239734,-2.1048812969685744,-1.5083750616558593,0.6312085785392593,3.2748423656739822,0.1344210107444599,3.5087199133798572,-24.63888825855082,33.60122882436068,55.141030860298066,-0.6685977319223564,0.334088450227224,1.0455936799496,4.0,0.0,1.53,-1.8363890085664206e-07,-0.0,90.0000001836389,-2.5172823638819805e-09,-2.517282371950131e-09,1.57079633
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_012,12,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,284.9681714637582,49.56450371468876,-122.3137738271201,34.09512947314681,255.1151144596794,-4.191522341744542,-0.15714723725875154,1.8318360912299323,-118.78943679998625,37.69790589866916,-20.52315529715834,-1.8484926012229408,0.7347850561770717,0.4495229986363361,2.816862261728799,-0.6390487052685319,3.971151144596794,103.7966750118859,20.823677817249347,159.21827877784222,0.08145149428395966,2.128178790003729,1.5559881475655903,4.04,-0.98,1.42,67.08168819476708,-0.0,179.99999979432002,0.0,42409858.754143424,63975172.145376295
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_013,13,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,169.51509653024834,48.26814006568828,-39.151246153794304,-28.55089469049499,162.44197206583243,-3.5989870180302983,1.4827596034432162,1.795100309527982,-141.1743010416411,5.756266802727894,72.52731370238524,-2.1060590702648327,-1.4883400357025096,0.642007426251581,3.6584875384620568,0.4444910530950501,2.894419720658324,-23.51591351739721,33.94729426804969,55.86446148852395,-0.6566718999398391,0.3458777518701749,1.0538078671406086,4.05,0.73,1.27,-1.8363890085664206e-07,-0.0,90.0000001836389,-2.5172823638819805e-09,-2.517282371950131e-09,1.57079633
moving_cam/fov,fov_40deg,40 deg,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,aruco_ref_floor_14,14,no,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,70.58723879077522,125.9206903979529,-4.802019831008009,55.73523560512308,43.047443567416956,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.04802019831008009,1.0573523560512308,0.8304744356741696,-133.37690720162706,61.55539110535955,174.98370037585252,0.5843728487418877,1.9231377150744324,-0.8888586417960551,0.0,0.5,0.4,-1.1751560817591656e-08,-0.0,0.0,0.0,0.0,0.0
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_0,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,3.577578916907108,0.6782237248843747,-1.1664896455351959,-3.2969827609103053,0.7538418188306029,0.6120529100633014,-1.7758697236425764,2.102835281171445,-112.7476875189538,-1.521405447197776,-0.19936416313428282,-1.9677293689042363,-0.013952046943226189,-0.028402952124443364,0.576143033544648,-1.267525087609103,2.494866718188306,-112.74750224197345,-1.584476216954464,-0.15526507239002138,-1.9677070575324966,-0.015429623982341963,-0.02898231590000214,0.58780793,-1.23455526,2.4873283,-112.76486179960601,-1.4967437177574447,-0.8270999103481541,-1.9681387137868624,-0.0028859165404719407,-0.03515086081927826
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_1,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,13.805252219693779,1.2131674195115996,-13.375621309336205,3.224811782753645,1.1306336296092123,-4.070205512111497,0.5025948935342645,2.1559731894230714,-105.70329247697637,0.21857180440211874,-115.42445779123925,-1.1144062477854924,1.769306455438464,-1.3371113302753126,-4.107923533093362,1.0073346178275364,2.542849016296092,-105.6463145139097,0.24561845589577733,-115.38012287226883,-1.1140415156987078,1.7679181151478014,-1.3370260053415683,-3.97416732,0.9750865,2.53154268,-106.36411375666104,0.7680855225263834,-114.55965647612422,-1.1237817096415734,1.7685660170005004,-1.312074204858069
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_3,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,7.158303942163681,1.4083391537420171,-7.0004053093782215,-0.5601384346171745,-1.386320946566455,-3.261353567568301,-1.5741786330072944,2.05258017770396,-109.03046231882303,1.2095776029603595,-61.02449063085595,-1.6856543288669958,1.0105783684810254,-0.6934770488890541,-3.2973598830937823,-1.0688156443461718,2.4403476905343355,-108.97529100186811,1.1789932201392828,-60.97923659947328,-1.6854115551541433,1.0091096108359336,-0.6938333206902165,-3.22735583,-1.06321426,2.4542109,-109.39044886225861,1.9674295291124646,-59.89995245682555,-1.692187338487859,1.002617043578016,-0.6660823965823887
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_5,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,10.687986105308415,0.6505569233941654,10.648846913431331,0.751581738297713,-0.5198377556776101,6.002929509409125,0.3434416667882107,2.135598781715077,-109.1045628276849,3.8956991140053807,113.22103704450083,-1.2356085517623654,-1.7793677059472317,1.3278393912221342,5.965347339134313,0.8559353573829771,2.533563192443224,-109.16264693922817,3.920596198598331,113.26118230761234,-1.236000546336002,-1.780774708900416,1.327833996632603,5.85885887,0.84841954,2.53876157,-109.27065188151681,4.073179111337627,113.87681919175743,-1.2313021612026054,-1.7910646821584102,1.3345656694891888
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_000,0,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,8.853019146177063,3.4378744693630976,-8.724761872989273,-0.04433669980370425,-1.5008372727451258,-2.6014539290348466,-0.026314180991955833,0.7764978511383309,63.708777166059996,0.07451074968014382,89.86724746238416,0.864677668771487,0.8644840162514792,1.3892985744706638,-2.6372476187298926,0.47955663300196294,1.1649916272725487,63.64570617042751,0.0743988240752995,89.91126961469205,0.8635890027684024,0.8640587255444733,1.3903250481204783,-2.55,0.48,1.18,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_001,1,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,8.153225305506533,0.8161430641204368,-8.035114116028819,-1.1673079405206455,0.7412261441317236,-2.2948199438984362,-1.0427801118625282,1.2485806219010385,0.7288486134407879,-0.19625535755797704,-90.02438039054842,0.00729839467097502,-0.012683315385057214,-1.5711752851263248,-2.330351141160288,-0.5366730794052065,1.6374122614413171,0.7919200247224542,-0.19626265387871103,-89.9804923209406,0.008167061889198416,-0.013543656607866198,-1.570403253486631,-2.25,-0.525,1.63,-1.8363890085664206e-07,-0.0,-90.0000001836389,-2.5172823638819805e-09,2.517282371950131e-09,-1.57079633
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_002,2,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,6.899290639567629,1.2988274429961204,-6.83922279052962,-0.8400808901264822,0.34569791548428874,-1.1334473363781017,-1.0404019544204635,0.7133465813195351,68.25340324522901,0.09891741451289733,-89.65255674771436,0.9286552914962731,-0.9206925025500656,-1.361036659185201,-1.1683922279052963,-0.5334008089012648,1.103456979154843,68.31647300347551,0.0985006399932514,-89.60834397946898,0.9297556502139601,-0.921085023087201,-1.3599946644856784,-1.1,-0.525,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_003,3,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.371781899989379,0.7495137423906876,-4.020275379549168,1.5420268215559307,-0.7563174831164865,0.09575253288377288,0.717473374506901,0.4009741895095563,89.83754771260102,-0.47653267212480555,0.45066321592465924,1.5679750492311078,-0.00037248973234556526,0.01270434300271649,0.059797246204508325,1.2254202682155593,0.7924368251688352,89.83701735346989,-0.5396014840795491,0.4947720306578968,1.5679691584094568,-0.0006344388705941397,0.014172541973197427,0.1,1.21,0.8,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_004,4,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,3.715515604154602,0.6283190880530779,-3.1319031379199447,1.2888847230486,1.5280756231598858,0.7059798602846403,0.7144725279355805,1.6231471228810197,90.0927296064233,-0.1356158174290842,0.5446558251537309,1.5724123027510202,0.005615833528279169,0.009322528648269917,0.6686809686208005,1.222888847230486,2.015280756231599,90.092095804626,-0.19868367452591654,0.5887617860144876,1.5724047142642894,0.005356980909873788,0.01079218699934334,0.7,1.21,2.0,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_005,5,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,1.9969004298352775,0.26945745775062424,1.20360759841045,-1.3618889355086483,0.8271629845828965,1.9466292301982813,-1.5029910967040037,0.7147704174166224,67.0014183442736,-0.11162742073123672,-90.28873841091186,0.905422780889807,-0.9126796520911579,-1.3759719949792417,1.9120360759841044,-0.9936188893550865,1.108271629845829,67.06448886749968,-0.1113437647365413,-90.2447570210173,0.9065267178080519,-0.9130812076154727,-1.3749390674984618,1.9,-0.98,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_006,6,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,2.1330422457516,1.2597216120221522,-0.6976032102053109,1.5605645234523124,1.275875131591775,1.9990809740237865,0.006193578137036163,0.9892008686726476,67.10493193148893,0.08841532616464474,-88.79039137242776,0.9183839468168055,-0.897106829188861,-1.3550046685778863,1.9630239678979469,0.5156056452345231,1.3827587513159179,67.1679882586457,0.08704959257830332,-88.74619070746441,0.9194702073143792,-0.8975098263824584,-1.353960106273491,1.97,0.5,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_007,7,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,2.694004476740742,1.0212573693505793,-1.1430358826545417,2.1596925589098426,1.1343972596285612,1.9949645521543677,0.44718815745588814,0.9877908840828344,66.99328110563806,-0.09297817513072165,-89.0273818727937,0.9131115351474229,-0.8999454900811129,-1.3574071266688,1.9585696411734546,0.9565969255890985,1.3813439725962857,67.05634255443402,-0.09408297062275844,-88.98338070344,0.9142003406485293,-0.900350400147244,-1.3563657494076027,1.97,0.935,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_008,8,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,3.2441132167545934,1.2452276824106279,2.335434950425297,0.06377979144835955,2.250765712742364,2.7086649507813516,-1.0343207758396762,1.0381680742211081,66.98723723681861,-0.5803989800848832,-91.14520432250605,0.8937487224906971,-0.9258643063136599,-1.3841851040571485,2.673354349504253,-0.5243622020855164,1.4325076571274236,67.05029957752424,-0.5791723213080093,-91.10173833827072,0.8948629619100117,-0.9262682617415078,-1.3831614493157316,2.65,-0.525,1.41,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_009,9,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,7.274927023565082,0.30876838201145407,7.128423760430769,-0.019683021400584977,-1.4524980098412632,3.127337672500028,-0.030477391670882238,1.010675146807385,67.36073099154729,0.21013217065486275,89.88887692052076,0.9112930586633103,0.9145465209783165,1.3668744625050135,3.0912842376043077,0.47980316978599413,1.4054750199015873,67.29765958752986,0.2100439724947592,89.9327497671613,0.9101921216472381,0.9141452635784498,1.3679096129048438,3.02,0.48,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_010,10,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,7.835989952267792,0.39436405019678306,7.58007145672539,-1.8169331384566223,-0.8025018463265088,3.1307236138240144,-1.5084529354636997,1.0171705015670873,67.27313303376107,0.2694235425155514,90.21400037116221,0.9073739424634945,0.9172294299175489,1.3716538761461914,3.095800714567254,-0.9981693313845662,1.4119749815367348,67.21006187052933,0.26969320253998963,90.2578077543802,0.9062693864319163,0.9168278668693024,1.372686185324545,3.02,-0.98,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
moving_cam/fov,fov_69deg_baseline,69 deg baseline,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_011,11,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,8.564803230298622,0.6275797820633785,8.496390536876497,-0.5574901102631369,-0.9254226037699542,4.120769708043112,-0.5166202840822312,1.1248521124546709,0.6582678831579332,0.17889116799004434,90.04401004214404,0.006567470508687359,0.011479248464805579,1.5715262729628932,4.084963905368765,-0.005574901102631369,1.5207457739623005,0.5951965879790914,0.17897375879916155,90.08791718513753,0.005698541917680579,0.010618699424634205,1.572297735699589,4.0,0.0,1.53,-1.8363890085664206e-07,-0.0,90.0000001836389,-2.5172823638819805e-09,-2.517282371950131e-09,1.57079633
