group,variant,parameter,approach,evaluation,entity_type,entity_id,marker_id,used_for_alignment,alignment_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_local_x_m,est_local_y_m,est_local_z_m,est_local_roll_deg,est_local_pitch_deg,est_local_yaw_deg,est_local_rvec_x,est_local_rvec_y,est_local_rvec_z,est_gt_aligned_x_m,est_gt_aligned_y_m,est_gt_aligned_z_m,est_gt_aligned_roll_deg,est_gt_aligned_pitch_deg,est_gt_aligned_yaw_deg,est_gt_aligned_rvec_x,est_gt_aligned_rvec_y,est_gt_aligned_rvec_z,gt_world_x_m,gt_world_y_m,gt_world_z_m,gt_world_roll_deg,gt_world_pitch_deg,gt_world_yaw_deg,gt_world_rvec_x,gt_world_rvec_y,gt_world_rvec_z
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_0,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,4.626652434472747,1.4394734299061107,-1.496537466754344,4.235411896082719,-1.107959579828588,0.5903533971570707,-1.7278791673092018,2.115964324340159,-113.32995461096364,-1.528891223575941,-0.8426944551013905,-1.978000899411573,-0.002813105167482785,-0.03595776764502286,0.5728425553324565,-1.1922011410391729,2.4762487042017143,-113.47458486010541,-0.5627281584003052,0.0200353600740172,-1.9804850459861711,-0.006725810873348496,-0.0094985749954282,0.58780793,-1.23455526,2.4873283,-112.76486179960601,-1.4967437177574447,-0.8270999103481541,-1.9681387137868624,-0.0028859165404719407,-0.03515086081927826
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_1,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,9.800460534333927,1.3933257420057699,-8.268589928588588,-3.001795396189566,4.320725827600569,-4.007789051767794,0.47850383501184257,2.1417953211561715,-106.31554010408315,0.6085734011778923,-114.48583773344292,-1.1266387553918615,1.7664884621206127,-1.3141335218121841,-4.056853219285886,0.9450685460381043,2.5747499382760055,-107.14258821861719,0.08857057297623268,-113.63077942178361,-1.153336740850637,1.7657149845329032,-1.301785153255795,-3.97416732,0.9750865,2.53154268,-106.36411375666104,0.7680855225263834,-114.55965647612422,-1.1237817096415734,1.7685660170005004,-1.312074204858069
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_3,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,5.738190410536076,1.3147155730445081,-4.03914454017964,-2.2452111393246543,3.401641884584139,-3.2478620837051673,-1.5636598038271008,2.0634541784762366,-109.47637769763182,1.6868357332110397,-59.903850004807815,-1.6959526170211956,1.0009181796177702,-0.6700144845337093,-3.2677472754017964,-1.0856663713932466,2.4882273188458415,-110.38000336198455,2.0592835824939772,-59.07329603381549,-1.712184131210675,0.9986193564296575,-0.6483434722496234,-3.22735583,-1.06321426,2.4542109,-109.39044886225861,1.9674295291124646,-59.89995245682555,-1.692187338487859,1.002617043578016,-0.6660823965823887
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,static_camera,cam_edge_5,,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,13.320678201285116,0.28149359674808816,11.81891797359338,-4.709348245964251,3.9466042079106867,6.021338868666212,0.18396024230819155,2.3140912911048637,-110.25287500806408,4.358761808693501,112.66702287323776,-1.2602317051813001,-1.787437405939522,1.3142322077008661,5.9770480497359335,0.8013260575403575,2.578227612079107,-109.30679593073769,4.105400506116659,113.5969320006861,-1.2357241368543435,-1.7874273997087717,1.3318346436590822,5.85885887,0.84841954,2.53876157,-109.27065188151681,4.073179111337627,113.87681919175743,-1.2313021612026054,-1.7910646821584102,1.3345656694891888
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_000,0,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,8.480692418241146,1.686494451341784,-8.275664657384851,-1.7626474178482288,0.5732298419280468,-2.56782072367632,-0.022378375301736256,0.7757705189398882,64.44804902674701,0.04234297015655319,89.31166633530886,0.8781309639677906,0.8686621791128686,1.3769884205640532,-2.6327566465738483,0.4623735258215177,1.1857322984192804,65.41459840299517,0.18435688176622086,90.1736684902093,0.8841170537362586,0.8912555615060681,1.3830003996467033,-2.55,0.48,1.18,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_001,1,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,6.775934776133982,1.0561493678221876,-6.295595251047814,-1.3524934763106233,2.109391836986063,-2.270967837188631,-1.0290269070840505,1.2439251375132274,0.5267910563489189,-0.27310325376795913,-89.99367370450297,0.0034780499248231555,-0.010964339249173062,-1.5706486960555437,-2.312955952510478,-0.5385249347631063,1.6510939183698605,-0.44142833265998854,-0.4033560858425352,-89.12786802834052,-0.011559802240723116,0.00043284570773169585,-1.5555865064418184,-2.25,-0.525,1.63,-1.8363890085664206e-07,-0.0,-90.0000001836389,-2.5172823638819805e-09,2.517282371950131e-09,-1.57079633
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_002,2,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,6.969240493767632,1.6420552860711852,-6.960854771601599,0.13247616375339222,-0.31506185849625723,-1.118324398414646,-1.0301020710557678,0.7090767895197001,67.282270337341,0.1768174434701894,-89.4086679455573,0.9182437143956599,-0.9046100333545255,-1.3640351956530874,-1.169608547716016,-0.5236752383624661,1.0968493814150375,66.31279446334337,0.05639202362990225,-88.55055105185019,0.9087671315176273,-0.884729065167133,-1.3557499132585018,-1.1,-0.525,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_003,3,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,9.200733849469186,1.0455445097346954,-8.222317113295627,1.99235979552439,-3.6162836036948143,0.10067050658517152,0.7062056058424317,0.40056889503518467,90.09237385127298,-0.23584602378449138,-0.1143581081759568,1.5724014567784523,-0.004800229596444087,0.0016695671632543042,0.017776828867043723,1.2299235979552439,0.7638371639630519,89.96003225785061,0.7320733740720157,0.7451587370763889,1.569968266066577,0.020247024879100368,0.00018641609665824216,0.1,1.21,0.8,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_004,4,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,7.848628168026026,1.7451410875291629,-5.98592951371093,2.9443717526135282,-4.135249322498891,0.7028294195071397,0.7036512290376336,1.605723366818541,90.21377878450481,-0.07919950363826135,0.6394615086950646,1.5745170859738622,0.007702256243930363,0.009841915634645693,0.6401407048628907,1.2394437175261352,1.958647506775011,90.09417861650954,0.8903768838089554,1.4987048088096884,1.5721045626760732,0.03276097029067434,0.008313771928183718,0.7,1.21,2.0,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
world/route,route1,Route 1,AP02_ref_marker_graph_ba,gt_aligned_full_map,aruco_marker,marker_005,5,yes,GT_world_best_fit_SE3_using_static_cameras_and_markers_0_to_13,7.865841236698658,1.3454173670283958,-2.990178613918082,4.759586589114617,-5.502419987472429,1.9153567255121948,-1.4843525530761021,0.707429687795777,66.91334579045785,-0.18560540895418415,-90.21509730114357,0.9037177876517756,-0.9115748217006665,-1.3746768664882874,1.870098213860819,-0.9324041341088538,1.0449758001252758,65.94564616154462,-0.3196112709075422,-89.350740814511,0.8942366310579832,-0.8917959858193066,-1.3662159617648468,1.9,-0.98,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
