group,variant,method,evaluation,entity_type,entity_id,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_x_m,est_y_m,est_z_m,est_roll_deg,est_pitch_deg,est_yaw_deg,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,interpretation,status
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,6,3.661707576277023,1.0125738323946274,2.8961094856534197,0.7376397204140103,2.115783510697722,1.9989610948565342,0.0073763970051898015,0.9911578351069774,66.84579141233269,0.09181749983593025,-89.01976600699788,1.97,-1.9895030067829111e-10,0.9700000000000002,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,7,3.808583103519482,0.8000635854218449,2.967303889787032,1.4788588651196921,1.8744037289564197,1.9996730388978703,0.4497885884522467,0.9887440373787844,66.71828790798644,-0.05209247684221883,-89.28896923710442,1.97,0.43499999980104975,0.9700000000892202,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,8,5.315504553776576,0.7019116921086117,4.412818203937796,-0.8858465788945447,2.827879063693417,2.694128182039378,-1.0338584659961,1.0382787904267032,66.77024503032246,-0.24810715522923849,-90.57736389141888,2.65,-1.0250000002071546,1.009999999789769,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,9,9.632164199796806,0.25608349173160916,9.533262785955232,-0.641755115453789,-1.2180468782264642,3.1153326278595523,-0.026417551363743394,1.0078195312136333,67.18257630694647,0.16769562581777991,89.83498556502173,3.02,-0.020000000209205504,1.019999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,10,10.167540362830266,0.5558494400010827,9.842206108919216,-2.478371151370662,-0.6062444848322635,3.118422061089192,-1.5047837117229121,1.0139375548481242,67.37246305846465,0.3232916761190763,90.34708999238093,3.02,-1.4800000002092055,1.0199999996964468,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,11,10.984325433507465,0.7105961300722591,10.883875419174238,-1.1974936707977446,-0.8733097946852064,4.108838754191742,-0.5119749369397443,1.1212669019505963,0.6841667829803556,0.1789539224102479,90.07063511643406,4.0,-0.5000000002317668,1.1299999998974484,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,12,11.107247852193018,0.4868314759040213,10.91086700589372,-1.8763219300058642,-0.8962990821847594,4.149108670058937,-1.4987632195092642,1.0110370088745992,67.1361768414165,-0.34654338489054576,179.66227916913454,4.04,-1.4800000002092055,1.0199999996964468,67.08168818301552,-4.2185671112750317e-17,179.99999979432002,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,13,10.731382199178807,0.8214137781042841,10.60290073273018,-0.4022532807213791,-1.6060050606615306,4.156029007327302,0.22597746701434626,0.8539399494405586,0.8061220550427429,-0.022547642947498087,90.15598115388657,4.05,0.22999999982156005,0.8700000000471739,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
baseline,clean_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,14,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,Marker 14 defines the AP02 coordinate system. Its pose relative to itself is not an estimate.,GAUGE_ANCHOR_NOT_ESTIMATED
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_0,9.280875939613033,1.8331099773668524,2.9062484342625816,-5.303348663598162,7.040090283309297,0.6168704143426258,-1.7875887470640996,2.15772920247733,-113.52008131118384,-0.7999435655284729,0.7061608289740083,0.58780793,-1.734555260428118,2.087328299644237,-112.76486178785166,-1.4967437175878098,-0.8270999106551793,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_1,12.744596235631612,1.4504850878270756,-10.931180385981909,4.7327510181246035,4.531566658324726,-4.083479123859819,0.5224140097440593,2.1768583466806892,-105.74966931387661,-0.14353336688431026,-115.50254352027576,-3.97416732,0.47508649956281324,2.131542680097442,-106.3641137615459,0.7680855332147687,-114.5596564761897,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_3,5.483969024191111,1.0346406311256362,-2.598884321943551,-4.343810192927822,2.109746322963968,-3.2533446732194355,-1.606652362350604,2.0753083629090194,-109.28039673937661,1.1573715533081295,-60.53113771633024,-3.22735583,-1.5632142604213257,2.0542108996793798,-109.39044885636157,1.9674295392793395,-59.899952456623105,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_5,1174.1696882289366,141.90512708644755,-1158.3179962626843,190.63053055956112,-25.17691617769662,-5.724321092626844,2.254724845156944,1.886992408294496,103.54256026558876,15.863216455601084,51.82337341659229,5.85885887,0.34841953956133265,2.138761570071462,-109.27065188628556,4.0731791005917914,113.8768191914187,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,0,504.24085168224985,146.51128104124732,397.87003737587054,-66.80553714425186,-302.4818838717983,1.4287003737587058,-0.6880553716024993,-2.244818838722085,-80.26484477089,8.031625911553215,67.94416113997404,-2.55,-0.020000000159980713,0.779999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,1,5.2504133795698635,0.7961831279156613,-2.8818994201325054,-3.6563282436734568,2.427500805998206,-2.278818994201325,-1.0615632826890118,1.254275007849751,0.6345806142061886,0.05500501588198741,-89.5220014187874,-2.25,-1.0250000002522772,1.229999999789769,-1.8363890089430702e-07,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,2,3.060099941293071,0.595492529199807,-1.2353391248058676,-2.5947898346480924,1.0512918773740498,-1.1123533912480588,-1.0509478984900533,0.7105129185635097,67.5775219873935,-0.2501261770242564,-90.21602204223738,-1.1,-1.0250000001435724,0.6999999997897692,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,3,7.0987218035540565,1.8706097563738509,-6.088359563713708,-2.823684832052953,2.313121924245165,0.03911640436286292,0.6817631515974291,0.42313121938807513,89.24285296600002,0.7027146344658621,1.5549067185277914,0.1,0.7099999999179586,0.4000000001456235,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,4,5.520974715056176,3.0564512182014965,-3.410346840796974,-0.7007397295427986,4.284817389480677,0.6658965315920302,0.7029926023764066,1.6428481740404304,87.0618525336793,0.8187553421616892,-0.21954311107652924,0.7,0.7099999996718346,1.6000000001456236,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,5,4.289423523998718,0.7335992056985523,2.396288772522781,-1.9682340698081946,2.9636141674248218,1.9239628877252277,-1.4996823408416542,0.7296361413706952,67.54444457009788,-0.32235013669048745,-89.53213379735391,1.9,-1.4800000001435722,0.699999999696447,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,6,2.829397404306639,1.4348556406679944,-0.6143482570823755,1.3168646503633508,2.427742445800296,1.9638565174291762,0.013168646304683207,0.9942774244580032,66.21668358676257,-0.4414016102542612,-88.94036143719946,1.97,-1.9895030067829111e-10,0.9700000000000002,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,7,2.9030807062680437,1.8135122153701229,-1.2775018196335308,1.687157777579329,1.9873010143137249,1.9572249818036647,0.45187157757684304,0.9898730102323574,65.8424775062664,-0.38106422166634346,-88.72778419903455,1.97,0.43499999980104975,0.9700000000892202,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,8,4.31168437934603,2.093708156944904,2.262830516374237,-0.09949525332251241,3.6688310039886485,2.6726283051637423,-1.0259949527403798,1.0466883098296555,67.48073672606498,-1.2395930934787647,-91.64380589804347,2.65,-1.0250000002071546,1.009999999789769,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,9,612.4543354787337,141.44040602365124,-604.2993368365487,99.47504250874087,5.228810905824988,-3.022993368365486,0.9747504248782032,1.0722881090541478,-74.72291406332018,5.762324271016369,72.23416512403219,3.02,-0.020000000209205504,1.019999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,10,655.5529315987635,142.35680146160985,-646.7948484339386,105.04538748851448,19.275288180446214,-3.4479484843393857,-0.4295461253240608,1.212752881500909,-75.6146300329381,5.474443592990115,72.67328560529343,3.02,-1.4800000002092055,1.0199999996964468,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,11,809.2000259737649,141.52089419444735,-797.0007509805164,130.79844347776853,49.86233203759658,-3.970007509805164,0.8079844345459183,1.6286233202734142,-141.83814419477454,5.381932013562028,73.11424885924023,4.0,-0.5000000002317668,1.1299999998974484,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,12,837.6572717443948,141.93269611563974,-823.1522055081203,132.28523359268416,81.18354788200037,-4.191522055081204,-0.15714766428236385,1.8318354785164506,-118.78943294975981,37.69790088951475,-20.523149360956026,4.04,-1.4800000002092055,1.0199999996964468,67.08168818301552,-4.2185671112750317e-17,179.99999979432002,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,13,780.5908986719911,140.8190544869227,-764.8986846497148,125.27592308432804,92.50998003487099,-3.5989868464971484,1.4827592306648405,1.7950998003958838,-141.1743063342516,5.756263729661178,72.52731717142457,4.05,0.22999999982156005,0.8700000000471739,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_40deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,14,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,Marker 14 defines the AP02 coordinate system. Its pose relative to itself is not an estimate.,GAUGE_ANCHOR_NOT_ESTIMATED
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_0,5.035048015648197,0.6289053811520293,2.4244973043357376,-4.1314478692138,1.550696567714116,0.6120529030433574,-1.775869739120256,2.102835265321378,-112.74768729446932,-1.5214047838958928,-0.19936508325828003,0.58780793,-1.734555260428118,2.087328299644237,-112.76486178785166,-1.4967437175878098,-0.8270999106551793,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_1,10.284403045279177,1.2232559837459036,-9.603815851395447,2.7508432015237894,2.443057259022696,-4.070205478513954,0.5025949315780511,2.155973252687669,-105.70329335729976,0.21857173658490958,-115.42445849518901,-3.97416732,0.47508649956281324,2.131542680097442,-106.3641137615459,0.7680855332147687,-114.5596564761897,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_3,3.5759216464259698,1.4110052632906684,-3.3997729287202016,-1.0964343963227652,-0.16306829575185589,-3.261353559287202,-1.5741786043845534,2.052580216721861,-109.03046288924885,1.2095782450992025,-61.02449134108414,-3.22735583,-1.5632142604213257,2.0542108996793798,-109.39044885636157,1.9674295392793395,-59.899952456623105,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_5,14.419143168198259,0.7101218682425678,14.407075980945816,-0.4978032108300834,-0.31629629706952933,6.002929629809458,0.3434415074530318,2.135598607100767,-109.10456159410991,3.895698236318411,113.22103594773291,5.85885887,0.34841953956133265,2.138761570071462,-109.27065188628556,4.0731791005917914,113.8768191914187,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,0,5.195805132969369,3.376256640891563,-5.14539182878071,-0.631415761477986,-0.35021142794705584,-2.601453918287807,-0.026314157774760573,0.7764978857164274,63.70877809567565,0.07451046799295753,89.8672464576753,-2.55,-0.020000000159980713,0.779999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,1,5.167397162096449,0.7551611990593908,-4.481994113098908,-1.7780091157166167,1.8580650649042907,-2.294819941130989,-1.0427800914094434,1.248580650438812,0.7288477667696992,-0.19625509692805426,-90.02438110944328,-2.25,-1.0250000002522772,1.229999999789769,-1.8363890089430702e-07,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,2,3.916728339155501,1.2258494248219511,-3.344734100828295,-1.540194500603831,1.3346593489763081,-1.133447341008283,-1.0404019451496107,0.7133465932795323,68.25340183451459,0.09891789237301019,-89.65255719385017,-1.1,-1.0250000001435724,0.6999999997897692,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,3,0.8651079852885111,0.6752479451999002,-0.4247453460195713,0.7473370894605202,0.09741915602867746,0.09575254653980429,0.7174733708125638,0.40097419170591025,89.83754792316384,-0.47653191002134465,0.45066262812113234,0.1,0.7099999999179586,0.4000000001456235,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,4,2.4321829501763874,0.5689981211816268,0.5979887588965949,0.4472515018670187,2.314711524453905,0.7059798875889659,0.7144725146905048,1.6231471153901627,90.09272979927714,-0.13561510263589033,0.5446551716591078,0.7,0.7099999996718346,1.6000000001456236,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,5,5.404664631701637,0.3198742389252235,4.662921779147355,-2.299112394309555,1.4770384087937738,1.9466292177914735,-1.5029911240866678,0.7147703837843847,67.00141778861565,-0.1116274033906225,-90.28873950807407,1.9,-1.4800000001435722,0.699999999696447,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,6,3.539401183943034,1.2130395930176259,2.908098523210967,0.6193548768341903,1.9200841795966261,1.9990809852321096,0.0061935485693916026,0.9892008417959665,67.10493113365297,0.08841554203608161,-88.79039230926149,1.97,-1.9895030067829111e-10,0.9700000000000002,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,7,3.298931489411268,0.9809717273508791,2.4964570057778745,1.2188128276566623,1.7790859117174151,1.9949645700577787,0.4471881280776164,0.9877908592063943,66.99328053571574,-0.09297786551769818,-89.02738275430586,1.97,0.43499999980104975,0.9700000000892202,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,8,6.5741102094942345,1.287775585737395,5.866495496144752,-0.9320816485325345,2.8168030532429,2.7086649549614474,-1.03432081669248,1.038168030322198,66.98723668097222,-0.5803993517387703,-91.14520642037222,2.65,-1.0250000002071546,1.009999999789769,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,9,10.82502915539358,0.3667191646805271,10.733775235421161,-1.0477485853161057,-0.9324957439841297,3.1273377523542116,-0.03047748606236656,1.0106750425560567,67.36073165538413,0.2101316744864682,89.88887516985265,3.02,-0.020000000209205504,1.019999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,10,11.435607350976214,0.39350148243352223,11.072366438469983,-2.845303146398992,-0.28296102741682816,3.1307236643847,-1.5084530316731954,1.0171703894222786,67.27313456184835,0.2694233032681227,90.21399931501465,3.02,-1.4800000002092055,1.0199999996964468,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,11,12.201672199285708,0.6834960862413705,12.076978383331305,-1.662039897184342,-0.5148018721193415,4.120769783833313,-0.5166203992036102,1.124851981176255,0.6582695512278712,0.17889079027306884,90.04400883781481,4.0,-0.5000000002317668,1.1299999998974484,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,12,12.29836354777813,0.5366423736907396,12.06735685119753,-2.3145329104503176,-0.5211352853303097,4.160673568511975,-1.5031453293137087,1.0147886468431437,67.16963345521962,-0.38643869036890727,179.63787943904182,4.04,-1.4800000002092055,1.0199999996964468,67.08168818301552,-4.2185671112750317e-17,179.99999979432002,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,13,11.876424512629537,0.819575658965832,11.77476532894719,-0.8277712798530151,-1.3111656495887192,4.167747653289472,0.2217222870230299,0.8568883435512867,0.8085161955045281,0.0007727735406917572,90.13418919335349,4.05,0.22999999982156005,0.8700000000471739,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_69deg_baseline,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,14,,,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,Marker 14 defines the AP02 coordinate system. Its pose relative to itself is not an estimate.,GAUGE_ANCHOR_NOT_ESTIMATED
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_0,4.9840775288337635,0.8290155957945792,2.181851490796527,-1.6582678353908697,4.163015814483861,0.6096264449079652,-1.7511379387820267,2.1289584577890754,-113.47592574654851,-1.2944957200659228,-0.4342108417507694,0.58780793,-1.734555260428118,2.087328299644237,-112.76486178785166,-1.4967437175878098,-0.8270999106551793,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_1,10.90248600750966,1.1871372574726118,-9.29959007202803,2.2266777694577797,5.236767299315881,-4.06716322072028,0.49735327725739104,2.1839103530906008,-105.9405729164895,-0.12091728390663654,-115.22028941555426,-3.97416732,0.47508649956281324,2.131542680097442,-106.3641137615459,0.7680855332147687,-114.5596564761897,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_3,4.040015161949859,1.1304997891530297,-1.902442339459709,-2.374056344144826,2.6582498243471253,-3.246380253394597,-1.586954823862774,2.080793397922851,-109.41455645667837,1.2559424109022193,-60.778836095005076,-3.22735583,-1.5632142604213257,2.0542108996793798,-109.39044885636157,1.9674295392793395,-59.899952456623105,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,static_camera,cam_edge_5,14.601894732122439,0.5855254542662217,13.675696321446296,4.770628948325095,-1.8525008310303015,5.995615833214463,0.3961258290445836,2.120236561761159,-108.78141898436573,4.146198632871055,113.59662009640488,5.85885887,0.34841953956133265,2.138761570071462,-109.27065188628556,4.0731791005917914,113.8768191914187,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,0,4.701874976761437,1.9048521021452227,-4.176197141052995,-1.4441179189759796,1.606713780437774,-2.5917619714105298,-0.03444117934974051,0.7960671378002757,65.19399016983571,0.10740588620598784,89.7668636656898,-2.55,-0.020000000159980713,0.779999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,1,5.69467595621449,0.5594854300186163,-3.4179601693883566,-2.6820402415149047,3.68151363839071,-2.2841796016938836,-1.0518204026674263,1.2668151361736761,0.31951670979523117,-0.29888045684593484,-89.65211464151507,-2.25,-1.0250000002522772,1.229999999789769,-1.8363890089430702e-07,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,2,3.849040493052565,0.8221153891747199,-2.315430293019616,-2.0382206517445267,2.3020755526540704,-1.1231543029301962,-1.0453822066610177,0.7230207553163099,67.87675525472481,-0.03515794130109338,-89.7940724360528,-1.1,-1.0250000001435724,0.6999999997897692,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,3,1.037537632296294,0.630136625352347,-0.1687597055374246,1.0182062837952532,-0.10611533281190688,0.09831240294462576,0.7201820627559111,0.3989388468175044,89.59103272675048,-0.00785863792264159,0.4793579386501362,0.1,0.7099999999179586,0.4000000001456235,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
moving_cam/fov,fov_100deg,AP02,relative_geometry_in_ref14_gauge_vs_gt_relative_geometry,aruco_marker,4,2.9992844001769,0.6163439790620099,1.2344490565977306,2.027387690942095,1.8334507330239225,0.7123444905659773,0.7302738765812555,1.6183345074758628,89.6184667845472,0.16127913474311598,0.4558648468615642,0.7,0.7099999996718346,1.6000000001456236,90.00000001175157,-0.0,0.0,AP02 and GT are each expressed relative to their own marker-14 frame; this evaluates relative geometry only.,OK
