camera_a,camera_b,ap01_distance_m,ap02_distance_m,ap03_distance_m,simulation_gt_reference_m,ap01_vs_simulation_gt_cm,ap02_vs_simulation_gt_cm,ap03_vs_simulation_gt_cm,measured_real_reference_m,ap01_vs_measured_real_cm,ap02_vs_measured_real_cm,ap03_vs_measured_real_cm
cam_edge_0,cam_edge_1,4.469362426715389,4.958645772352058,4.944944531812474,5.069131069576643,59.976864286125405,11.048529722458511,12.41865377641691,,,,
cam_edge_0,cam_edge_3,3.8185490582302926,3.763530852042341,3.740453209215079,3.819152918656321,0.06038604260285574,5.562206661398017,7.869970944124205,,,,
cam_edge_0,cam_edge_5,5.495572454236995,5.573878911914448,5.561081307634163,5.667927964501032,17.235551026403684,9.404905258658403,10.684665686686845,,,,
cam_edge_1,cam_edge_3,1.4210676641546978,2.0908946011244485,2.114344915896731,2.1721826797050396,75.11150155503418,8.128807858059117,5.783776380830874,,,,
cam_edge_1,cam_edge_5,9.308227246036717,9.687812439930621,9.645724276866837,9.833844654272019,52.5617408235302,14.60322143413979,18.812037740518228,,,,
cam_edge_3,cam_edge_5,9.099210238816067,9.149754247135432,9.113309948343762,9.285515073252316,18.630483443624968,13.576082611688456,17.220512490855455,,,,
