marker_id,reference_marker_id,coordinate_frame,entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
0,3,marker_3_reference_frame,marker,0,ba_with_moving,0.3460183026486905,-0.12318444434621285,-0.27251320451543426,-67.95247593883582,2.0125768143998704,-3.188006493145351,-1.1845683245506562,0.06388516276759908,-0.028128390889388906
2,3,marker_3_reference_frame,marker,2,ba_with_moving,1.0931033373043286,-0.33301702093366736,2.374075585513997,5.044635183710006,3.2565336868703545,-2.6845459416588255,0.08933721744677334,0.05472855533595328,-0.0493134365020792
3,3,marker_3_reference_frame,marker,3,ba_with_moving,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
4,3,marker_3_reference_frame,marker,4,ba_with_moving,1.2434312771899991,-0.2590877789435511,3.6743774685759383,-71.03891853294162,2.2773733427284806,-2.833497308359667,-1.2384418858390795,0.0651593164561896,-0.018306371485153856
5,3,marker_3_reference_frame,marker,5,ba_with_moving,-0.009646272582724049,-0.37392129572956095,3.0925337660671284,161.75981533998427,-1.8645602790326834,176.4461889369797,-0.10353483436982691,-3.077925976707748,-0.495704973211491
6,3,marker_3_reference_frame,marker,6,ba_with_moving,1.8909909366746753,1.0618310813788017,1.5289572435028829,87.05196263668346,-73.30852720788415,-88.11451630321106,0.21364472207203763,-1.546387962302028,-0.24250192023682818
7,3,marker_3_reference_frame,marker,7,ba_with_moving,0.058692834463824596,1.3965318085884941,-1.5015978320874905,142.39937044070123,-1.0837272322413927,178.02113566905604,-0.06079479165157043,-2.966845929928216,-1.010555719268868
8,3,marker_3_reference_frame,marker,8,ba_with_moving,1.8950388659830977,1.6008834809795323,-0.04143191342887935,82.1554208567228,-71.15241559819167,-85.43126305852446,0.21117584238829157,-1.5195785955367642,-0.29966886253618685
9,3,marker_3_reference_frame,marker,9,ba_with_moving,1.8251103881451423,1.6737193976783025,-1.7738051909343295,70.41248712488937,-71.04225113998805,-82.15640432809973,0.09229193720475519,-1.4717639376491896,-0.407566774808024
10,3,marker_3_reference_frame,marker,10,ba_with_moving,1.8819970959886694,1.9282144195548696,-0.940676395223865,78.24486816334976,-74.16907256367783,-81.44190927003172,0.16886377479148776,-1.5111505522778037,-0.2553268834496291
12,3,marker_3_reference_frame,marker,12,ba_with_moving,0.5711305258065618,1.8665721787453418,-2.5933306906053937,-72.2939292838219,1.2609887643189457,-3.564239091164366,-1.2605990507835774,0.05824059295905541,-0.03984069711912325
15,3,marker_3_reference_frame,marker,15,ba_with_moving,-0.6591485640420093,1.3081632480227858,0.7749154609071357,99.89575089108268,71.90633823740647,96.79974012690944,0.28910443041370176,1.602177779397852,0.2044659700991646
16,3,marker_3_reference_frame,marker,16,ba_with_moving,-0.7214766223123334,0.26827251067207164,0.51726368600333,100.11619802703738,71.45799241521316,96.81989426858621,0.2979262243277213,1.6032299912863022,0.20783136875945782
17,3,marker_3_reference_frame,marker,17,ba_with_moving,1.8631076375688334,2.451338955757328,-2.3348339867190107,86.31233053009676,-71.65406528816766,-89.75489846013379,0.2041154269083617,-1.5446946140326534,-0.29747253054378103
18,3,marker_3_reference_frame,marker,18,ba_with_moving,1.9185517434801356,0.5618705264825112,3.0480558569804472,87.12043474192565,-71.05722914892236,-89.79619964364345,0.22279036486389223,-1.5460106137377687,-0.295329261513338
19,3,marker_3_reference_frame,marker,19,ba_with_moving,-0.20471241068461477,0.9999457993173145,1.7747872736371189,90.22811153895442,70.98240138567965,86.4958999656838,0.3106468249015216,1.5450046802880184,0.20948596944166384
20,3,marker_3_reference_frame,marker,20,ba_with_moving,1.4820503103270515,0.49253699410990304,0.20083475637527268,17.513374386943806,5.129212647414826,-8.210708090879862,0.31135185354065015,0.06679495930493032,-0.15577413321092148
