dataset,image,marker_count,ids
side_light,frame_000090.png,3,5 6 7
side_light,frame_000091.png,3,5 6 7
side_light,frame_000092.png,3,5 6 7
side_light,frame_000093.png,3,5 6 7
side_light,frame_000094.png,3,5 6 7
side_light,frame_000095.png,3,5 6 7
side_light,frame_000096.png,3,5 6 7
side_light,frame_000097.png,3,5 6 7
side_light,frame_000098.png,3,5 6 7
side_light,frame_000099.png,3,5 6 7
side_light,frame_000100.png,3,5 6 7
side_light,frame_000101.png,3,5 6 7
side_light,frame_000102.png,3,5 6 7
side_light,frame_000103.png,3,5 6 7
side_light,frame_000104.png,3,5 6 7
side_light,frame_000105.png,3,5 6 7
side_light,frame_000106.png,3,5 6 7
side_light,frame_000107.png,3,5 6 7
side_light,frame_000108.png,3,5 6 7
side_light,frame_000109.png,3,5 6 7
side_light,frame_000110.png,3,5 6 7
side_light,frame_000111.png,3,5 6 7
side_light,frame_000112.png,3,5 6 7
side_light,frame_000113.png,3,5 6 7
side_light,frame_000114.png,3,5 6 7
side_light,frame_000115.png,3,5 6 7
side_light,frame_000116.png,3,5 6 7
side_light,frame_000117.png,3,5 6 7
side_light,frame_000118.png,3,5 6 7
side_light,frame_000119.png,3,5 6 7
side_light,frame_000120.png,3,5 6 7
side_light,frame_000121.png,3,5 6 7
side_light,frame_000122.png,3,5 6 7
side_light,frame_000123.png,3,5 6 7
side_light,frame_000124.png,3,5 6 7
side_light,frame_000125.png,3,5 6 7
side_light,frame_000126.png,3,5 6 7
side_light,frame_000127.png,3,5 6 7
side_light,frame_000128.png,3,5 6 7
side_light,frame_000129.png,3,5 6 7
side_light,frame_000130.png,3,5 6 7
side_light,frame_000131.png,3,5 6 7
side_light,frame_000132.png,3,5 6 7
side_light,frame_000133.png,3,5 6 7
side_light,frame_000134.png,3,5 6 7
side_light,frame_000135.png,3,5 6 7
side_light,frame_000136.png,3,5 6 7
side_light,frame_000137.png,3,5 6 7
side_light,frame_000138.png,3,5 6 7
side_light,frame_000139.png,3,5 6 7
side_light,frame_000140.png,3,5 6 7
side_light,frame_000141.png,3,5 6 7
side_light,frame_000142.png,3,5 6 7
side_light,frame_000143.png,3,5 6 7
side_light,frame_000144.png,3,5 6 7
side_light,frame_000145.png,3,5 6 7
side_light,frame_000146.png,3,5 6 7
side_light,frame_000147.png,3,5 6 7
side_light,frame_000148.png,3,5 6 7
side_light,frame_000149.png,3,5 6 7
side_light,frame_000150.png,3,5 6 7
side_light,frame_000151.png,3,5 6 7
side_light,frame_000152.png,3,5 6 7
side_light,frame_000153.png,3,5 6 7
side_light,frame_000154.png,3,5 6 7
side_light,frame_000155.png,3,5 6 7
side_light,frame_000156.png,3,5 6 7
side_light,frame_000157.png,3,5 6 7
side_light,frame_000158.png,3,5 6 7
side_light,frame_000159.png,3,5 6 7
side_light,frame_000160.png,3,5 6 7
side_light,frame_000161.png,3,5 6 7
side_light,frame_000162.png,3,5 6 7
side_light,frame_000163.png,3,5 6 7
side_light,frame_000164.png,3,5 6 7
side_light,frame_000165.png,3,5 6 7
side_light,frame_000166.png,3,5 6 7
side_light,frame_000167.png,3,5 6 7
side_light,frame_000168.png,3,5 6 7
side_light,frame_000169.png,3,5 6 7
side_light,frame_000170.png,3,5 6 7
side_light,frame_000171.png,3,5 6 7
side_light,frame_000172.png,3,5 6 7
side_light,frame_000173.png,3,5 6 7
side_light,frame_000174.png,3,5 6 7
side_light,frame_000175.png,3,5 6 7
side_light,frame_000176.png,3,5 6 7
side_light,frame_000177.png,3,5 6 7
side_light,frame_000178.png,3,5 6 7
side_light,frame_000179.png,3,5 6 7
side_light,frame_000180.png,3,5 6 7
side_light,frame_000181.png,3,5 6 7
side_light,frame_000182.png,3,5 6 7
side_light,frame_000183.png,3,5 6 7
side_light,frame_000184.png,3,5 6 7
side_light,frame_000185.png,3,5 6 7
side_light,frame_000186.png,3,5 6 7
side_light,frame_000187.png,3,5 6 7
side_light,frame_000188.png,3,5 6 7
side_light,frame_000189.png,3,5 6 7
side_light,frame_000190.png,3,5 6 7
side_light,frame_000191.png,3,5 6 7
side_light,frame_000192.png,3,5 6 7
side_light,frame_000193.png,3,5 6 7
side_light,frame_000194.png,3,5 6 7
side_light,frame_000195.png,3,5 6 7
side_light,frame_000196.png,3,5 6 7
side_light,frame_000197.png,3,5 6 7
side_light,frame_000198.png,3,5 6 7
side_light,frame_000199.png,3,5 6 7
side_light,frame_000200.png,3,5 6 7
side_light,frame_000201.png,3,5 6 7
side_light,frame_000202.png,3,5 6 7
side_light,frame_000203.png,3,5 6 7
side_light,frame_000204.png,3,5 6 7
side_light,frame_000205.png,3,5 6 7
side_light,frame_000206.png,3,5 6 7
side_light,frame_000207.png,3,5 6 7
