method,label,anchor_marker_id,parent_frame,child_frame,camera_id,status,estimate_status,quality_status,deployment_eligible,evaluation_status,source,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,qx,qy,qz,qw,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
ap03,baseline,14,evaluation_anchor_marker_14,cam_edge_0_optical_frame,cam_edge_0,available,available,accepted,True,available,method_primary_result,0.5898056817899279,-1.746897403516717,2.091712348096545,-1.9681580245115953,-0.024286252382096835,-0.016712506334745313,-0.8327282630642511,0.0002357778970379459,-0.014737619393944062,0.5534856699837658,0.9995654939667653,0.015921444451107058,0.024805863773860945,0.5898056817899279,-0.01670680012578442,-0.38730711506281046,0.9217993715832531,-1.746897403516717,0.0242838650246233,-0.9218132708028851,-0.3868728313944423,2.091712348096545,0.0,0.0,0.0,1.0
ap03,baseline,14,evaluation_anchor_marker_14,cam_edge_1_optical_frame,cam_edge_1,available,available,accepted,True,available,method_primary_result,-3.9917987407587985,0.4828708514625199,2.144689572091936,-1.8581282787772195,0.012040110576019905,-2.0004748479886167,-0.4296140357444364,0.6761056091625053,-0.501154060169563,0.3273493447770105,-0.41654837353088037,-0.25282401222581924,0.8732510929571272,-3.9917987407587985,-0.9090338251411985,0.12855277653388056,-0.39639839605451355,0.4828708514625199,-0.012039819680503007,-0.9589338884863069,-0.28337402889924823,2.144689572091936,0.0,0.0,0.0,1.0
ap03,baseline,14,evaluation_anchor_marker_14,cam_edge_3_optical_frame,cam_edge_3,available,available,accepted,True,available,method_primary_result,-3.2414866639815276,-1.575183253244589,2.068024032178714,-1.911321621965254,0.03571690867557436,-1.0454237153800805,-0.7023832985005454,0.41658412536751444,-0.27540860849851084,0.5072134332252952,0.5012155297133943,-0.30582157244453717,0.8094789426548863,-3.2414866639815276,-0.8645853558698605,-0.13838439929518445,0.4830547799650652,-1.575183253244589,-0.03570931516436859,-0.9419781971252102,-0.3337692630414462,2.068024032178714,0.0,0.0,0.0,1.0
ap03,baseline,14,evaluation_anchor_marker_14,cam_edge_5_optical_frame,cam_edge_5,available,available,accepted,True,available,method_primary_result,5.902752422076975,0.3509972061454077,2.134237625517009,-1.9055687090196973,0.06931862262209361,1.987729220575301,-0.46112444435370603,-0.6717490763888682,0.5007453539260999,0.292184044245427,-0.4039854622157446,0.32690023389539297,-0.8543605698986046,5.902752422076975,0.9121394444843349,0.07323667468182182,-0.4032840479083664,0.3509972061454077,-0.0692631224688859,-0.942216868115131,-0.32776514961962283,2.134237625517009,0.0,0.0,0.0,1.0
