initialization_algorithm,initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_length,path_bottleneck_score,pnp_reprojection_rmse_px,area_px2,distance_m
unweighted_first_hit_bfs_diagnostic,observer,cam_edge_1,marker,14,14,cam_edge_1,static,9.1577423972267,1,9.1577423972267,0.14203376265054027,652.0,4.570408053475575
unweighted_first_hit_bfs_diagnostic,observer,cam_edge_3,marker,14,14,cam_edge_3,static,9.760939671081772,1,9.760939671081772,0.1652401214177915,735.0,4.184488347246913
unweighted_first_hit_bfs_diagnostic,marker,7,observer,cam_edge_1,7,cam_edge_1,static,7.67255522330154,2,7.67255522330154,0.23353963795061633,834.0,6.118902976384111
unweighted_first_hit_bfs_diagnostic,marker,2,observer,cam_edge_1,2,cam_edge_1,static,15.6329583956338,2,9.1577423972267,0.20013423151238488,1824.0,3.5976855054744283
unweighted_first_hit_bfs_diagnostic,marker,6,observer,cam_edge_1,6,cam_edge_1,static,8.13417957886895,2,8.13417957886895,0.16113974441877105,752.0,6.252480782573799
unweighted_first_hit_bfs_diagnostic,marker,5,observer,cam_edge_1,5,cam_edge_1,static,8.547839687426103,2,8.547839687426103,0.04261170803064659,564.0,6.532448233857888
unweighted_first_hit_bfs_diagnostic,marker,17,observer,cam_edge_1,17,cam_edge_1,static,3.4126121707054256,2,3.4126121707054256,0.2973561945176256,214.0,6.486388895530509
unweighted_first_hit_bfs_diagnostic,marker,18,observer,cam_edge_1,18,cam_edge_1,static,6.122259908633805,2,6.122259908633805,0.3045416856590852,531.0,4.891467256035273
unweighted_first_hit_bfs_diagnostic,marker,8,observer,cam_edge_1,8,cam_edge_1,static,5.323737904342087,2,5.323737904342087,0.25285244297284654,502.0,7.189036486181634
unweighted_first_hit_bfs_diagnostic,marker,1,observer,cam_edge_3,1,cam_edge_3,static,27.831654891560927,2,9.760939671081772,0.3643846771493961,8775.0,1.3811741570838951
unweighted_first_hit_bfs_diagnostic,marker,3,observer,cam_edge_3,3,cam_edge_3,static,7.167769369196365,2,7.167769369196365,0.25927038089375604,603.5,4.671251759596917
unweighted_first_hit_bfs_diagnostic,marker,19,observer,cam_edge_3,19,cam_edge_3,static,25.178157788771355,2,9.760939671081772,0.016647152282941655,2079.0,3.069909646884428
unweighted_first_hit_bfs_diagnostic,marker,20,observer,cam_edge_3,20,cam_edge_3,static,4.960477279173603,2,4.960477279173603,0.2051228820864619,472.5,9.103943480185158
unweighted_first_hit_bfs_diagnostic,marker,4,observer,cam_edge_3,4,cam_edge_3,static,6.629051822958718,2,6.629051822958718,0.269217008296347,552.0,4.840527773239854
unweighted_first_hit_bfs_diagnostic,observer,cam_edge_0,marker,7,7,cam_edge_0,static,19.274394350413303,3,7.67255522330154,0.27642109079268934,2813.0,2.852544085963125
unweighted_first_hit_bfs_diagnostic,observer,cam_edge_5,marker,17,17,cam_edge_5,static,7.679428643593231,3,3.4126121707054256,0.06811068357868645,394.5,5.139538843720712
unweighted_first_hit_bfs_diagnostic,marker,13,observer,cam_edge_5,13,cam_edge_5,static,31.712814033467865,4,3.4126121707054256,0.1485601840087693,3914.5,2.23661744504178
unweighted_first_hit_bfs_diagnostic,marker,9,observer,cam_edge_5,9,cam_edge_5,static,24.748202031611388,4,3.4126121707054256,0.12157088885862638,2965.0,3.05935925808883
unweighted_first_hit_bfs_diagnostic,marker,12,observer,cam_edge_5,12,cam_edge_5,static,23.33761546913118,4,3.4126121707054256,0.1563093508496918,2755.0,2.829518207102803
unweighted_first_hit_bfs_diagnostic,marker,11,observer,cam_edge_5,11,cam_edge_5,static,23.622839025921543,4,3.4126121707054256,0.14639810409751244,2192.5,2.2747495319332223
unweighted_first_hit_bfs_diagnostic,marker,10,observer,cam_edge_5,10,cam_edge_5,static,19.262910302152168,4,3.4126121707054256,0.05420012480122187,1667.0,3.637471020107639
unweighted_first_hit_bfs_diagnostic,marker,16,observer,cam_edge_5,16,cam_edge_5,static,8.013494082925641,4,3.4126121707054256,0.02047042461576483,506.0,7.266160486236213
unweighted_first_hit_bfs_diagnostic,marker,0,observer,cam_edge_5,0,cam_edge_5,static,6.641945533740631,4,3.4126121707054256,0.022206815739071,420.0,8.719740914268723
