marker_id,tx_m,ty_m,tz_m,baseline_m,relative_rotation_deg
0,-0.010691604763681365,-5.76503807486421,7.277288787074435,9.284110641602984,179.99999502168694
1,-0.012505115641382004,-6.007993436683572,7.1318735191778835,9.325221788606468,179.99960464011065
2,-0.020102672287562014,-5.830155398925499,7.252011025137715,9.304986835120843,179.28773264406527
5,0.032525806146263325,-5.809739224393125,7.075165624421087,9.154894668782777,179.02246592342487
