scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
far_2_4m_yaw_20deg,mixed,aruco,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_1_no_camera_info.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_2_no_camera_info.png
far_2_4m_yaw_30deg,mixed,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,76,0.466503,23.350,2.622,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_2_aruco_gray.png
close_1_4m_yaw_10deg,mixed,aruco,true,valid,aruco/gray,aruco/gray,48,80,0.626694,7.331,2.789,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_2_aruco_gray.png
shift_left_0_2m_yaw_20deg,shift,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,72,0.502290,19.771,2.093,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_2_aruco_gray.png
shift_right_0_2m_yaw_20deg,shift,aruco,true,pose_outlier,aruco/gray,aruco/gray,48,64,0.457027,24.297,3.881,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_2_aruco_gray.png
