timestamp,scenario,method,success,failure_reason,total_attempts,estimated_baseline_m,expected_baseline_m,baseline_error_m,rotation_error_deg,translation_x_m,translation_y_m,translation_z_m,camera_1_status,camera_2_status,camera_1_points,camera_2_points,camera_1_markers,camera_2_markers,camera_1_ids,camera_2_ids,camera_1_image,camera_2_image,camera_1_target_x_m,camera_1_target_y_m,camera_1_target_z_m,camera_2_target_x_m,camera_2_target_y_m,camera_2_target_z_m
1780482303.035517,far_2_4m_yaw_20deg,aruco,false,camera_1:no_camera_info;camera_2:no_camera_info,0,,0.7,,,,,,no_camera_info,no_camera_info,0,0,0,0,,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_1_no_camera_info.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_2_no_camera_info.png,,,,,,
1780482305.8079422,far_2_4m_yaw_30deg,aruco,true,,1,0.4665028813197271,0.7,0.23349711868027284,2.6221900553251434,-0.46580581910899,0.00758231285312666,-0.024338974826553672,aruco/gray,aruco/gray,64,76,16,19,19 20 21 22 13 15 14 16 10 9 8 7 4 3 2 1,18 19 20 13 12 14 8 7 6 2 1 0 21 22 15 16 10 9 3,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_2_aruco_gray.png,-0.7500030398491521,-0.3914474826602296,1.5235917448373582,-0.21370813970414512,-0.3919225159876961,1.5610278419519514
1780482308.5407467,close_1_4m_yaw_10deg,aruco,true,,1,0.6266941898613296,0.7,0.07330581013867032,2.7888365067147394,-0.6266911266430751,0.0007839371242877036,0.001795782661265788,aruco/gray,aruco/gray,48,80,12,20,20 21 22 14 16 15 10 9 8 4 3 2,18 19 20 21 12 14 13 16 15 10 9 8 7 6 3 2 1 0 22 4,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_2_aruco_gray.png,-0.872645239385207,-0.3909594127287398,0.9992614826679463,-0.2941459807315167,-0.3911041540741622,0.9845860973546632
1780482311.3163328,shift_left_0_2m_yaw_20deg,aruco,true,,1,0.5022901751448718,0.7,0.1977098248551281,2.0926136136786777,-0.5022318564157806,-0.00028356494378867225,-0.0076486625724701,aruco/gray,aruco/gray,64,72,16,18,19 15 13 9 7 1 20 21 22 14 16 10 8 4 3 2,22 12 15 13 16 10 9 7 6 4 19 20 21 14 8 3 2 1,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_2_aruco_gray.png,-0.6510055087487023,-0.39102277505083627,1.1594463456942055,-0.10606184425658768,-0.3909113620894402,1.1716913759377159
1780482314.0341573,shift_right_0_2m_yaw_20deg,aruco,true,,1,0.4570267282715365,0.7,0.24297327172846345,3.8806939984694795,-0.4566918564064973,-0.000993861534257734,-0.017463988256491314,aruco/gray,aruco/gray,48,64,12,16,20 15 14 9 8 2 21 22 16 10 4 3,15 13 9 7 19 20 21 22 14 16 10 8 4 3 2 1,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_2_aruco_gray.png,-0.9519981982237431,-0.39124286118359586,1.1107157732129578,-0.41796561634115753,-0.390771434730491,1.1588850924557552
