frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,-4.5,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0000.png,True
1,0,-4.383333333333334,0.0,2.2,0.0,0.31666666666666665,-0.03333333333333333,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0001.png,True
2,0,-4.266666666666667,0.0,2.2,0.0,0.3333333333333333,-0.06666666666666667,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0002.png,True
3,0,-4.15,0.0,2.2,0.0,0.35,-0.1,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0003.png,True
4,0,-4.033333333333333,0.0,2.2,0.0,0.36666666666666664,-0.13333333333333333,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0004.png,True
5,0,-3.9166666666666665,0.0,2.2,0.0,0.3833333333333333,-0.16666666666666669,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0005.png,True
6,0,-3.8,0.0,2.2,0.0,0.4,-0.2,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0006.png,True
7,0,-3.6833333333333336,0.0,2.2,0.0,0.4166666666666667,-0.23333333333333336,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0007.png,True
8,0,-3.566666666666667,0.0,2.2,0.0,0.43333333333333335,-0.26666666666666666,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0008.png,True
9,0,-3.45,0.0,2.2,0.0,0.45,-0.30000000000000004,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0009.png,True
10,0,-3.333333333333333,0.0,2.2,0.0,0.4666666666666667,-0.33333333333333337,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0010.png,True
11,0,-3.216666666666667,0.0,2.2,0.0,0.48333333333333334,-0.3666666666666667,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0011.png,True
12,1,-3.1,0.0,2.2,0.0,0.5,-0.4,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0012.png,True
13,1,-3.058974358974359,0.0,2.2,0.0,0.5051282051282051,-0.4794871794871795,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0013.png,True
14,1,-3.017948717948718,0.0,2.2,0.0,0.5102564102564102,-0.558974358974359,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0014.png,True
15,1,-2.976923076923077,0.0,2.2,0.0,0.5153846153846153,-0.6384615384615385,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0015.png,True
16,1,-2.935897435897436,0.0,2.2,0.0,0.5205128205128206,-0.717948717948718,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0016.png,True
17,1,-2.894871794871795,0.0,2.2,0.0,0.5256410256410257,-0.7974358974358975,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0017.png,True
18,1,-2.853846153846154,0.0,2.2,0.0,0.5307692307692308,-0.8769230769230769,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0018.png,True
19,1,-2.812820512820513,0.0,2.2,0.0,0.5358974358974359,-0.9564102564102565,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0019.png,True
20,1,-2.7717948717948717,0.0,2.2,0.0,0.541025641025641,-1.0358974358974358,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0020.png,True
21,1,-2.730769230769231,0.0,2.2,0.0,0.5461538461538461,-1.1153846153846154,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0021.png,True
22,1,-2.68974358974359,0.0,2.2,0.0,0.5512820512820513,-1.1948717948717948,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0022.png,True
23,1,-2.6487179487179486,0.0,2.2,0.0,0.5564102564102564,-1.2743589743589743,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0023.png,True
24,1,-2.6076923076923078,0.0,2.2,0.0,0.5615384615384615,-1.353846153846154,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0024.png,True
25,1,-2.566666666666667,0.0,2.2,0.0,0.5666666666666667,-1.4333333333333331,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0025.png,True
26,1,-2.5256410256410255,0.0,2.2,0.0,0.5717948717948718,-1.5128205128205128,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0026.png,True
27,1,-2.4846153846153847,0.0,2.2,0.0,0.5769230769230769,-1.5923076923076924,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0027.png,True
28,1,-2.443589743589744,0.0,2.2,0.0,0.582051282051282,-1.6717948717948716,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0028.png,True
29,1,-2.4025641025641025,0.0,2.2,0.0,0.5871794871794872,-1.7512820512820513,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0029.png,True
30,1,-2.3615384615384616,0.0,2.2,0.0,0.5923076923076923,-1.830769230769231,results/bus_real_data/_capture_staging/shared_baseline_20260705_214636/raw_images/moving/frame_0030.png,True
